"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",79,"Willie Anderson",33,"RT",14,11,340,"6-5","Auburn","7/11/1975","12",5,"Cincinnati Bengals / 1st / 10th pick / 1996"
"2",51,"Brendon Ayanbadejo*",32,"",16,0,230,"6-1","UCLA","9/6/1976","5",5,""
"3",94,"Justin Bannan",29,"nt",16,15,305,"6-3","Colorado","4/18/1979","6",9,"Buffalo Bills / 5th / 139th pick / 2002"
"4",50,"Antwan Barnes",24,"",13,0,240,"6-1","Florida International","10/19/1984","1",1,"Baltimore Ravens / 4th / 134th pick / 2007"
"5",60,"Jason Brown",25,"C",16,16,313,"6-3","North Carolina","5/5/1983","3",7,"Baltimore Ravens / 4th / 124th pick / 2005"
"6",65,"Chris Chester",25,"RG",16,11,300,"6-3","Oklahoma","1/12/1983","2",5,"Baltimore Ravens / 2nd / 56th pick / 2006"
"7",89,"Mark Clayton",26,"wr",16,13,193,"5-10","Oklahoma","7/2/1982","3",7,"Baltimore Ravens / 1st / 22nd pick / 2005"
"8",15,"Terrance Copper",26,"",2,0,204,"6-0","East Carolina","3/12/1982","4",0,""
"9",64,"Oniel Cousins",24,"",5,0,315,"6-4","Texas-El Paso","6/28/1984","-3",0,"Baltimore Ravens / 3rd / 99th pick / 2008"
"10",96,"Lamar Divens",23,"",3,0,333,"6-3","Tennessee St.","11/12/1985","Rook",0,""
"11",91,"Marques Douglas",31,"",16,0,286,"6-2","Howard","3/15/1977","8",2,""
"12",16,"Yamon Figurs",25,"",12,0,174,"6-0","Kansas St.","1/10/1983","1",0,"Baltimore Ravens / 3rd / 74th pick / 2007"
"13",5,"Joe Flacco",23,"QB",16,16,232,"6-6","Pittsburgh,Delaware","1/16/1985","Rook",11,"Baltimore Ravens / 1st / 18th pick / 2008"
"14",71,"Jared Gaither",22,"LT",16,15,350,"6-9","Maryland","3/18/1986","1",8,"Baltimore Ravens / 5th / 2007 Supp"
"15",56,"Tavares Gooden",24,"",4,0,233,"6-1","Miami (FL)","10/7/1984","Rook",0,"Baltimore Ravens / 3rd / 71st pick / 2008"
"16",59,"Nick Greisen",29,"lb",14,1,245,"6-1","Wisconsin","8/10/1979","6",2,"New York Giants / 5th / 152nd pick / 2002"
"17",66,"Ben Grubbs",24,"LG",16,16,311,"6-3","Auburn","3/10/1984","1",7,"Baltimore Ravens / 1st / 29th pick / 2007"
"18",76,"David Hale",25,"",6,0,300,"6-6","Weber St.","3/3/1983","Rook",0,"Baltimore Ravens / 4th / 133rd pick / 2008"
"19",6,"Steven Hauschka",23,"",8,0,185,"6-1","North Carolina St.","6/29/1985","Rook",0,""
"20",86,"Todd Heap",28,"TE",16,16,252,"6-5","Arizona St.","3/16/1980","7",4,"Baltimore Ravens / 1st / 31st pick / 2001"
"21",35,"Corey Ivy",31,"db",16,1,188,"5-8","Oklahoma","3/29/1977","7",2,""
"22",95,"Jarret Johnson",27,"LOLB",16,16,285,"6-3","Alabama","8/14/1981","5",9,"Baltimore Ravens / 4th / 109th pick / 2003"
"23",84,"Edgar Jones",24,"",7,0,263,"6-3","SE Missouri St.","12/1/1984","1",0,""
"24",70,"Matt Katula",26,"",16,0,280,"6-6","Wisconsin","8/22/1982","3",1,""
"25",4,"Sam Koch",26,"",16,0,225,"5-11","Nebraska","8/13/1982","2",3,"Baltimore Ravens / 6th / 203rd pick / 2006"
"26",74,"Michael Kracalik",26,"",1,0,337,"6-8","San Diego St.","9/9/1982","2",0,""
"27",26,"Dawan Landry",26,"ss",2,2,215,"6-1","Georgia Tech","12/30/1982","2",1,"Baltimore Ravens / 5th / 146th pick / 2006"
"28",36,"Jim Leonhard",26,"SS",16,13,190,"5-8","Wisconsin","10/27/1982","3",6,""
"29",52,"Ray Lewis*+",33,"LILB",16,16,245,"6-1","Miami (FL)","5/15/1975","12",19,"Baltimore Ravens / 1st / 26th pick / 1996"
"30",29,"Derrick Martin",23,"",4,0,180,"5-10","Wyoming","5/16/1985","2",0,"Baltimore Ravens / 6th / 208th pick / 2006"
"31",85,"Derrick Mason",34,"wr",16,16,190,"5-10","Michigan St.","1/17/1974","11",10,"Tennessee Oilers / 4th / 98th pick / 1997"
"32",21,"Chris McAlister",31,"lcb",6,5,206,"6-1","Arizona","6/14/1977","9",3,"Baltimore Ravens / 1st / 10th pick / 1999"
"33",53,"Jameel McClain",23,"",16,0,245,"6-1","Syracuse","7/25/1985","Rook",2,""
"34",33,"Le'Ron McClain*+",24,"FB",16,16,260,"6-0","Alabama","12/27/1984","1",7,"Baltimore Ravens / 4th / 137th pick / 2007"
"35",58,"Robert McCune",29,"",1,0,243,"6-0","Louisville","3/9/1979","3",0,"Washington Redskins / 5th / 154th pick / 2005"
"36",23,"Willis McGahee",27,"RB",13,8,228,"6-0","Miami (FL)","10/21/1981","4",6,"Buffalo Bills / 1st / 23rd pick / 2003"
"37",68,"Brandon McKinney",25,"",11,0,324,"6-2","Michigan St.","8/24/1983","2",2,""
"38",43,"Haruki Nakamura",22,"",16,0,190,"5-10","Cincinnati","4/18/1986","Rook",1,"Baltimore Ravens / 6th / 206th pick / 2008"
"39",42,"Lorenzo Neal",38,"fb",16,5,255,"5-11","Fresno St.","12/27/1970","15",1,"New Orleans Saints / 4th / 89th pick / 1993"
"40",92,"Haloti Ngata",24,"NT",16,16,335,"6-4","Oregon","1/21/1984","2",16,"Baltimore Ravens / 1st / 12th pick / 2006"
"41",25,"Evan Oglesby",27,"",9,0,185,"5-10","North Alabama","12/18/1981","3",1,""
"42",38,"Jalen Parmele",23,"",1,0,224,"6-0","Toledo","12/30/1985","Rook",0,"Miami Dolphins / 6th / 176th pick / 2008"
"43",24,"Anwar Phillips",26,"",1,0,185,"5-11","Penn St.","10/25/1982","Rook",0,""
"44",90,"Trevor Pryce",33,"DE",16,16,295,"6-5","Michigan,Clemson","8/3/1975","11",8,"Denver Broncos / 1st / 28th pick / 1997"
"45",20,"Ed Reed*+",30,"FS",16,16,200,"5-11","Miami (FL)","9/11/1978","6",18,"Baltimore Ravens / 1st / 24th pick / 2002"
"46",27,"Ray Rice",21,"rb",13,4,195,"5-9","Rutgers","1/22/1987","Rook",6,"Baltimore Ravens / 2nd / 55th pick / 2008"
