"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",16,"Charlie Batch",33,"qb",7,1,220,"6-2","East. Michigan","12/5/1974","9",1,"Detroit Lions / 2nd / 60th pick / 1998"
"2",23,"Tyrone Carter",31,"ss",16,5,190,"5-8","Minnesota","3/31/1976","7",3,"Minnesota Vikings / 4th / 118th pick / 2000"
"3",25,"Ryan Clark",28,"fs",6,6,200,"5-11","LSU","10/12/1979","5",2,""
"4",21,"Ricardo Colclough",25,"",3,0,186,"5-11","Tusculum","4/18/1982","3",0,"Pittsburgh Steelers / 2nd / 38th pick / 2004"
"5",74,"Willie Colon",24,"RT",16,16,320,"6-3","Hofstra","4/9/1983","1",9,"Pittsburgh Steelers / 4th / 131st pick / 2006"
"6",55,"Marquis Cooper",25,"",3,0,215,"6-3","Washington","3/11/1982","3",0,"Tampa Bay Buccaneers / 3rd / 79th pick / 2004"
"7",44,"Najeh Davenport",28,"rb",15,1,245,"6-1","Miami (FL)","2/8/1979","5",6,"Green Bay Packers / 4th / 135th pick / 2002"
"8",38,"Carey Davis",26,"fb",16,7,225,"5-10","Illinois","3/27/1981","Rook",1,""
"9",88,"John Dekker",24,"",3,0,250,"6-5","Princeton","5/15/1983","Rook",0,""
"10",93,"Nick Eason",27,"de",16,1,301,"6-3","Clemson","5/29/1980","3",2,"Denver Broncos / 4th / 114th pick / 2003"
"11",79,"Trai Essex",25,"",2,0,324,"6-4","Northwestern","12/5/1982","2",0,"Pittsburgh Steelers / 3rd / 93rd pick / 2005"
"12",66,"Alan Faneca*+",31,"LG",16,16,312,"6-5","LSU","12/7/1976","9",17,"Pittsburgh Steelers / 1st / 26th pick / 1998"
"13",51,"James Farrior",32,"LILB",16,16,242,"6-2","Virginia","1/6/1975","10",9,"New York Jets / 1st / 8th pick / 1997"
"14",50,"Larry Foote",27,"RILB",16,16,234,"6-0","Michigan","6/12/1980","5",8,"Pittsburgh Steelers / 4th / 128th pick / 2002"
"15",54,"Andre Frazier",25,"",8,0,234,"6-5","Cincinnati","6/29/1982","2",1,""
"16",22,"William Gay",22,"",16,0,183,"5-10","Louisville","1/1/1985","Rook",1,"Pittsburgh Steelers / 5th / 170th pick / 2007"
"17",53,"Clark Haggans",30,"LOLB",16,16,243,"6-4","Colorado St.","1/10/1977","7",8,"Pittsburgh Steelers / 5th / 137th pick / 2000"
"18",98,"Casey Hampton*",30,"NT",15,15,320,"6-1","Texas","9/3/1977","6",10,"Pittsburgh Steelers / 1st / 19th pick / 2001"
"19",97,"Arnold Harrison",25,"",13,0,236,"6-3","Georgia","9/20/1982","1",1,""
"20",92,"James Harrison*",29,"ROLB",16,16,242,"6-0","Kent St.","5/4/1978","5",15,""
"21",34,"Verron Haynes",28,"",1,0,223,"5-10","Georgia","2/17/1979","5",0,"Pittsburgh Steelers / 5th / 166th pick / 2002"
"22",76,"Chris Hoke",31,"nt",16,1,296,"6-3","BYU","4/6/1976","3",2,""
"23",10,"Santonio Holmes",23,"WR",13,13,185,"5-10","Ohio St.","3/3/1984","1",11,"Pittsburgh Steelers / 1st / 25th pick / 2006"
"24",99,"Brett Keisel",29,"DE",16,16,285,"6-5","BYU","9/19/1978","5",8,"Pittsburgh Steelers / 7th / 242nd pick / 2002"
"25",68,"Chris Kemoeatu",24,"",16,0,344,"6-3","Utah","1/4/1983","1",1,"Pittsburgh Steelers / 6th / 204th pick / 2005"
"26",90,"Travis Kirschke",33,"de",16,4,298,"6-3","UCLA","9/6/1974","10",3,""
"27",35,"Dan Kreider",30,"fb",10,4,255,"5-11","New Hampshire","3/11/1977","7",0,""
"28",57,"Clint Kriewaldt",31,"",14,0,242,"6-1","Wisc-Stevens Point","3/16/1976","8",1,"Detroit Lions / 6th / 177th pick / 1999"
"29",37,"Anthony Madison",26,"",9,0,180,"5-9","Alabama","10/8/1981","1",1,""
"30",61,"Sean Mahan",27,"C",16,16,301,"6-3","Notre Dame","5/28/1980","4",9,"Tampa Bay Buccaneers / 5th / 168th pick / 2003"
"31",41,"Grant Mason",24,"",5,0,192,"6-0","Michigan","8/18/1983","Rook",0,""
"32",95,"Ryan McBean",23,"",1,0,277,"6-5","Oklahoma St.","4/23/1984","Rook",0,"Pittsburgh Steelers / 4th / 132nd pick / 2007"
"33",20,"Bryant McFadden",26,"",13,0,190,"5-11","Florida St.","11/21/1981","2",2,"Pittsburgh Steelers / 2nd / 62nd pick / 2005"
"34",83,"Heath Miller",25,"TE",16,16,256,"6-5","Virginia","10/22/1982","2",6,"Pittsburgh Steelers / 1st / 30th pick / 2005"
"35",39,"Willie Parker*",27,"RB",15,15,209,"5-10","North Carolina","11/11/1980","3",13,""
"36",43,"Troy Polamalu*",26,"SS",11,11,213,"5-10","USC","4/19/1981","4",9,"Pittsburgh Steelers / 1st / 16th pick / 2003"
"37",3,"Jeff Reed",28,"",16,0,226,"5-11","North Carolina","4/9/1979","5",4,""
"38",15,"Willie Reid",25,"",6,0,190,"5-10","Florida St.","9/19/1982","1",1,"Pittsburgh Steelers / 3rd / 95th pick / 2006"
"39",7,"Ben Roethlisberger*",25,"QB",15,15,240,"6-5","Miami (OH)","3/2/1982","3",14,"Pittsburgh Steelers / 1st / 11th pick / 2004"
"40",30,"Allen Rossum",32,"",15,0,178,"5-8","Notre Dame","10/22/1975","9",2,"Philadelphia Eagles / 3rd / 85th pick / 1998"
"41",33,"Gary Russell",21,"",3,0,205,"5-10","Minnesota","9/8/1986","Rook",0,""
"42",9,"Daniel Sepulveda",23,"",16,0,229,"6-3","Baylor","1/12/1984","Rook",2,"Pittsburgh Steelers / 4th / 112th pick / 2007"
"43",73,"Kendall Simmons",28,"RG",16,16,313,"6-3","Auburn","3/11/1979","5",9,"Pittsburgh Steelers / 1st / 30th pick / 2002"
"44",91,"Aaron Smith",31,"de",11,11,300,"6-5","Northern Colorado","4/9/1976","8",8,"Pittsburgh Steelers / 4th / 109th pick / 1999"
"45",27,"Anthony Smith",24,"FS",16,10,190,"5-11","Syracuse","9/20/1983","1",5,"Pittsburgh Steelers / 3rd / 83rd pick / 2006"
"46",77,"Marvel Smith",29,"LT",12,12,321,"6-5","Arizona St.","8/6/1978","7",7,"Pittsburgh Steelers / 2nd / 38th pick / 2000"
"47",89,"Matt Spaeth",24,"te",14,5,270,"6-7","Minnesota","11/24/1983","Rook",0,"Pittsburgh Steelers / 3rd / 77th pick / 2007"
"48",78,"Max Starks",25,"lt",16,4,337,"6-7","Florida","1/10/1982","3",3,"Pittsburgh Steelers / 3rd / 75th pick / 2004"
"49",24,"Ike Taylor",27,"LCB",16,16,191,"6-1","La-Lafayette","5/5/1980","4",7,"Pittsburgh Steelers / 4th / 125th pick / 2003"
"50",94,"Lawrence Timmons",21,"",16,0,234,"6-1","Florida St.","5/14/1986","Rook",2,"Pittsburgh Steelers / 1st / 15th pick / 2007"
"51",26,"Deshea Townsend",32,"RCB",16,16,191,"5-10","Alabama","9/8/1975","9",6,"Pittsburgh Steelers / 4th / 117th pick / 1998"
"52",84,"Jerame Tuman",31,"fl",6,1,255,"6-4","Michigan","3/24/1976","8",0,"Pittsburgh Steelers / 5th / 136th pick / 1999"
"53",86,"Hines Ward",31,"WR",13,13,205,"6-0","Georgia","3/8/1976","9",8,"Pittsburgh Steelers / 3rd / 92nd pick / 1998"
"54",60,"Greg Warren",26,"",16,0,252,"6-3","North Carolina","10/18/1981","2",1,""
"55",85,"Nate Washington",24,"wr",16,4,185,"6-1","Tiffin","8/28/1983","2",5,""
"56",80,"Cedrick Wilson",29,"se",16,1,183,"5-10","Tennessee","12/17/1978","6",3,"San Francisco 49ers / 6th / 169th pick / 2001"
"57",56,"LaMarr Woodley",23,"",13,0,266,"6-2","Michigan","11/3/1984","Rook",2,"Pittsburgh Steelers / 2nd / 46th pick / 2007"
"58",NA,"Team Total",27,"",16,NA,242.6,"6-1.4","","","3.9",NA,""
