"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",31,"Benny Barnes",26,"LCB",14,14,190,"6-1","Stanford","3/3/1951","5",6,""
"2",53,"Bob Breunig",24,"MLB",14,14,226,"6-2","Arizona St.","7/4/1953","2",8,"Dallas Cowboys / 3rd / 70th pick / 1975"
"3",36,"Larry Brinson",23,"",14,0,214,"6-2","Florida","6/6/1954","Rook",0,""
"4",59,"Guy Brown",22,"lb",14,0,223,"6-4","Houston","6/1/1955","Rook",4,"Dallas Cowboys / 4th / 108th pick / 1977"
"5",63,"Larry Cole",31,"",12,0,252,"6-5","Air Force,Houston,Hawaii","11/15/1946","9",3,"Dallas Cowboys / 16th / 428th pick / 1968"
"6",61,"Jim Cooper",22,"",14,0,262,"6-5","Temple","9/28/1955","Rook",4,"Dallas Cowboys / 6th / 164th pick / 1977"
"7",21,"Doug Dennison",26,"",8,0,202,"6-1","Kutztown Pennsylvania","12/18/1951","3",1,""
"8",67,"Pat Donovan",24,"RT",14,14,253,"6-5","Stanford","7/1/1953","2",8,"Dallas Cowboys / 4th / 90th pick / 1975"
"9",33,"Tony Dorsett",23,"RB",14,4,192,"5-11","Pittsburgh","4/7/1954","Rook",16,"Dallas Cowboys / 1st / 2nd pick / 1977"
"10",89,"Billy Joe DuPree*",27,"TE",14,14,225,"6-4","Michigan St.","3/7/1950","4",6,"Dallas Cowboys / 1st / 20th pick / 1973"
"11",62,"John Fitzgerald",29,"C",12,12,255,"6-5","Boston Col.","4/16/1948","6",7,"Dallas Cowboys / 4th / 101st pick / 1970"
"12",71,"Andy Frederick",23,"",13,0,257,"6-6","New Mexico","7/25/1954","Rook",4,"Dallas Cowboys / 5th / 137th pick / 1977"
"13",77,"Bill Gregory",28,"",13,2,255,"6-5","Wisconsin","12/14/1949","6",2,"Dallas Cowboys / 3rd / 77th pick / 1971"
"14",43,"Cliff Harris*+",29,"FS",14,14,188,"6-0","Ouachita Baptist","11/12/1948","7",13,""
