"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",25,"Nate Allen",31,"",5,2,170,"5-10","Texas Southern","5/13/1948","8",2,"Kansas City Chiefs / 11th / 276th pick / 1971"
"2",47,"Tim Baylor",25,"",16,1,195,"6-6","Morgan St.","5/23/1954","3",1,"Baltimore Colts / 10th / 283rd pick / 1976"
"3",59,"Matt Blair*",29,"LLB",16,16,232,"6-5","Iowa St.","9/20/1950","5",9,"Minnesota Vikings / 2nd / 51st pick / 1974"
"4",23,"Ted Brown",22,"FB",14,9,206,"5-10","North Carolina St.","2/15/1957","Rook",5,"Minnesota Vikings / 1st / 16th pick / 1979"
"5",20,"Bobby Bryant",35,"RCB",14,14,170,"6-1","South Carolina","1/24/1944","11",5,"Minnesota Vikings / 7th / 167th pick / 1967"
"6",8,"Greg Coleman",25,"P",16,0,185,"6-0","Florida A&M","9/9/1954","2",2,"Cincinnati Bengals / 14th / 398th pick / 1976"
"7",89,"Douglas Cunningham",24,"",6,1,195,"6-3","Rice","11/14/1955","Rook",0,""
"8",7,"Rick Danmeier",27,"K",16,0,194,"6-0","Sioux Falls","4/8/1952","2",3,""
"9",12,"Steve Dils",24,"",1,0,190,"6-1","Stanford","12/8/1955","Rook",0,"Minnesota Vikings / 4th / 97th pick / 1979"
"10",32,"Jimmy Edwards",27,"KR",14,0,185,"5-9","Oklahoma,La-Monroe","9/19/1952","Rook",0,""
"11",44,"Chuck Foreman",29,"",12,7,210,"6-2","Miami (FL)","10/26/1950","6",3,"Minnesota Vikings / 1st / 12th pick / 1973"
"12",68,"Charles Goodrum",29,"LG",15,9,256,"6-3","Florida A&M","1/11/1950","6",4,"Minnesota Vikings / 9th / 232nd pick / 1972"
"13",61,"Wes Hamilton",26,"RG",16,16,261,"6-3","Tulsa","4/24/1953","3",6,"Minnesota Vikings / 3rd / 85th pick / 1976"
"14",45,"Tom Hannon",24,"SS",16,16,193,"5-11","Michigan St.","3/5/1955","2",6,"Minnesota Vikings / 3rd / 83rd pick / 1977"
"15",52,"Joe Harris",27,"",2,0,225,"6-1","Georgia Tech","12/6/1952","2",2,"Chicago Bears / 8th / 197th pick / 1975"
"16",58,"Wally Hilgenberg",37,"",8,0,229,"6-3","Iowa","9/19/1942","15",3,"Detroit Lions / 4th / 48th pick / 1964, Denver Broncos / 8th / 57th pick / 1964"
"17",75,"Randy Holloway",24,"",16,0,250,"6-5","Pittsburgh","8/26/1955","1",3,"Minnesota Vikings / 1st / 21st pick / 1978"
"18",51,"Jim Hough",23,"lg",16,7,267,"6-2","Utah St.","8/4/1956","1",3,"Minnesota Vikings / 4th / 100th pick / 1978"
"19",56,"Dave Huffman",22,"",13,0,280,"6-6","Notre Dame","4/4/1957","Rook",3,"Minnesota Vikings / 2nd / 43rd pick / 1979"
"20",25,"Kurt Knoff",25,"fs",10,7,191,"6-2","Kansas","4/6/1954","2",3,"Denver Broncos / 2nd / 43rd pick / 1976"
"21",9,"Tommy Kramer",24,"QB",16,16,200,"6-2","Rice","3/7/1955","2",10,"Minnesota Vikings / 1st / 27th pick / 1977"
"22",22,"Paul Krause",37,"FS",16,8,200,"6-3","Iowa","2/19/1942","15",4,"Washington Redskins / 2nd / 18th pick / 1964, Denver Broncos / 12th / 89th pick / 1964"
"23",80,"Terry LeCount",23,"",12,0,178,"5-10","Florida","7/9/1956","1",1,"San Francisco 49ers / 4th / 91st pick / 1978"
"24",57,"Derrel Luce",27,"",16,1,226,"6-3","Baylor","9/29/1952","4",4,"Baltimore Colts / 7th / 168th pick / 1975"
"25",70,"Jim Marshall",42,"RDE",16,16,248,"6-4","Ohio St.","12/30/1937","19",7,"Cleveland Browns / 4th / 44th pick / 1960"
"26",33,"Brent McClanahan",28,"",16,0,202,"5-10","Arizona St.","9/21/1951","6",1,"Minnesota Vikings / 5th / 118th pick / 1973"
"27",54,"Fred McNeill",27,"RLB",16,15,229,"6-2","UCLA","5/6/1952","5",6,"Minnesota Vikings / 1st / 17th pick / 1974"
"28",87,"Kevin Miller",24,"",3,0,180,"5-10","Louisville","3/21/1955","1",0,""
"29",35,"Robert Miller",26,"",16,0,204,"5-11","Kansas","1/9/1953","4",1,"Minnesota Vikings / 5th / 129th pick / 1975"
"30",77,"Mark Mullaney",26,"LDE",16,16,242,"6-6","Colorado St.","4/30/1953","4",7,"Minnesota Vikings / 1st / 25th pick / 1975"
"31",74,"Frank Myers",23,"",14,0,255,"6-5","Texas A&M","1/4/1956","1",3,"Baltimore Colts / 5th / 117th pick / 1978"
"32",71,"Steve Niehaus",25,"",3,0,263,"6-4","Notre Dame","9/25/1954","3",3,"Seattle Seahawks / 1st / 2nd pick / 1976"
"33",49,"Keith Nord",22,"",16,0,197,"6-0","St. Cloud St.","3/13/1957","Rook",3,""
"34",28,"Ahmad Rashad*",30,"WR",16,16,205,"6-2","Oregon","11/19/1949","7",10,"St. Louis Cardinals / 1st / 4th pick / 1972"
"35",78,"Steve Riley",27,"LT",16,16,258,"6-5","USC","11/23/1952","5",6,"Minnesota Vikings / 1st / 25th pick / 1974"
"36",76,"Dave Roller",30,"ldt",15,6,270,"6-2","Kentucky","10/28/1949","8",3,"New York Giants / 13th / 330th pick / 1971"
"37",50,"Jeff Siemon",29,"MLB",16,12,235,"6-2","Stanford","6/2/1950","7",5,"Minnesota Vikings / 1st / 10th pick / 1972"
