"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",56,"Nick Barnett",29,"mlb",4,4,240,"6-2","Oregon St.","5/27/1981","7",2,"Green Bay Packers / 1st / 29th pick / 2003"
"2",20,"Atari Bigby",29,"",4,0,220,"5-11","Central Florida","9/19/1981","5",0,""
"3",55,"Desmond Bishop",26,"MLB",15,12,241,"6-2","California","7/24/1984","3",9,"Green Bay Packers / 6th / 192nd pick / 2007"
"4",47,"Diyral Briggs",25,"",5,0,230,"6-4","Bowling Green","10/31/1985","1",0,""
"5",75,"Bryan Bulaga",21,"RT",16,12,315,"6-5","Iowa","3/21/1989","Rook",8,"Green Bay Packers / 1st / 23rd pick / 2010"
"6",42,"Morgan Burnett",21,"ss",4,4,210,"6-1","Georgia Tech","1/13/1989","Rook",2,"Green Bay Packers / 3rd / 71st pick / 2010"
"7",24,"Jarrett Bush",26,"",16,1,194,"6-0","Utah St.","5/21/1984","4",1,""
"8",54,"Brandon Chillar",28,"lb",8,1,253,"6-3","UCLA","10/21/1982","6",2,"St. Louis Rams / 4th / 130th pick / 2004"
"9",76,"Chad Clifton*",34,"LT",16,16,330,"6-5","Tennessee","6/26/1976","10",11,"Green Bay Packers / 2nd / 44th pick / 2000"
"10",73,"Daryn Colledge",28,"LG",16,16,300,"6-4","Boise St.","2/11/1982","4",9,"Green Bay Packers / 2nd / 47th pick / 2006"
"11",36,"Nick Collins*",27,"FS",16,16,206,"5-11","Bethune-Cookman","8/16/1983","5",11,"Green Bay Packers / 2nd / 51st pick / 2005"
"12",83,"Tom Crabtree",25,"te",16,1,244,"6-5","Miami (OH)","11/4/1985","Rook",1,""
"13",2,"Mason Crosby",26,"",16,0,212,"6-1","Colorado","9/3/1984","3",3,"Green Bay Packers / 6th / 193rd pick / 2007"
"14",80,"Donald Driver",35,"WR",15,15,188,"6-0","Alcorn St.","2/2/1975","11",5,"Green Bay Packers / 7th / 213th pick / 1999"
"15",88,"Jermichael Finley",23,"te",5,5,240,"6-4","Texas","3/26/1987","2",3,"Green Bay Packers / 3rd / 91st pick / 2008"
"16",10,"Matt Flynn",25,"qb",7,1,228,"6-2","LSU","6/20/1985","2",1,"Green Bay Packers / 7th / 209th pick / 2008"
"17",49,"Rob Francois",25,"rolb",8,1,253,"6-2","Boston Col.","5/14/1985","1",1,""
"18",61,"Brett Goode",26,"",16,0,244,"6-1","Arkansas","11/2/1984","2",1,""
"19",40,"Josh Gordy",23,"",2,0,195,"5-11","Central Michigan","2/9/1987","Rook",0,""
"20",25,"Ryan Grant",28,"rb",1,1,218,"6-1","Notre Dame","12/9/1982","3",0,""
"21",95,"Howard Green",31,"de",9,3,320,"6-2","LSU","1/12/1979","8",2,"Houston Texans / 6th / 190th pick / 2002"
