"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",7,"Morten Andersen",44,"",16,0,217,"6-2","Michigan St.","8/19/1960","22",3,"New Orleans Saints / 4th / 86th pick / 1982"
"2",2,"Darren Bennett",39,"",15,0,235,"6-5","none","1/9/1965","9",1,""
"3",23,"Michael Bennett",26,"rb",11,7,211,"5-9","Wisconsin","8/13/1978","3",4,"Minnesota Vikings / 1st / 27th pick / 2001"
"4",44,"Sean Berton",25,"te",14,7,272,"6-4","West Virginia,North Carolina St.","10/31/1979","1",1,""
"5",78,"Matt Birk*",28,"C",12,11,300,"6-4","Harvard","7/23/1976","6",10,"Minnesota Vikings / 6th / 173rd pick / 1998"
"6",33,"Ralph Brown",26,"",12,0,185,"5-10","Nebraska","9/16/1978","4",1,"New York Giants / 5th / 140th pick / 2000"
"7",81,"Nate Burleson",23,"WR",16,15,192,"6-0","Nevada","8/19/1981","1",11,"Minnesota Vikings / 3rd / 71st pick / 2003"
"8",16,"Kelly Campbell",24,"wr",16,3,173,"5-10","Georgia Tech","7/23/1980","2",4,""
"9",21,"Corey Chavous",28,"SS",16,16,205,"6-1","Vanderbilt","1/5/1976","6",4,"Arizona Cardinals / 2nd / 33rd pick / 1998"
"10",55,"Chris Claiborne",26,"LB",12,12,259,"6-3","USC","7/26/1978","5",4,"Detroit Lions / 1st / 9th pick / 1999"
"11",63,"Bill Conaty",31,"",8,0,306,"6-2","Virginia Tech","3/8/1973","7",1,""
"12",1,"Jose Cortez",29,"",8,0,200,"5-11","Oregon St.","5/27/1975","5",0,""
"13",11,"Daunte Culpepper*",27,"QB",16,16,264,"6-4","Central Florida","1/28/1977","5",20,"Minnesota Vikings / 1st / 11th pick / 1999"
"14",58,"Rod Davis",23,"",14,0,239,"6-2","Southern Miss","4/2/1981","Rook",1,"Minnesota Vikings / 5th / 155th pick / 2004"
"15",71,"David Dixon",35,"RG",16,16,343,"6-5","Arizona St.","1/5/1969","10",11,"New England Patriots / 9th / 232nd pick / 1992"
"16",65,"Nat Dorsey",21,"rt",13,7,324,"6-6","Georgia Tech","9/9/1983","Rook",5,"Minnesota Vikings / 4th / 115th pick / 2004"
"17",83,"Jeff Dugan",23,"te",14,2,261,"6-4","Maryland","4/8/1981","Rook",0,"Minnesota Vikings / 7th / 220th pick / 2004"
"18",8,"Aaron Elling",26,"",7,0,201,"6-2","George Fox,Wyoming","5/31/1978","1",0,""
"19",12,"Gus Frerotte",33,"",16,0,237,"6-3","Tulsa","7/31/1971","10",0,"Washington Redskins / 7th / 197th pick / 1994"
"20",73,"Adam Goldberg",24,"rt",13,6,310,"6-7","Wyoming","8/12/1980","Rook",5,""
