"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",42,"Curtis Adams",23,"",1,0,198,"6-0","Central Michigan","4/30/1962","Rook",0,"San Diego Chargers / 8th / 207th pick / 1985"
"2",40,"Gary Anderson",24,"rb",12,6,185,"6-0","Arkansas","4/18/1961","Rook",8,"San Diego Chargers / 1st / 20th pick / 1983"
"3",86,"Jesse Bendross",23,"wr",16,2,196,"6-0","Alabama","7/19/1962","1",1,"San Diego Chargers / 7th / 174th pick / 1984"
"4",6,"Rolf Benirschke",30,"",1,0,171,"6-0","California-Davis","2/7/1955","8",0,"Oakland Raiders / 12th / 334th pick / 1977"
"5",59,"Craig Bingham",26,"",8,0,218,"6-2","Syracuse","9/26/1959","3",0,"Pittsburgh Steelers / 6th / 167th pick / 1982"
"6",50,"Carlos Bradley",25,"lb",10,2,224,"6-0","Wake Forest","4/27/1960","4",2,"San Diego Chargers / 11th / 300th pick / 1981"
"7",22,"Gill Byrd",24,"SS",16,16,195,"5-11","San Jose St.","2/20/1961","2",5,"San Diego Chargers / 1st / 22nd pick / 1983"
"8",89,"Wes Chandler*",29,"WR",15,13,196,"6-0","Florida","8/22/1956","7",11,"New Orleans Saints / 1st / 3rd pick / 1978"
"9",91,"Tony Chickillo",25,"nt",4,1,262,"6-3","Miami (FL)","7/8/1960","1",0,"Tampa Bay Buccaneers / 5th / 131st pick / 1983"
"10",77,"Sam Claphan",29,"RT",12,12,285,"6-6","Oklahoma","10/10/1956","4",7,"Cleveland Browns / 2nd / 47th pick / 1979"
"11",31,"Anthony Corley",25,"",4,0,210,"6-0","UNLV","8/10/1960","1",0,""
"12",28,"David Croudip",26,"",2,0,183,"5-8","San Diego St.","1/25/1959","1",0,""
"13",37,"Jeffery Dale",23,"FS",16,16,211,"6-3","LSU","10/6/1962","Rook",6,"San Diego Chargers / 2nd / 55th pick / 1985"
"14",61,"Ken Dallafior",26,"",3,0,276,"6-4","Minnesota","8/26/1959","Rook",0,"Pittsburgh Steelers / 5th / 124th pick / 1982"
"15",20,"Wayne Davis",22,"lcb",16,6,175,"5-11","Indiana St.","7/17/1963","Rook",3,"San Diego Chargers / 2nd / 39th pick / 1985"
"16",65,"Jerry Doerger",25,"",8,0,270,"6-5","Wisconsin","7/18/1960","3",1,"Chicago Bears / 8th / 200th pick / 1982"
"17",78,"Chuck Ehin",24,"NT",16,15,261,"6-4","BYU","7/1/1961","2",5,"San Diego Chargers / 12th / 329th pick / 1983"
"18",84,"Chris Faulkner",25,"",9,0,255,"6-4","Florida","4/13/1960","1",0,"Dallas Cowboys / 4th / 108th pick / 1983"
"19",52,"Mark Fellows",22,"",2,0,233,"6-1","Montana St.","2/26/1963","Rook",0,"San Diego Chargers / 7th / 196th pick / 1985"
"20",76,"Keith Ferguson",26,"rde",10,7,252,"6-5","Ohio St.","4/3/1959","4",3,"San Diego Chargers / 5th / 131st pick / 1981"
"21",14,"Dan Fouts*",34,"QB",14,12,204,"6-3","Oregon","6/10/1951","12",12,"San Diego Chargers / 3rd / 64th pick / 1973"
"22",92,"Scott Garnett",23,"",5,0,271,"6-2","Washington","12/3/1962","1",0,"Denver Broncos / 8th / 218th pick / 1984"
"23",58,"Mike Green",24,"LILB",15,15,235,"6-0","Oklahoma St.","6/29/1961","2",6,"San Diego Chargers / 9th / 245th pick / 1983"
"24",53,"Mike Guendling",23,"",9,0,238,"6-3","Northwestern","6/18/1962","Rook",0,"San Diego Chargers / 2nd / 33rd pick / 1984"
"25",29,"John Hendy",23,"LCB",16,10,196,"5-11","Long Beach St.","10/9/1962","Rook",5,"San Diego Chargers / 3rd / 69th pick / 1985"
"26",9,"Mark Herrmann",26,"qb",9,4,200,"6-4","Purdue","1/8/1959","3",5,"Denver Broncos / 4th / 98th pick / 1981"
"27",88,"Pete Holohan",26,"te",15,3,237,"6-4","Notre Dame","7/25/1959","4",4,"San Diego Chargers / 7th / 189th pick / 1981"
"28",26,"Lionel James",23,"KR",16,7,171,"5-6","Auburn","5/25/1962","1",13,"San Diego Chargers / 5th / 118th pick / 1984"
"29",83,"Trumaine Johnson",25,"wr",11,2,196,"6-1","Grambling St.","11/16/1960","Rook",0,"San Diego Chargers / 6th / 141st pick / 1983"
"30",18,"Charlie Joiner",38,"WR",16,14,188,"5-11","Grambling St.","10/14/1947","16",9,"Houston Oilers / 4th / 93rd pick / 1969"
"31",30,"David King",22,"",1,0,176,"5-8","Auburn","5/19/1963","Rook",0,"San Diego Chargers / 10th / 264th pick / 1985"
