"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",9,"Matt Bahr",32,"K",16,0,175,"5-10","Penn St.","7/6/1956","9",4,"Pittsburgh Steelers / 6th / 165th pick / 1979"
"2",43,"Tony Baker",24,"",4,0,182,"5-10","East Carolina","6/11/1964","2",0,"Atlanta Falcons / 10th / 252nd pick / 1986"
"3",24,"Anthony Blaylock",23,"",12,0,190,"5-10","Winston-Salem St.","2/21/1965","Rook",1,"Cleveland Browns / 4th / 103rd pick / 1988"
"4",77,"Rickey Bolden",27,"t",16,3,274,"6-6","SMU","9/8/1961","4",3,"Cleveland Browns / 4th / 96th pick / 1984"
"5",36,"Stephen Braggs",23,"db",16,1,178,"5-9","Texas","8/29/1965","1",1,"Cleveland Browns / 6th / 165th pick / 1987"
"6",86,"Brian Brennan",26,"wr",16,1,178,"5-9","Boston Col.","2/15/1962","4",5,"Cleveland Browns / 4th / 104th pick / 1984"
"7",72,"Charles Buchanan",24,"",9,0,245,"6-3","Tennessee St.","9/20/1964","Rook",1,"Pittsburgh Steelers / 8th / 205th pick / 1987"
"8",44,"Earnest Byner",26,"RB",16,16,215,"5-10","East Carolina","9/15/1962","4",9,"Cleveland Browns / 10th / 280th pick / 1984"
"9",58,"Clifford Charlton",23,"lb",16,1,240,"6-3","Florida","2/16/1965","Rook",2,"Cleveland Browns / 1st / 21st pick / 1988"
"10",91,"Sam Clancy",30,"LDE",16,12,288,"6-7","Pittsburgh","5/29/1958","5",6,"Seattle Seahawks / 11th / 284th pick / 1982"
"11",18,"Gary Danielson",37,"qb",2,1,195,"6-2","Purdue","9/10/1951","12",1,""
"12",29,"Hanford Dixon*",30,"RCB",15,15,186,"5-11","Southern Miss","12/25/1958","7",11,"Cleveland Browns / 1st / 22nd pick / 1981"
"13",74,"Paul Farren",28,"LT",15,15,272,"6-5","Boston Univ.","12/24/1960","5",8,"Cleveland Browns / 12th / 316th pick / 1983"
"14",69,"Dan Fike",27,"RG",16,16,280,"6-7","Florida","6/16/1961","3",8,"New York Jets / 10th / 274th pick / 1983"
