"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",34,"Walter Abercrombie",25,"rb",14,7,210,"6-0","Baylor","9/26/1959","2",6,"Pittsburgh Steelers / 1st / 12th pick / 1982"
"2",1,"Gary Anderson",25,"K",16,0,193,"5-11","Syracuse","7/16/1959","2",4,"Buffalo Bills / 7th / 171st pick / 1982"
"3",77,"Steve August",30,"t",5,1,255,"6-4","Tulsa","9/4/1954","7",1,"Seattle Seahawks / 1st / 14th pick / 1977"
"4",54,"Craig Bingham",25,"lb",11,1,218,"6-2","Syracuse","9/26/1959","2",2,"Pittsburgh Steelers / 6th / 167th pick / 1982"
"5",71,"Emil Boures",24,"lt",8,6,259,"6-1","Pittsburgh","1/29/1960","2",3,"Pittsburgh Steelers / 7th / 182nd pick / 1982"
"6",23,"Chris Brown",22,"db",16,4,200,"6-0","Notre Dame","4/11/1962","Rook",3,"Pittsburgh Steelers / 6th / 164th pick / 1984"
"7",79,"Larry Brown",35,"RT",7,7,246,"6-4","Kansas","6/16/1949","13",3,"Pittsburgh Steelers / 5th / 106th pick / 1971"
"8",10,"Scott Campbell",22,"",5,0,196,"6-0","Purdue","4/15/1962","Rook",0,"Pittsburgh Steelers / 7th / 191st pick / 1984"
"9",80,"Wayne Capers",23,"",16,0,198,"6-2","Kansas","5/17/1961","1",1,"Pittsburgh Steelers / 2nd / 52nd pick / 1983"
"10",78,"Mark Catano",22,"",16,0,265,"6-3","Valdosta St.","1/26/1962","Rook",1,""
"11",33,"Harvey Clayton",23,"",14,0,179,"5-9","Florida St.","4/4/1961","1",2,""
"12",56,"Robin Cole*",29,"RILB",16,16,220,"6-2","New Mexico","9/11/1955","7",12,"Pittsburgh Steelers / 1st / 21st pick / 1977"
"13",5,"Craig Colquitt",30,"P",16,0,182,"6-1","Tennessee","6/9/1954","6",2,"Pittsburgh Steelers / 3rd / 76th pick / 1978"
"14",40,"Anthony Corley",24,"",14,0,210,"6-0","UNLV","8/10/1960","Rook",1,""
"15",89,"Bennie Cunningham",30,"te",7,4,254,"6-5","Clemson","12/23/1954","8",1,"Pittsburgh Steelers / 1st / 28th pick / 1976"
"16",67,"Gary Dunn",31,"NT",16,16,258,"6-3","Miami (FL)","8/24/1953","8",8,"Pittsburgh Steelers / 6th / 159th pick / 1976"
"17",94,"Terry Echols",22,"",4,0,220,"6-0","Marshall","1/10/1962","Rook",0,""
"18",24,"Rich Erenberg",22,"KR",16,9,200,"5-10","Colgate","4/17/1962","Rook",6,"Pittsburgh Steelers / 9th / 247th pick / 1984"
"19",86,"Gregg Garrity",24,"",6,0,171,"5-10","Penn St.","11/24/1960","1",0,"Pittsburgh Steelers / 5th / 140th pick / 1983"
"20",92,"Keith Gary",25,"RDE",16,11,263,"6-3","Ferrum,Oklahoma","9/14/1959","1",7,"Pittsburgh Steelers / 1st / 17th pick / 1981"
"21",26,"Scoop Gillespie",22,"",14,0,185,"5-10","William Jewell","2/26/1962","Rook",0,"Pittsburgh Steelers / 12th / 332nd pick / 1984"
"22",95,"John Goodman",26,"LDE",14,14,253,"6-6","Oklahoma","11/12/1958","3",7,"Pittsburgh Steelers / 2nd / 56th pick / 1980"
"23",53,"Bryan Hinkle",25,"ROLB",15,15,222,"6-1","Oregon","6/4/1959","2",10,"Pittsburgh Steelers / 6th / 156th pick / 1981"
"24",62,"Tunch Ilkin",27,"LT",16,16,263,"6-3","Indiana St.","9/23/1957","4",8,"Pittsburgh Steelers / 6th / 165th pick / 1980"
"25",29,"Ron Johnson",28,"",15,0,200,"5-10","East. Michigan","6/8/1956","6",1,"Pittsburgh Steelers / 1st / 22nd pick / 1978"
"26",90,"Bob Kohrs",26,"",10,0,240,"6-3","Arizona St.","11/8/1958","3",1,"Pittsburgh Steelers / 2nd / 35th pick / 1980"
"27",84,"Chris Kolodziejski",23,"te",7,3,231,"6-3","Wyoming","2/5/1961","Rook",1,"Pittsburgh Steelers / 2nd / 52nd pick / 1984"
"28",58,"Jack Lambert",32,"lb",8,3,220,"6-4","Kent St.","7/8/1952","10",2,"Pittsburgh Steelers / 2nd / 46th pick / 1974"
"29",83,"Louis Lipps*",22,"PR",14,8,190,"5-10","Southern Miss","8/9/1962","Rook",10,"Pittsburgh Steelers / 1st / 23rd pick / 1984"
"30",50,"David Little",25,"LILB",16,13,232,"6-1","Florida","1/3/1959","3",7,"Pittsburgh Steelers / 7th / 183rd pick / 1981"
"31",74,"Terry Long",25,"rg",12,7,272,"5-11","East Carolina","7/21/1959","Rook",4,"Pittsburgh Steelers / 4th / 111th pick / 1984"
"32",16,"Mark Malone",26,"QB",13,9,223,"6-4","Arizona St.","11/22/1958","4",8,"Pittsburgh Steelers / 1st / 28th pick / 1980"
