"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",NA,"Deon Anderson",27,"",1,0,248,"5-10","Connecticut","1/27/1983","3",0,"Dallas Cowboys / 6th / 195th pick / 2007"
"2",19,"Miles Austin*",26,"WR",16,16,215,"6-3","Monmouth","6/30/1984","4",10,""
"3",20,"Alan Ball",25,"FS",16,16,176,"6-1","Illinois","3/29/1985","3",5,"Dallas Cowboys / 7th / 237th pick / 2007"
"4",24,"Marion Barber",27,"RB",13,10,221,"5-11","Minnesota","6/10/1983","5",3,"Dallas Cowboys / 4th / 109th pick / 2005"
"5",NA,"Alex Barron",28,"rt",11,1,320,"6-7","Florida St.","9/28/1982","5",1,"St. Louis Rams / 1st / 19th pick / 2005"
"6",80,"Martellus Bennett",23,"TE",16,11,248,"6-7","Texas A&M","3/10/1987","2",2,"Dallas Cowboys / 2nd / 61st pick / 2008"
"7",72,"Stephen Bowen",26,"DE",16,9,300,"6-5","Hofstra","3/28/1984","4",4,""
"8",92,"Josh Brent",22,"",16,0,321,"6-2","Illinois","1/30/1988","Rook",1,"Dallas Cowboys / 7th / 2010 Supp"
"9",NA,"Robert Brewster",24,"",1,0,310,"6-4","Ball St.","7/30/1986","1",0,"Dallas Cowboys / 3rd / 75th pick / 2009"
"10",51,"Keith Brooking",35,"LB",16,16,245,"6-2","Georgia Tech","10/30/1975","12",6,"Atlanta Falcons / 1st / 12th pick / 1998"
"11",88,"Dez Bryant",22,"wr",12,2,225,"6-2","Oklahoma St.","11/4/1988","Rook",7,"Dallas Cowboys / 1st / 24th pick / 2010"
"12",18,"David Buehler",23,"",16,0,219,"6-2","USC","2/5/1987","1",2,"Dallas Cowboys / 5th / 172nd pick / 2009"
"13",57,"Victor Butler",23,"",15,0,231,"6-2","Oregon St.","7/29/1987","1",1,"Dallas Cowboys / 4th / 110th pick / 2009"
"14",84,"Scott Chandler",25,"",9,0,270,"6-7","Iowa","7/23/1985","3",0,"San Diego Chargers / 4th / 129th pick / 2007"
"15",23,"Tashard Choice",26,"",16,0,210,"5-9","Oklahoma,Georgia Tech","11/20/1984","2",3,"Dallas Cowboys / 4th / 122nd pick / 2008"
"16",42,"Barry Church",22,"",15,0,222,"6-1","Toledo","2/11/1988","Rook",1,""
"17",63,"Jeremy Clark",27,"",2,0,305,"6-2","Alabama","9/6/1983","2",0,""
"18",75,"Marc Colombo",32,"RT",15,15,320,"6-7","Boston Col.","10/8/1978","8",8,"Chicago Bears / 1st / 29th pick / 2002"
"19",67,"Phil Costa",23,"lg",4,1,307,"6-3","Maryland","7/11/1987","Rook",1,""
"20",54,"Kenwin Cummings",24,"",2,0,270,"6-3","Wingate","7/23/1986","1",0,""
"21",NA,"Leonard Davis",32,"RG",16,16,375,"6-6","Texas","9/5/1978","9",8,"Arizona Cardinals / 1st / 2nd pick / 2001"
"22",NA,"Doug Free",26,"LT",16,16,324,"6-6","Northern Illinois","1/6/1984","3",8,"Dallas Cowboys / 4th / 122nd pick / 2007"
"23",NA,"Clifton Geathers",23,"",1,0,281,"6-8","South Carolina","12/11/1987","Rook",0,"Cleveland Browns / 6th / 186th pick / 2010"
"24",44,"Chris Gronkowski",24,"fb",14,7,239,"6-2","Arizona","12/26/1986","Rook",0,""
"25",65,"Andre Gurode*",32,"C",16,16,314,"6-4","Colorado","3/5/1978","8",10,"Dallas Cowboys / 2nd / 37th pick / 2002"
"26",34,"Michael Hamlin",25,"",2,0,207,"6-2","Clemson","11/21/1985","1",0,"Dallas Cowboys / 5th / 166th pick / 2009"
"27",97,"Jason Hatcher",28,"de",13,1,285,"6-7","Grambling St.","7/13/1982","4",1,"Dallas Cowboys / 3rd / 92nd pick / 2006"
"28",NA,"Montrae Holland",30,"lg",14,2,322,"6-2","Florida St.","5/21/1980","7",2,"New Orleans Saints / 4th / 102nd pick / 2003"
"29",16,"Jesse Holley",26,"",12,0,213,"6-2","North Carolina","1/8/1984","Rook",0,""
"30",17,"Sam Hurd",25,"wr",15,1,187,"6-2","Northern Illinois","4/24/1985","4",1,""
"31",56,"Bradie James",29,"LB",16,16,243,"6-2","LSU","1/17/1981","7",7,"Dallas Cowboys / 4th / 103rd pick / 2003"
"32",21,"Mike Jenkins",25,"RCB",16,16,200,"6-0","South Florida","3/22/1985","2",5,"Dallas Cowboys / 1st / 25th pick / 2008"
"33",15,"Manuel Johnson",24,"",2,0,183,"6-0","Oklahoma","10/14/1986","1",0,"Dallas Cowboys / 7th / 229th pick / 2009"
"34",28,"Felix Jones",23,"rb",16,7,200,"6-0","Arkansas","5/8/1987","2",9,"Dallas Cowboys / 1st / 22nd pick / 2008"
"35",3,"Jon Kitna",38,"QB",10,9,220,"6-2","Central Washington","9/21/1972","13",8,""
