"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",21,"Eric Allen",34,"CB",16,16,184,"5-10","Arizona St.","11/22/1965","11",7,"Philadelphia Eagles / 2nd / 30th pick / 1988"
"2",2,"Leo Araguz",29,"",16,0,190,"5-11","S.F. Austin","1/18/1970","3",1,""
"3",73,"Darryl Ashmore",30,"rt",16,2,310,"6-7","Northwestern","11/1/1969","6",0,"Los Angeles Rams / 7th / 171st pick / 1992"
"4",50,"Eric Barton",22,"lb",16,3,245,"6-2","Maryland","9/29/1977","Rook",0,"Oakland Raiders / 5th / 146th pick / 1999"
"5",54,"Greg Biekert",30,"MLB",16,16,253,"6-2","Colorado","3/14/1969","6",9,"Los Angeles Raiders / 7th / 181st pick / 1993"
"6",27,"Calvin Branch",25,"ss",16,1,195,"5-11","Iowa St.,Colorado St.","5/8/1974","2",0,"Oakland Raiders / 6th / 172nd pick / 1997"
"7",87,"Jeremy Brigham",24,"wr",16,2,255,"6-6","Washington","3/22/1975","1",1,"Oakland Raiders / 5th / 127th pick / 1998"
"8",55,"Bobby Brooks",23,"",1,0,240,"6-2","Fresno St.","3/3/1976","Rook",0,""
"9",81,"Tim Brown*",33,"WR",16,16,195,"6-0","Notre Dame","7/22/1966","11",14,"Los Angeles Raiders / 1st / 6th pick / 1988"
"10",94,"Tony Bryant",23,"",10,0,282,"6-6","Florida St.","9/3/1976","Rook",0,"Oakland Raiders / 2nd / 40th pick / 1999"
"11",91,"Roderick Coleman",23,"",3,0,285,"6-2","East Carolina","8/16/1976","Rook",0,"Oakland Raiders / 5th / 153rd pick / 1999"
"12",79,"Mo Collins",23,"LT",13,12,325,"6-4","Florida","9/22/1976","1",9,"Oakland Raiders / 1st / 23rd pick / 1998"
"13",32,"Zack Crockett",27,"rb",13,1,240,"6-2","Florida St.","12/2/1972","4",1,"Indianapolis Colts / 3rd / 79th pick / 1995"
"14",64,"Gennaro DiNapoli",24,"RG",11,9,287,"6-3","Virginia Tech","5/25/1975","Rook",7,"Oakland Raiders / 4th / 109th pick / 1998"
"15",83,"Rickey Dudley",27,"TE",16,16,255,"6-6","Ohio St.","7/15/1972","3",6,"Oakland Raiders / 1st / 9th pick / 1996"
"16",12,"Rich Gannon*",34,"QB",16,16,210,"6-3","Delaware","12/20/1965","12",16,"New England Patriots / 4th / 98th pick / 1987"
"17",23,"Darrien Gordon",29,"ss",16,2,184,"5-11","Stanford","11/14/1970","6",0,"San Diego Chargers / 1st / 22nd pick / 1993"
"18",93,"James Harris",31,"DE",16,16,266,"6-6","Temple","5/13/1968","6",8,""
"19",44,"Johnnie Harris",27,"",4,0,215,"6-0","Mississippi St.","8/21/1972","Rook",0,""
"20",52,"Richard Harvey",33,"LB",15,15,235,"6-1","Tulane","9/11/1966","9",7,"Buffalo Bills / 11th / 305th pick / 1989"
"21",14,"Bobby Hoying",27,"",2,0,221,"6-3","Ohio St.","9/20/1972","3",0,"Philadelphia Eagles / 3rd / 85th pick / 1996"
"22",5,"Michael Husted",29,"",13,0,190,"6-0","Virginia","6/16/1970","6",1,""
"23",90,"Grady Jackson",26,"",15,0,345,"6-2","Knoxville","1/21/1973","2",0,"Oakland Raiders / 6th / 193rd pick / 1997"
"24",82,"James Jett",29,"WR",16,11,165,"5-10","West Virginia","12/28/1970","6",6,""
"25",51,"Lance Johnstone",26,"DE",16,16,250,"6-4","Temple","6/11/1973","3",10,"Oakland Raiders / 2nd / 57th pick / 1996"
"26",28,"Randy Jordan",29,"",16,0,207,"5-10","North Carolina","6/6/1970","6",1,""
"27",26,"Napoleon Kaufman",26,"rb",16,5,185,"5-9","Washington","6/7/1973","4",7,"Oakland Raiders / 1st / 18th pick / 1995"
"28",72,"Lincoln Kennedy",28,"RT",15,15,335,"6-6","Washington","2/12/1971","6",11,"Atlanta Falcons / 1st / 9th pick / 1993"
"29",67,"Russell Maryland",30,"DT",16,16,300,"6-1","Miami (FL)","3/22/1969","8",9,"Dallas Cowboys / 1st / 1st pick / 1991"
"30",85,"Terry Mickens",28,"wr",16,3,201,"6-0","Florida A&M","2/21/1971","5",3,"Green Bay Packers / 5th / 146th pick / 1994"
"31",22,"Charles Mincy",30,"fs",16,6,195,"6-0","Washington","12/16/1969","8",4,"Kansas City Chiefs / 5th / 133rd pick / 1991"
"32",6,"Joe Nedney",26,"",3,0,225,"6-5","San Jose St.","3/22/1973","3",1,""
"33",30,"Anthony Newman",34,"SS",16,13,203,"6-0","Oregon","11/25/1965","11",6,"Los Angeles Rams / 2nd / 35th pick / 1988"
