"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",73,"Henry Allison",30,"",3,0,255,"6-3","Col. of the Sequoias,San Diego St.","2/11/1947","6",3,"Philadelphia Eagles / 2nd / 50th pick / 1971"
"2",77,"Lyle Alzado*+",28,"RDE",14,14,255,"6-3","Yankton","4/3/1949","6",15,"Denver Broncos / 4th / 79th pick / 1971"
"3",24,"Otis Armstrong",27,"RB",10,10,196,"5-10","Purdue","11/15/1950","4",7,"Denver Broncos / 1st / 9th pick / 1973"
"4",54,"Rich Baska",25,"",4,0,225,"6-3","UCLA","2/19/1952","1",3,""
"5",72,"Bill Bryan",22,"",1,0,251,"6-2","Duke","6/21/1955","Rook",3,"Denver Broncos / 4th / 101st pick / 1977"
"6",68,"Rubin Carter",25,"NT",14,14,256,"6-0","Miami (FL)","12/12/1952","2",12,"Denver Broncos / 5th / 121st pick / 1975"
"7",79,"Barney Chavous",26,"LDE",13,11,252,"6-3","South Carolina St.","3/22/1951","4",6,"Denver Broncos / 2nd / 36th pick / 1973"
"8",10,"Bucky Dilts",24,"P",14,0,185,"5-9","Georgia","12/6/1953","Rook",3,""
"9",82,"Jack Dolbin",29,"WR",14,13,180,"5-10","Wake Forest","10/12/1948","2",7,""
"10",85,"Ron Egloff",22,"",13,0,230,"6-5","Wisconsin","10/3/1955","Rook",0,""
"11",56,"Larry Evans",24,"",14,0,216,"6-2","Mississippi Col.","7/11/1953","1",5,"Denver Broncos / 14th / 390th pick / 1976"
"12",43,"Steve Foley",24,"RCB",13,13,189,"6-2","Tulane","11/11/1953","1",7,"Denver Broncos / 8th / 199th pick / 1975"
"13",62,"Tom Glassic",23,"LG",14,14,254,"6-3","Virginia","4/17/1954","1",7,"Denver Broncos / 1st / 15th pick / 1976"
"14",53,"Randy Gradishar*+",25,"RILB",14,14,233,"6-3","Ohio St.","3/3/1952","3",16,"Denver Broncos / 1st / 14th pick / 1974"
"15",63,"John Grant",27,"",14,0,241,"6-3","USC","6/28/1950","4",5,"Denver Broncos / 7th / 166th pick / 1973"
"16",60,"Paul Howard",27,"RG",14,14,260,"6-3","BYU","9/12/1950","4",7,"Denver Broncos / 3rd / 54th pick / 1973"
"17",65,"Glenn Hyde",26,"",14,0,253,"6-3","Pittsburgh","3/14/1951","1",4,""
"18",29,"Bernard Jackson",27,"FS",14,13,178,"6-0","Washington St.","8/24/1950","5",7,"Cincinnati Bengals / 4th / 81st pick / 1972"
"19",57,"Tom Jackson*+",26,"ROLB",13,13,220,"5-11","Louisville","4/4/1951","4",15,"Denver Broncos / 4th / 88th pick / 1973"
"20",30,"Jim Jensen",24,"",11,0,230,"6-3","Iowa","11/28/1953","1",2,"Dallas Cowboys / 2nd / 40th pick / 1976"
"21",32,"Jon Keyworth",27,"FB",11,9,230,"6-3","Colorado","12/15/1950","3",4,"Washington Redskins / 6th / 144th pick / 1974"
"22",33,"Jim Kiick",31,"",3,0,214,"5-11","Wyoming","8/9/1946","9",0,"Miami Dolphins / 5th / 118th pick / 1968"
"23",41,"Rob Lytle",23,"rb",14,4,198,"6-1","Michigan","11/12/1954","Rook",7,"Denver Broncos / 2nd / 45th pick / 1977"
"24",66,"Brison Manor",25,"de",13,1,247,"6-4","Arkansas","8/10/1952","Rook",2,"New York Jets / 15th / 380th pick / 1975"
"25",50,"Bobby Maples",35,"",14,0,250,"6-3","Baylor","12/28/1942","12",4,"Houston Oilers / 4th / 26th pick / 1965, Cleveland Browns / 3rd / 41st pick / 1965"
"26",74,"Andy Maurer",29,"LT",13,13,265,"6-3","Oregon","9/30/1948","7",6,"Atlanta Falcons / 3rd / 64th pick / 1970"
"27",71,"Claudie Minor",26,"RT",14,14,280,"6-4","San Diego St.","4/21/1951","3",7,"Denver Broncos / 3rd / 68th pick / 1974"
"28",52,"Mike Montler",33,"C",14,14,254,"6-5","Colorado","1/10/1944","8",7,"Boston Patriots / 2nd / 32nd pick / 1969"
