"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",21,"Terry Allen",27,"RB",16,16,204,"5-10","Clemson","2/21/1968","4",10,"Minnesota Vikings / 9th / 241st pick / 1990"
"2",84,"Jamie Asher",23,"te",7,2,245,"6-3","Louisville","10/31/1972","Rook",1,"Washington Redskins / 5th / 137th pick / 1995"
"3",23,"Robert Bailey",27,"",4,0,176,"5-9","Miami (FL)","9/3/1968","4",0,"Los Angeles Rams / 4th / 107th pick / 1991"
"4",72,"Romeo Bandison",24,"",4,0,290,"6-5","Oregon","2/12/1971","Rook",0,"Cleveland Browns / 3rd / 75th pick / 1994"
"5",87,"Coleman Bell",25,"te",11,1,243,"6-2","Miami (FL)","4/22/1970","Rook",1,""
"6",36,"William Bell",24,"",16,0,214,"5-11","Georgia Tech","7/22/1971","1",0,""
"7",93,"Marc Boutte",26,"LDT",16,16,307,"6-4","LSU","7/25/1969","3",7,"Los Angeles Rams / 3rd / 57th pick / 1992"
"8",40,"Reggie Brooks",24,"",1,0,209,"5-8","Notre Dame","1/19/1971","2",0,"Washington Redskins / 2nd / 45th pick / 1993"
"9",67,"Ray Brown",33,"LG",16,16,318,"6-5","Memphis,Arkansas St.","12/12/1962","9",8,"St. Louis Cardinals / 8th / 201st pick / 1986"
"10",50,"Darrick Brownlow",27,"",16,0,237,"5-10","Illinois","12/28/1968","4",1,"Dallas Cowboys / 5th / 132nd pick / 1991"
"11",25,"Tom Carter",23,"LCB",16,16,185,"6-0","Notre Dame","9/5/1972","2",7,"Washington Redskins / 1st / 17th pick / 1993"
"12",90,"Terry Crews",27,"",16,0,245,"6-2","West. Michigan","7/30/1968","4",1,"Los Angeles Rams / 11th / 281st pick / 1991"
"13",85,"Henry Ellard",34,"WR",15,15,180,"5-11","Fresno St.","7/21/1961","12",9,"Los Angeles Rams / 2nd / 32nd pick / 1983"
"14",96,"Mike Flores",29,"",11,0,256,"6-3","Louisville","12/1/1966","4",1,"Philadelphia Eagles / 11th / 298th pick / 1991"
"15",56,"Dion Foxx",24,"",2,0,250,"6-3","James Madison","6/11/1971","1",0,""
"16",12,"Gus Frerotte",24,"QB",16,11,237,"6-3","Tulsa","7/31/1971","1",8,"Washington Redskins / 7th / 197th pick / 1994"
"17",95,"William Gaines",24,"RDT",15,11,310,"6-5","Florida","6/20/1971","1",5,"Miami Dolphins / 5th / 147th pick / 1994"
"18",89,"Scott Galbraith",28,"TE",16,16,258,"6-2","USC","1/7/1967","5",1,"Cleveland Browns / 7th / 178th pick / 1990"
"19",63,"John Gesek",32,"C",16,16,282,"6-5","Sacramento St.","2/18/1963","8",8,"Los Angeles Raiders / 10th / 265th pick / 1987"
"20",28,"Darrell Green",35,"RCB",16,16,184,"5-9","Texas A&M-Kingsville","2/15/1960","12",7,"Washington Redskins / 1st / 28th pick / 1983"
"21",57,"Ken Harvey*",30,"LLB",16,16,237,"6-2","California","5/6/1965","7",12,"Phoenix Cardinals / 1st / 12th pick / 1988"
"22",88,"James Jenkins",28,"te",16,5,243,"6-2","Rutgers","8/17/1967","4",0,""
"23",78,"Tim Johnson",30,"rdt",14,5,275,"6-3","Penn St.","1/29/1965","8",3,"Pittsburgh Steelers / 6th / 141st pick / 1987"
"24",77,"Tre' Johnson",24,"RG",10,9,328,"6-2","Temple","8/30/1971","1",4,"Washington Redskins / 2nd / 31st pick / 1994"
"25",79,"Jim Lachey",32,"t",3,3,294,"6-6","Ohio St.","6/4/1963","10",2,"San Diego Chargers / 1st / 12th pick / 1985"
"26",71,"Ron Lewis",23,"",4,0,299,"6-3","Washington St.","11/17/1972","Rook",0,""
"27",20,"Marc Logan",30,"FB",16,8,217,"6-0","Kentucky","5/9/1965","8",3,"Cincinnati Bengals / 5th / 130th pick / 1987"
"28",64,"Trevor Matich",34,"",16,0,277,"6-4","BYU","10/9/1961","10",1,"New England Patriots / 1st / 28th pick / 1985"
"29",30,"Brian Mitchell*+",27,"KR",16,1,225,"5-11","La-Lafayette","8/18/1968","5",6,"Washington Redskins / 5th / 130th pick / 1990"
"30",38,"Darryl Morrison",24,"",16,0,196,"5-11","Arizona","5/19/1971","2",1,"Washington Redskins / 6th / 155th pick / 1993"
"31",2,"Eddie Murray",39,"K",16,0,177,"5-10","Tulane","8/29/1956","15",3,"Detroit Lions / 7th / 166th pick / 1980"
"32",92,"Dexter Nottage",25,"",16,0,287,"6-4","Florida A&M","11/14/1970","1",2,"Washington Redskins / 6th / 163rd pick / 1994"
"33",26,"Muhammad Oliver",26,"",1,0,185,"5-11","Oregon","3/12/1969","3",0,"Denver Broncos / 9th / 249th pick / 1992"
"34",96,"Rich Owens",23,"de",10,3,285,"6-6","Lehigh","5/22/1972","Rook",2,"Washington Redskins / 5th / 152nd pick / 1995"
