"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",71,"Willie Anderson",27,"T",16,16,340,"6-5","Auburn","7/11/1975","6",6,"Cincinnati Bengals / 1st / 10th pick / 1996"
"2",33,"JoJuan Armour",26,"SS",16,8,220,"5-11","Miami (OH)","7/10/1976","3",3,"Oakland Raiders / 7th / 224th pick / 1999"
"3",36,"Brandon Bennett",29,"",12,0,220,"5-11","South Carolina","2/3/1973","4",3,""
"4",96,"Vaughn Booker",34,"de",6,5,290,"6-5","Cincinnati","2/24/1968","8",2,""
"5",74,"Rich Braham",32,"C",15,15,305,"6-4","West Virginia","11/6/1970","8",6,"Arizona Cardinals / 3rd / 76th pick / 1994"
"6",88,"Sean Brewer",25,"te",3,2,255,"6-4","San Jose St.","10/5/1977","Rook",0,"Cincinnati Bengals / 3rd / 66th pick / 2001"
"7",21,"Jeff Burris",30,"LCB",16,13,190,"6-0","Notre Dame","6/7/1972","8",5,"Buffalo Bills / 1st / 27th pick / 1994"
"8",98,"Canute Curtis",28,"LB",16,11,250,"6-2","West Virginia","8/4/1974","5",4,"Cincinnati Bengals / 6th / 176th pick / 1997"
"9",28,"Corey Dillon",28,"RB",16,16,225,"6-1","Washington","10/24/1974","5",10,"Cincinnati Bengals / 2nd / 43rd pick / 1997"
"10",10,"Travis Dorsch",23,"",1,0,227,"6-6","Purdue","9/4/1979","Rook",0,"Cincinnati Bengals / 4th / 109th pick / 2002"
"11",81,"Ron Dugans",25,"wr",16,5,205,"6-2","Florida St.","4/27/1977","2",3,"Cincinnati Bengals / 3rd / 66th pick / 2000"
"12",87,"Chris Edmonds",24,"",8,0,250,"6-3","West Virginia","1/1/1978","Rook",0,""
"13",83,"Danny Farmer",25,"wr",8,1,217,"6-3","UCLA","5/21/1977","2",1,"Pittsburgh Steelers / 4th / 103rd pick / 2000"
"14",12,"Gus Frerotte",31,"qb",4,3,237,"6-3","Tulsa","7/31/1971","8",1,"Washington Redskins / 7th / 197th pick / 1994"
"15",99,"Oliver Gibson",30,"LDT",9,9,304,"6-2","Notre Dame","3/15/1972","7",3,"Pittsburgh Steelers / 4th / 120th pick / 1995"
"16",42,"LaVar Glover",24,"",2,0,177,"5-9","Cincinnati","12/17/1978","Rook",0,"Pittsburgh Steelers / 7th / 212th pick / 2002"
"17",63,"Mike Goff",26,"RG",13,13,306,"6-5","Iowa","1/6/1976","4",5,"Cincinnati Bengals / 3rd / 78th pick / 1998"
"18",62,"Brock Gutierrez",29,"c",16,1,304,"6-3","Central Michigan","9/25/1973","5",1,""
"19",26,"Cory Hall",26,"FS",14,14,213,"6-0","Fresno St.","12/5/1976","3",5,"Cincinnati Bengals / 3rd / 65th pick / 1999"
"20",8,"Nick Harris",24,"",15,0,218,"6-2","California","7/23/1978","1",1,"Denver Broncos / 4th / 120th pick / 2001"
"21",27,"Artrell Hawkins",26,"RCB",15,15,190,"5-10","Cincinnati","11/24/1976","4",6,"Cincinnati Bengals / 2nd / 43rd pick / 1998"
"22",84,"T.J. Houshmandzadeh",25,"wr",16,5,197,"6-1","Oregon St.","9/26/1977","1",4,"Cincinnati Bengals / 7th / 204th pick / 2001"
"23",25,"Ligarius Jennings",25,"",9,0,202,"5-8","Tennessee St.","11/3/1977","1",0,""
"24",85,"Chad Johnson",24,"WR",16,14,192,"6-1","Langston,Oregon St.","1/9/1978","1",9,"Cincinnati Bengals / 2nd / 36th pick / 2001"
"25",50,"Riall Johnson",24,"",12,0,243,"6-3","Stanford","4/20/1978","1",1,"Cincinnati Bengals / 6th / 168th pick / 2001"
"26",32,"Rudi Johnson",23,"",7,0,220,"5-10","Auburn","10/1/1979","1",1,"Cincinnati Bengals / 4th / 100th pick / 2001"
"27",76,"Levi Jones",23,"T",16,14,310,"6-5","Arizona St.","8/24/1979","Rook",7,"Cincinnati Bengals / 1st / 10th pick / 2002"
"28",34,"Kevin Kaesviharn",26,"lcb",16,5,194,"6-1","Augustana (SD)","8/29/1976","1",3,""
"29",3,"Jon Kitna",30,"QB",14,12,220,"6-2","Central Washington","9/21/1972","5",9,""
"30",77,"Victor Leyva",25,"",10,0,315,"6-4","Arizona St.","12/18/1977","Rook",1,"Cincinnati Bengals / 5th / 135th pick / 2001"
"31",30,"Nick Luchey",25,"te",16,3,270,"6-2","Miami (FL)","3/30/1977","3",1,"Cincinnati Bengals / 5th / 135th pick / 1999"
"32",44,"Marquand Manuel",23,"ss",15,8,209,"6-0","Florida","7/11/1979","Rook",3,"Cincinnati Bengals / 6th / 181st pick / 2002"
"33",37,"Reggie Myles",23,"",9,0,185,"5-11","Alabama","10/10/1979","Rook",0,""
"34",41,"Lorenzo Neal*",32,"FB",16,8,255,"5-11","Fresno St.","12/27/1970","9",1,"New Orleans Saints / 4th / 89th pick / 1993"
"35",72,"Matt O'Dwyer",30,"LG",16,16,305,"6-5","Northwestern","9/1/1972","7",6,"New York Jets / 2nd / 33rd pick / 1995"
"36",92,"Eric Ogbogu",27,"",12,0,270,"6-4","Maryland","7/18/1975","4",1,"New York Jets / 6th / 163rd pick / 1998"
"37",31,"Jason Perry",26,"",2,0,200,"6-0","North Carolina St.","8/1/1976","3",0,"San Diego Chargers / 4th / 104th pick / 1999"
"38",5,"Neil Rackers",26,"",16,0,205,"6-0","Illinois","8/16/1976","2",3,"Cincinnati Bengals / 6th / 169th pick / 2000"
"39",79,"Scott Rehberg",29,"rg",16,3,325,"6-8","Central Michigan","11/17/1973","5",2,"New England Patriots / 7th / 230th pick / 1997"
"40",20,"Mark Roman",25,"fs",13,1,200,"5-11","LSU","3/26/1977","2",1,"Cincinnati Bengals / 2nd / 34th pick / 2000"
"41",57,"Adrian Ross",27,"lb",16,6,245,"6-2","Colorado St.","2/19/1975","4",3,""
"42",89,"Matt Schobel",24,"TE",16,10,257,"6-5","Texas A&M,TCU","11/4/1978","Rook",2,"Cincinnati Bengals / 3rd / 67th pick / 2002"
"43",56,"Brian Simmons",27,"MLB",16,15,244,"6-3","North Carolina","6/21/1975","4",6,"Cincinnati Bengals / 1st / 17th pick / 1998"
"44",11,"Akili Smith",27,"qb",1,1,220,"6-3","Oregon","8/21/1975","3",0,"Cincinnati Bengals / 1st / 3rd pick / 1999"
"45",90,"Justin Smith",23,"DE",16,16,270,"6-4","Missouri","9/30/1979","1",6,"Cincinnati Bengals / 1st / 4th pick / 2001"
"46",68,"Ron Smith",24,"",5,0,308,"6-3","Baylor,Lane","8/18/1978","Rook",0,""
"47",59,"Armegis Spearman",24,"",7,0,251,"6-2","Mississippi","4/5/1978","2",0,""
"48",51,"Takeo Spikes",26,"LB",16,16,242,"6-2","Auburn","12/17/1976","4",7,"Cincinnati Bengals / 1st / 13th pick / 1998"
"49",48,"Brad St. Louis",26,"",16,0,247,"6-3","SW Missouri St.","8/19/1976","2",1,"Cincinnati Bengals / 7th / 210th pick / 2000"
"50",70,"Glen Steele",28,"ldt",16,7,300,"6-4","Michigan","10/4/1974","4",3,"Cincinnati Bengals / 4th / 105th pick / 1998"
"51",86,"Tony Stewart",23,"",3,0,260,"6-5","Penn St.","8/9/1979","1",0,"Philadelphia Eagles / 5th / 147th pick / 2001"
"52",24,"Lamont Thompson",24,"",13,0,220,"6-1","Washington St.","7/30/1978","Rook",1,"Cincinnati Bengals / 2nd / 41st pick / 2002"
"53",80,"Peter Warrick",25,"WR",15,10,192,"5-11","Florida St.","6/19/1977","2",5,"Cincinnati Bengals / 1st / 4th pick / 2000"
"54",73,"Richmond Webb",35,"t",4,4,325,"6-6","Texas A&M","1/11/1967","12",2,"Miami Dolphins / 1st / 9th pick / 1990"
"55",82,"Michael Westbrook",30,"wr",9,4,220,"6-3","Colorado","7/7/1972","7",1,"Washington Redskins / 1st / 4th pick / 1995"
"56",97,"Bernard Whittington",31,"DE",16,11,290,"6-5","Indiana","8/20/1971","8",5,""
"57",94,"Tony Williams",27,"RDT",16,16,296,"6-2","Memphis","7/9/1975","5",6,"Minnesota Vikings / 5th / 151st pick / 1997"
"58",55,"Reinard Wilson",29,"",16,0,270,"6-2","Florida St.","12/17/1973","5",1,"Cincinnati Bengals / 1st / 14th pick / 1997"
"59",NA,"Team Total",26.6,"",16,NA,246.8,"6-2.1","","","3.3",NA,""
