"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",27,"Michael Adams",23,"db",5,1,178,"5-8","La-Lafayette","6/17/1985","1",1,""
"2",28,"J.J. Arrington",25,"rb",11,3,214,"5-9","California","1/23/1983","3",5,"Arizona Cardinals / 2nd / 44th pick / 2005"
"3",52,"Monty Beisel",30,"",16,0,254,"6-3","Kansas St.","8/20/1978","7",1,"Kansas City Chiefs / 4th / 107th pick / 2001"
"4",92,"Bertrand Berry",33,"de",14,4,275,"6-3","Notre Dame","8/15/1975","11",3,"Indianapolis Colts / 3rd / 86th pick / 1997"
"5",81,"Anquan Boldin*",28,"WR",12,11,218,"6-1","Florida St.","10/3/1980","5",11,"Arizona Cardinals / 2nd / 54th pick / 2003"
"6",78,"Alan Branch",24,"",4,0,324,"6-6","Michigan","12/29/1984","1",0,"Arizona Cardinals / 2nd / 33rd pick / 2007"
"7",15,"Steve Breaston",25,"WR",16,9,175,"6-1","Michigan","8/20/1983","1",10,"Arizona Cardinals / 5th / 142nd pick / 2007"
"8",61,"Elton Brown",26,"",16,0,329,"6-5","Virginia","5/22/1982","3",1,"Arizona Cardinals / 4th / 111th pick / 2005"
"9",75,"Levi Brown",24,"RT",16,16,323,"6-6","Penn St.","3/16/1984","1",9,"Arizona Cardinals / 1st / 5th pick / 2007"
"10",20,"Ralph Brown",30,"db",16,3,185,"5-10","Nebraska","9/16/1978","8",2,"New York Giants / 5th / 140th pick / 2000"
"11",93,"Calais Campbell",22,"",16,0,282,"6-8","Miami (FL)","9/1/1986","Rook",1,"Arizona Cardinals / 2nd / 50th pick / 2008"
"12",46,"Tim Castille",24,"",14,0,242,"5-11","Alabama","5/29/1984","Rook",0,""
"13",35,"Oliver Celestin",27,"",2,0,207,"6-0","Texas Southern","2/25/1981","4",0,""
"14",58,"Karlos Dansby",27,"LB",16,16,243,"6-4","Auburn","11/3/1981","4",7,"Arizona Cardinals / 2nd / 33rd pick / 2004"
"15",90,"Darnell Dockett",27,"DT",16,16,293,"6-4","Florida St.","5/27/1981","4",7,"Arizona Cardinals / 3rd / 64th pick / 2004"
"16",80,"Early Doucet",23,"",7,0,211,"6-0","LSU","10/28/1985","Rook",1,"Arizona Cardinals / 3rd / 81st pick / 2008"
"17",11,"Larry Fitzgerald*+",25,"WR",16,16,225,"6-3","Pittsburgh","8/31/1983","4",14,"Arizona Cardinals / 1st / 3rd pick / 2004"
"18",47,"Aaron Francisco",25,"fs",16,4,212,"6-2","BYU","7/5/1983","3",2,""
"19",69,"Mike Gandy",29,"LT",16,16,310,"6-4","Notre Dame","1/3/1979","6",9,"Chicago Bears / 3rd / 68th pick / 2001"
"20",5,"Ben Graham",35,"",4,0,230,"6-5","Deakin (Australia)","11/2/1973","3",1,""
"21",25,"Eric Green",26,"RCB",13,9,197,"5-11","Virginia Tech","3/16/1982","3",3,"Arizona Cardinals / 3rd / 75th pick / 2005"
"22",53,"Clark Haggans",31,"",11,0,243,"6-4","Colorado St.","1/10/1977","8",1,"Pittsburgh Steelers / 5th / 137th pick / 2000"
