"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Harbaugh",35,"11",12,"164 for 293, 1,839 yards, 12 td, 11 int, & 40 rushes for 172 yards and 0 td","Chicago Bears / 1st / 26th pick / 1987"
"3","RB","Priest Holmes",25,"1",13,"233 rushes for 1,008 yards, 7 td, & 43 catches for 260 yards and 0 td",""
"4","FB","Roosevelt Potts",27,"5",15,"36 rushes for 115 yards, 0 td, & 30 catches for 168 yards and 2 td","Indianapolis Colts / 2nd / 49th pick / 1993"
"5","WR","Michael Jackson",29,"7",12,"38 catches for 477 yards, 0 td","Cleveland Browns / 6th / 141st pick / 1991"
"6","WR","Jermaine Lewis*+",24,"2",13,"41 catches for 784 yards, 6 td, & 5 rushes for 20 yards and 0 td","Baltimore Ravens / 5th / 153rd pick / 1996"
"7","TE","Eric Green",31,"8",12,"34 catches for 422 yards, 1 td","Pittsburgh Steelers / 1st / 21st pick / 1990"
"8","LT","Jonathan Ogden*",24,"2",13,"","Baltimore Ravens / 1st / 4th pick / 1996"
"9","LG","Wally Williams",27,"5",13,"1 fumble recovered",""
"10","C","Jeff Mitchell",24,"Rook",10,"","Baltimore Ravens / 5th / 134th pick / 1997"
"11","RG","Jeff Blackshear",29,"5",16,"","Seattle Seahawks / 8th / 197th pick / 1993"
"12","RT","Orlando Brown",28,"4",13,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Rob Burnett",31,"8",16,"2.5 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 5th / 129th pick / 1990"
"15","LDT","James Jones",29,"7",16,"5.5 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 3rd / 57th pick / 1991"
"16","RDT","Tony Siragusa",31,"8",15,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"17","RDE","Michael McCrary*",28,"5",16,"14.5 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 7th / 170th pick / 1993"
"18","LLB","Peter Boulware*",24,"1",16,"8.5 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1997"
"19","MLB","Ray Lewis*",23,"2",14,"3.0 sacks, 2 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996"
"20","RLB","Jamie Sharper",24,"1",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 2nd / 34th pick / 1997"
"21","LCB","Rod Woodson",33,"11",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 1st / 10th pick / 1987"
"22","RCB","Duane Starks",24,"Rook",8,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1998"
"23","SS","Stevon Moore",31,"8",16,"","New York Jets / 7th / 181st pick / 1989"
"24","FS","Kim Herring",23,"1",7,"","Baltimore Ravens / 2nd / 58th pick / 1997"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Stover",30,"7",0,"21 of 28 field goals & 24 of 24 extra points","New York Giants / 12th / 329th pick / 1990"
"27","P","Kyle Richardson",25,"1",0,"90 punts for a 43.9 average, 2 blocked",""
"28","PR","Jermaine Lewis*+",24,"2",13,"32 punt returns for a 12.7 average and 2 td","Baltimore Ravens / 5th / 153rd pick / 1996"
"29","KR","Corey Harris",29,"6",6,"35 kick returns for a 27.6 average and 1 td","Houston Oilers / 3rd / 77th pick / 1992"
