"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Blake",30,"8",11,"184 for 302, 2,025 yards, 13 td, 9 int, & 57 rushes for 243 yards and 1 td","New York Jets / 6th / 166th pick / 1992"
"3","RB","Ricky Williams",23,"1",10,"248 rushes for 1,000 yards, 8 td, & 44 catches for 409 yards and 1 td","New Orleans Saints / 1st / 5th pick / 1999"
"4","WR","Joe Horn*",28,"4",16,"94 catches for 1,340 yards, 8 td, & 6 rushes for 10 yards and 0 td","Kansas City Chiefs / 5th / 135th pick / 1996"
"5","TE","Andrew Glover",33,"9",14,"21 catches for 281 yards, 4 td","Los Angeles Raiders / 10th / 274th pick / 1991"
"6","LT","Willie Roaf*",30,"7",16,"","New Orleans Saints / 1st / 8th pick / 1993"
"7","LG","Wally Williams",29,"7",16,"1 fumble recovered",""
"8","C","Jerry Fontenot",34,"11",16,"1 fumble recovered","Chicago Bears / 3rd / 65th pick / 1989"
"9","RG","Chris Naeole",26,"3",16,"","New Orleans Saints / 1st / 10th pick / 1997"
"10","RT","Kyle Turley+",25,"2",16,"4 fumbles recovered","New Orleans Saints / 1st / 7th pick / 1998"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Darren Howard",24,"Rook",16,"","New Orleans Saints / 2nd / 33rd pick / 2000"
"13","DE","Joe Johnson*",28,"6",15,"","New Orleans Saints / 1st / 13th pick / 1994"
"14","LDT","Norman Hand",28,"4",15,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 5th / 158th pick / 1995"
"15","RDT","La'Roi Glover*+",26,"4",16,"17.0 sacks, 0 interceptions, 1 fumble recovered","Oakland Raiders / 5th / 166th pick / 1996"
"16","LB","Mark Fields*",28,"5",14,"","New Orleans Saints / 1st / 13th pick / 1995"
"17","LB","Keith Mitchell*",26,"3",14,"",""
"18","LCB","Kevin Mathis",26,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"19","RCB","Fred Weary",26,"2",12,"2.0 sacks, 2 interceptions, 0 fumbles recovered","New Orleans Saints / 4th / 97th pick / 1998"
"20","SS","Sammy Knight",25,"3",16,"2.0 sacks, 5 interceptions, 0 fumbles recovered",""
"21","FS","Darren Perry",32,"8",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 8th / 203rd pick / 1992"
