"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Doug Flutie",26,"2",9,"92 for 179, 1,150 yards, 8 td, 10 int, & 38 rushes for 179 yards and 1 td","Los Angeles Rams / 11th / 285th pick / 1985"
"3","RB","John Stephens*",22,"Rook",14,"297 rushes for 1,168 yards, 4 td, & 14 catches for 98 yards and 0 td","New England Patriots / 1st / 17th pick / 1988"
"4","FB","Bob Perryman",24,"1",16,"146 rushes for 448 yards, 6 td, & 17 catches for 134 yards and 0 td","New England Patriots / 3rd / 79th pick / 1987"
"5","WR","Irving Fryar",26,"4",14,"33 catches for 490 yards, 5 td, & 6 rushes for 12 yards and 0 td","New England Patriots / 1st / 1st pick / 1984"
"6","WR","Stanley Morgan",33,"11",14,"31 catches for 502 yards, 4 td, & 1 rush for -6 yards and 0 td","New England Patriots / 1st / 25th pick / 1977"
"7","TE","Russ Francis",35,"13",8,"11 catches for 161 yards, 0 td","New England Patriots / 1st / 16th pick / 1975"
"8","LT","Danny Villa",24,"1",14,"","New England Patriots / 5th / 113th pick / 1987"
"9","LG","Sean Farrell",28,"6",15,"","Tampa Bay Buccaneers / 1st / 17th pick / 1982"
"10","C","Mike Baab",29,"6",12,"","Cleveland Browns / 5th / 115th pick / 1982"
"11","RG","Ron Wooten",29,"6",14,"","New England Patriots / 6th / 157th pick / 1981"
"12","RT","Bruce Armstrong",23,"1",16,"","New England Patriots / 1st / 23rd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Brent Williams",24,"2",16,"8.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 7th / 192nd pick / 1986"
"15","NT","Tim Goad",22,"Rook",14,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 4th / 87th pick / 1988"
"16","RDE","Garin Veris",25,"3",9,"2.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 48th pick / 1985"
"17","LOLB","Andre Tippett*",29,"6",11,"7.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 41st pick / 1982"
"18","LILB","Ed Reynolds",27,"5",14,"",""
"19","RILB","Johnny Rembert*",27,"5",15,"3.0 sacks, 2 interceptions, 3 fumbles recovered","New England Patriots / 4th / 101st pick / 1983"
"20","ROLB","Larry McGrew",31,"8",15,"2.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 2nd / 45th pick / 1980"
"21","LCB","Ronnie Lippett",28,"5",15,"0.0 sacks, 1 interception, 1 fumble recovered","New England Patriots / 8th / 214th pick / 1983"
"22","RCB","Raymond Clayborn",33,"11",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 1st / 16th pick / 1977"
"23","SS","Roland James",30,"8",15,"0.0 sacks, 4 interceptions, 1 fumble recovered","New England Patriots / 1st / 14th pick / 1980"
"24","FS","Fred Marion",29,"6",16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","New England Patriots / 5th / 112th pick / 1982"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Teddy Garcia",24,"Rook",0,"6 of 13 field goals & 11 of 16 extra points","New England Patriots / 4th / 100th pick / 1988"
"27","P","Jeff Feagles",22,"Rook",0,"91 punts for a 38.3 average, 0 blocked",""
"28","PR","Irving Fryar",26,"4",14,"38 punt returns for a 10.5 average and 0 td","New England Patriots / 1st / 1st pick / 1984"
"29","KR","Sammy Martin",23,"Rook",0,"31 kick returns for a 23.7 average and 1 td","New England Patriots / 4th / 97th pick / 1988"
