"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Don Majkowski",24,"1",9,"178 for 336, 2,119 yards, 9 td, 11 int, & 47 rushes for 225 yards and 1 td","Green Bay Packers / 10th / 255th pick / 1987"
"3","RB","Keith Woodside",24,"Rook",9,"83 rushes for 195 yards, 3 td, & 39 catches for 352 yards and 2 td","Green Bay Packers / 3rd / 61st pick / 1988"
"4","FB","Brent Fullwood",25,"1",10,"101 rushes for 483 yards, 7 td, & 20 catches for 128 yards and 1 td","Green Bay Packers / 1st / 4th pick / 1987"
"5","WR","Sterling Sharpe",23,"Rook",16,"55 catches for 791 yards, 1 td, & 4 rushes for -2 yards and 0 td","Green Bay Packers / 1st / 7th pick / 1988"
"6","WR","Walter Stanley",26,"3",7,"28 catches for 436 yards, 0 td, & 1 rush for 1 yards and 0 td","Green Bay Packers / 4th / 98th pick / 1985"
"7","TE","Ed West",27,"4",16,"30 catches for 276 yards, 3 td",""
"8","LT","Ken Ruettgers",26,"3",15,"1 fumble recovered","Green Bay Packers / 1st / 7th pick / 1985"
"9","LG","Rich Moran",26,"3",16,"","Green Bay Packers / 3rd / 71st pick / 1985"
"10","C","Mark Cannon",26,"4",16,"","Green Bay Packers / 11th / 294th pick / 1984"
"11","RG","Ron Hallstrom",29,"6",16,"","Green Bay Packers / 1st / 22nd pick / 1982"
"12","RT","Keith Uecker",28,"6",16,"2 fumbles recovered","Denver Broncos / 9th / 243rd pick / 1982"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Alphonso Carreker",26,"4",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 1st / 12th pick / 1984"
"15","NT","Blaise Winter",26,"4",8,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Indianapolis Colts / 2nd / 35th pick / 1984"
"16","RDE","Robert Brown",28,"6",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 4th / 98th pick / 1982"
"17","LOLB","John Anderson",32,"10",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 1st / 26th pick / 1978"
"18","LILB","Brian Noble",26,"3",10,"0.5 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 5th / 125th pick / 1985"
"19","RILB","Johnny Holland",23,"1",13,"0.0 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 2nd / 41st pick / 1987"
"20","ROLB","Tim Harris",24,"2",16,"13.5 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 4th / 84th pick / 1986"
"21","LCB","Mark Lee",30,"8",15,"0.0 sacks, 3 interceptions, 1 fumble recovered","Green Bay Packers / 2nd / 34th pick / 1980"
"22","RCB","Dave Brown",35,"13",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 1st / 26th pick / 1975"
"23","SS","Mark Murphy",30,"8",13,"0.0 sacks, 5 interceptions, 4 fumbles recovered",""
"24","FS","Ken Stills",25,"3",13,"1.0 sacks, 3 interceptions, 3 fumbles recovered","Green Bay Packers / 8th / 209th pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Max Zendejas",25,"2",0,"9 of 16 field goals & 17 of 19 extra points","Dallas Cowboys / 4th / 100th pick / 1986"
"27","P","Don Bracken",26,"3",0,"85 punts for a 38.7 average, 1 blocked",""
"28","PR","Walter Stanley",26,"3",7,"12 punt returns for a 4.3 average and 0 td","Green Bay Packers / 4th / 98th pick / 1985"
"29","KR","Brent Fullwood",25,"1",10,"21 kick returns for a 20.0 average and 0 td","Green Bay Packers / 1st / 4th pick / 1987"
