"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Warren Moon*",39,"11",16,"377 for 606, 4,228 yards, 33 td, 14 int, & 33 rushes for 82 yards and 0 td",""
"3","RB","Robert Smith",23,"2",7,"139 rushes for 632 yards, 5 td, & 7 catches for 35 yards and 0 td","Minnesota Vikings / 1st / 21st pick / 1993"
"4","FB","Charles Evans",28,"2",8,"19 rushes for 59 yards, 1 td, & 18 catches for 119 yards and 1 td","Minnesota Vikings / 11th / 295th pick / 1992"
"5","WR","Cris Carter*",30,"8",16,"122 catches for 1,371 yards, 17 td, & 1 rush for 0 yards and 0 td","Philadelphia Eagles / 4th / 3rd pick / 1987 Supp"
"6","WR","Jake Reed",28,"4",16,"72 catches for 1,167 yards, 9 td","Minnesota Vikings / 3rd / 68th pick / 1991"
"7","TE","Adrian Cooper",27,"4",13,"18 catches for 207 yards, 0 td","Pittsburgh Steelers / 4th / 103rd pick / 1991"
"8","LT","Todd Steussie",25,"1",16,"","Minnesota Vikings / 1st / 19th pick / 1994"
"9","LG","Randall McDaniel*+",31,"7",16,"","Minnesota Vikings / 1st / 19th pick / 1988"
"10","C","Jeff Christy",26,"2",16,"","Phoenix Cardinals / 4th / 91st pick / 1992"
"11","RG","John Gerak",25,"2",6,"","Minnesota Vikings / 3rd / 57th pick / 1993"
"12","RT","Korey Stringer",21,"Rook",15,"2 fumbles recovered","Minnesota Vikings / 1st / 24th pick / 1995"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Roy Barker",26,"3",16,"3.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 4th / 98th pick / 1992"
"15","NT","Esera Tuaolo",27,"4",16,"3.0 sacks, 0 interceptions, 2 fumbles recovered","Green Bay Packers / 2nd / 35th pick / 1991"
"16","RDT","John Randle*+",28,"5",16,"10.5 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RDE","Derrick Alexander",22,"Rook",12,"2.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 1st / 11th pick / 1995"
"18","LLB","Broderick Thomas",28,"6",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 1st / 6th pick / 1989"
"19","MLB","Jack Del Rio",32,"10",9,"3.0 sacks, 1 interception, 1 fumble recovered","New Orleans Saints / 3rd / 68th pick / 1985"
"20","RLB","Ed McDaniel",26,"3",16,"4.5 sacks, 1 interception, 1 fumble recovered","Minnesota Vikings / 5th / 125th pick / 1992"
"21","LCB","Corey Fuller",24,"Rook",10,"0.5 sacks, 1 interception, 1 fumble recovered","Minnesota Vikings / 2nd / 55th pick / 1995"
"22","RCB","Dewayne Washington",23,"1",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 1st / 18th pick / 1994"
"23","SS","Harlon Barnett",28,"5",11,"","Cleveland Browns / 4th / 101st pick / 1990"
"24","FS","Orlando Thomas",23,"Rook",11,"0.0 sacks, 9 interceptions, 4 fumbles recovered","Minnesota Vikings / 2nd / 42nd pick / 1995"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Fuad Reveiz",32,"10",0,"26 of 36 field goals & 44 of 44 extra points","Miami Dolphins / 7th / 195th pick / 1985"
"27","P","Mike Saxon",33,"10",0,"72 punts for a 40.9 average, 0 blocked","Detroit Lions / 11th / 300th pick / 1984"
"28","PR","David Palmer",23,"1",0,"26 punt returns for a 13.2 average and 1 td","Minnesota Vikings / 2nd / 40th pick / 1994"
"29","KR","Qadry Ismail",25,"2",1,"42 kick returns for a 24.7 average and 0 td","Minnesota Vikings / 2nd / 52nd pick / 1993"
