"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Hostetler",35,"11",13,"242 for 402, 2,548 yards, 23 td, 14 int, & 37 rushes for 179 yards and 1 td","New York Giants / 3rd / 59th pick / 1984"
"3","RB","Napoleon Kaufman",23,"1",9,"150 rushes for 874 yards, 1 td, & 22 catches for 143 yards and 1 td","Oakland Raiders / 1st / 18th pick / 1995"
"4","FB","Derrick Fenner",29,"7",11,"67 rushes for 245 yards, 4 td, & 31 catches for 252 yards and 4 td","Seattle Seahawks / 10th / 268th pick / 1989"
"5","WR","Tim Brown*",30,"8",16,"90 catches for 1,104 yards, 9 td, & 6 rushes for 35 yards and 0 td","Los Angeles Raiders / 1st / 6th pick / 1988"
"6","WR","James Jett",26,"3",16,"43 catches for 601 yards, 4 td",""
"7","TE","Rickey Dudley",24,"Rook",15,"34 catches for 386 yards, 4 td","Oakland Raiders / 1st / 9th pick / 1996"
"8","LT","Pat Harlow",27,"5",9,"","New England Patriots / 1st / 11th pick / 1991"
"9","LG","Steve Wisniewski",29,"7",16,"","Dallas Cowboys / 2nd / 29th pick / 1989"
"10","C","Barret Robbins",23,"1",14,"1 fumble recovered","Oakland Raiders / 2nd / 49th pick / 1995"
"11","RG","Kevin Gogan",32,"9",16,"1 fumble recovered","Dallas Cowboys / 8th / 206th pick / 1987"
"12","RT","Lincoln Kennedy",25,"3",16,"1 fumble recovered","Atlanta Falcons / 1st / 9th pick / 1993"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Lance Johnstone",23,"Rook",10,"1.0 sacks, 0 interceptions, 1 fumble recovered","Oakland Raiders / 2nd / 57th pick / 1996"
"15","LDT","Russell Maryland",27,"5",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 1st pick / 1991"
"16","RDT","Chester McGlockton*",27,"4",16,"8.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Raiders / 1st / 16th pick / 1992"
"17","RDE","Pat Swilling",32,"10",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","New Orleans Saints / 3rd / 60th pick / 1986"
"18","LLB","Rob Fredrickson",25,"2",10,"","Los Angeles Raiders / 1st / 22nd pick / 1994"
"19","MLB","Greg Biekert",27,"3",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Raiders / 7th / 181st pick / 1993"
"20","RLB","Mike Jones",27,"5",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"21","LCB","Terry McDaniel*",31,"8",15,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Los Angeles Raiders / 1st / 9th pick / 1988"
"22","RCB","Albert Lewis",36,"13",13,"3.0 sacks, 2 interceptions, 0 fumbles recovered","Kansas City Chiefs / 3rd / 61st pick / 1983"
"23","SS","Lorenzo Lynch",33,"9",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"24","FS","Darren Carrington",30,"7",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Denver Broncos / 5th / 134th pick / 1989"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Cole Ford",24,"1",0,"24 of 31 field goals & 36 of 36 extra points","Pittsburgh Steelers / 7th / 247th pick / 1995"
"27","P","Jeff Gossett",39,"15",0,"57 punts for a 39.7 average, 0 blocked",""
"28","PR","Tim Brown*",30,"8",16,"32 punt returns for a 8.5 average and 0 td","Los Angeles Raiders / 1st / 6th pick / 1988"
"29","KR","Carl Kidd",23,"1",0,"29 kick returns for a 21.4 average and 0 td",""
