"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Marc Bulger",31,"6",15,"251 for 440, 2,720 yards, 11 td, 13 int, & 14 rushes for 41 yards and 0 td","New Orleans Saints / 6th / 168th pick / 2000"
"3","RB","Steven Jackson",25,"4",11,"253 rushes for 1,042 yards, 7 td, & 40 catches for 379 yards and 1 td","St. Louis Rams / 1st / 24th pick / 2004"
"4","WR","Donnie Avery",24,"Rook",12,"53 catches for 674 yards, 3 td, & 10 rushes for 69 yards and 1 td","St. Louis Rams / 2nd / 33rd pick / 2008"
"5","WR","Torry Holt",32,"9",14,"64 catches for 796 yards, 3 td","St. Louis Rams / 1st / 6th pick / 1999"
"6","TE","Anthony Becht",31,"8",11,"6 catches for 39 yards, 0 td","New York Jets / 1st / 27th pick / 2000"
"7","TE","Joe Klopfenstein",25,"2",10,"11 catches for 123 yards, 0 td","St. Louis Rams / 2nd / 46th pick / 2006"
"8","LT","Orlando Pace",33,"11",14,"","St. Louis Rams / 1st / 1st pick / 1997"
"9","LG","Jacob Bell",27,"4",13,"","Tennessee Titans / 5th / 138th pick / 2004"
"10","C","Nick Leckey",26,"4",10,"","Arizona Cardinals / 6th / 167th pick / 2004"
"11","RG","Richie Incognito",25,"2",15,"","St. Louis Rams / 3rd / 81st pick / 2005"
"12","RT","Alex Barron",26,"3",15,"","St. Louis Rams / 1st / 19th pick / 2005"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Victor Adeyanju",25,"2",9,"","St. Louis Rams / 4th / 113th pick / 2006"
"15","DE","Chris Long",23,"Rook",16,"","St. Louis Rams / 1st / 2nd pick / 2008"
"16","NT","Clifton Ryan",24,"1",12,"","St. Louis Rams / 5th / 154th pick / 2007"
"17","MLB","Will Witherspoon",28,"6",12,"1.0 sacks, 1 interception, 1 fumble recovered","Carolina Panthers / 3rd / 73rd pick / 2002"
"18","LB","Quinton Culberson",23,"1",10,"",""
"19","LB","Pisa Tinoisamoa",27,"5",16,"","St. Louis Rams / 2nd / 43rd pick / 2003"
"20","LCB","Ronald Bartell",26,"3",15,"1.0 sacks, 3 interceptions, 1 fumble recovered","St. Louis Rams / 2nd / 50th pick / 2005"
"21","RCB","Fakhir Brown",31,"9",11,"1.0 sacks, 1 interception, 1 fumble recovered",""
"22","SS","Corey Chavous",32,"10",13,"0.0 sacks, 0 interceptions, 1 fumble recovered","Arizona Cardinals / 2nd / 33rd pick / 1998"
"23","FS","O.J. Atogwe",27,"3",16,"0.0 sacks, 5 interceptions, 3 fumbles recovered","St. Louis Rams / 3rd / 66th pick / 2005"
