"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Neil Lomax",29,7,14,"255 for 443, 3,395 yards, 20 td, 11 int, & 17 rushes for 55 yards and 1 td","St. Louis Cardinals / 2nd / 33rd pick / 1981"
"3","RB","Stump Mitchell",29,7,14,"164 rushes for 726 yards, 4 td, & 25 catches for 214 yards and 1 td","St. Louis Cardinals / 9th / 226th pick / 1981"
"4","FB","Earl Ferrell",30,6,16,"202 rushes for 924 yards, 7 td, & 38 catches for 315 yards and 2 td","St. Louis Cardinals / 5th / 125th pick / 1982"
"5","WR","Roy Green",31,9,16,"68 catches for 1,097 yards, 7 td, & 4 rushes for 1 yards and 0 td","St. Louis Cardinals / 4th / 89th pick / 1979"
"6","WR","J.T. Smith*",33,10,16,"83 catches for 986 yards, 5 td, & 1 rush for 15 yards and 0 td",""
"7","TE","Robert Awalt",24,1,15,"39 catches for 454 yards, 4 td","St. Louis Cardinals / 3rd / 62nd pick / 1987"
"8","LT","Luis Sharpe*",28,6,16,"","St. Louis Cardinals / 1st / 16th pick / 1982"
"9","LG","Todd Peat",24,1,15,"","St. Louis Cardinals / 11th / 285th pick / 1987"
"10","C","Derek Kennard",26,2,16,"","St. Louis Cardinals / 2nd / 45th pick / 1984 Supp"
"11","RG","Lance Smith",25,3,16,"","St. Louis Cardinals / 3rd / 72nd pick / 1985"
"12","RT","Tootie Robbins",30,6,15,"","St. Louis Cardinals / 4th / 90th pick / 1982"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Rod Saddler",23,1,15,"2.0 sacks, 0 interceptions, 1 fumble recovered","St. Louis Cardinals / 4th / 90th pick / 1987"
"15","LDT","Bob Clasby",28,2,16,"5.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 9th / 236th pick / 1983"
"16","RDT","Steve Alvord",24,1,10,"2.0 sacks, 0 interceptions, 0 fumbles recovered","St. Louis Cardinals / 8th / 201st pick / 1987"
"17","RDE","Freddie Joe Nunn",26,3,16,"14.0 sacks, 0 interceptions, 2 fumbles recovered","St. Louis Cardinals / 1st / 18th pick / 1985"
"18","LLB","Anthony Bell",24,2,16,"1.0 sacks, 0 interceptions, 3 fumbles recovered","St. Louis Cardinals / 1st / 5th pick / 1986"
"19","MLB","Niko Noga",26,4,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","St. Louis Cardinals / 8th / 201st pick / 1984"
"20","RLB","E.J. Junior",29,7,16,"2.0 sacks, 1 interception, 1 fumble recovered","St. Louis Cardinals / 1st / 5th pick / 1981"
"21","LCB","Carl Carter",24,2,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","St. Louis Cardinals / 4th / 89th pick / 1986"
"22","RCB","Cedric Mack",28,5,14,"0.0 sacks, 3 interceptions, 1 fumble recovered","St. Louis Cardinals / 2nd / 44th pick / 1983"
"23","SS","Tim McDonald",23,1,15,"2.0 sacks, 2 interceptions, 1 fumble recovered","St. Louis Cardinals / 2nd / 34th pick / 1987"
"24","FS","Lonnie Young",25,3,12,"0.0 sacks, 1 interception, 2 fumbles recovered","St. Louis Cardinals / 12th / 325th pick / 1985"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Al Del Greco",26,4,0,"12 of 21 field goals & 42 of 44 extra points",""
"27","P","Greg Horne",24,1,0,"79 punts for a 40.9 average, 1 blocked","Cincinnati Bengals / 5th / 139th pick / 1987"
"28","PR","Vai Sikahema",26,2,0,"33 punt returns for a 10.3 average and 0 td","St. Louis Cardinals / 10th / 254th pick / 1986"
"29","KR","Vai Sikahema",26,2,0,"23 kick returns for a 20.7 average and 0 td","St. Louis Cardinals / 10th / 254th pick / 1986"
