"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","RB","Frank Gore",24,"2",15,"260 rushes for 1,102 yards, 5 td, & 53 catches for 436 yards and 1 td","San Francisco 49ers / 3rd / 65th pick / 2005"
"3","WR","Arnaz Battle",27,"4",15,"50 catches for 600 yards, 5 td, & 4 rushes for 4 yards and 1 td","San Francisco 49ers / 6th / 197th pick / 2003"
"4","WR","Darrell Jackson",29,"7",15,"46 catches for 497 yards, 3 td","Seattle Seahawks / 3rd / 80th pick / 2000"
"5","TE","Vernon Davis",23,"1",14,"52 catches for 509 yards, 4 td","San Francisco 49ers / 1st / 6th pick / 2006"
"6","TE","Delanie Walker",23,"1",10,"21 catches for 174 yards, 1 td","San Francisco 49ers / 6th / 175th pick / 2006"
"7","LT","Adam Snyder",25,"2",11,"","San Francisco 49ers / 3rd / 94th pick / 2005"
"8","LG","Larry Allen",36,"13",16,"","Dallas Cowboys / 2nd / 46th pick / 1994"
"9","C","Eric Heitmann",27,"5",16,"","San Francisco 49ers / 7th / 239th pick / 2002"
"10","RG","David Baas",26,"2",8,"","San Francisco 49ers / 2nd / 33rd pick / 2005"
"11","RG","Justin Smiley",26,"3",8,"","San Francisco 49ers / 2nd / 46th pick / 2004"
"12","RT","Joe Staley",23,"Rook",16,"1 fumble recovered","San Francisco 49ers / 1st / 28th pick / 2007"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Marques Douglas",30,"7",16,"",""
"15","DT","Bryant Young",35,"13",16,"","San Francisco 49ers / 1st / 7th pick / 1994"
"16","NT","Aubrayo Franklin",27,"4",13,"","Baltimore Ravens / 5th / 146th pick / 2003"
"17","MLB","Derek Smith",32,"10",14,"0.0 sacks, 1 interception, 1 fumble recovered","Washington Redskins / 3rd / 80th pick / 1997"
"18","MLB","Patrick Willis*+",22,"Rook",16,"4.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 11th pick / 2007"
"19","LB","Tully Banta-Cain",27,"4",10,"","New England Patriots / 7th / 239th pick / 2003"
"20","LB","Parys Haralson",23,"1",11,"","San Francisco 49ers / 5th / 140th pick / 2006"
"21","LCB","Nate Clements",28,"6",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 21st pick / 2001"
"22","RCB","Walt Harris",33,"11",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 13th pick / 1996"
"23","SS","Michael Lewis",27,"5",16,"1.5 sacks, 2 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 58th pick / 2002"
"24","FS","Mark Roman",30,"7",16,"0.0 sacks, 0 interceptions, 3 fumbles recovered","Cincinnati Bengals / 2nd / 34th pick / 2000"
