"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Bobby Hoying",26,"2",7,"114 for 224, 961 yards, 0 td, 9 int, & 22 rushes for 84 yards and 0 td","Philadelphia Eagles / 3rd / 85th pick / 1996"
"3","RB","Duce Staley",23,"1",13,"258 rushes for 1,065 yards, 5 td, & 57 catches for 432 yards and 1 td","Philadelphia Eagles / 3rd / 71st pick / 1997"
"4","FB","Kevin Turner",29,"6",15,"20 rushes for 94 yards, 0 td, & 34 catches for 232 yards and 0 td","New England Patriots / 3rd / 71st pick / 1992"
"5","WR","Irving Fryar",36,"14",16,"48 catches for 556 yards, 2 td, & 3 rushes for 46 yards and 0 td","New England Patriots / 1st / 1st pick / 1984"
"6","WR","Jeff Graham",29,"7",15,"47 catches for 600 yards, 2 td","Pittsburgh Steelers / 2nd / 46th pick / 1991"
"7","TE","Jason Dunn",25,"2",10,"18 catches for 132 yards, 0 td, & 1 rush for -5 yards and 0 td","Philadelphia Eagles / 2nd / 54th pick / 1996"
"8","LT","Tra Thomas",24,"Rook",16,"1 fumble recovered","Philadelphia Eagles / 1st / 11th pick / 1998"
"9","LG","Jermane Mayberry",25,"2",10,"","Philadelphia Eagles / 1st / 25th pick / 1996"
"10","C","Steve Everitt",28,"5",13,"","Cleveland Browns / 1st / 14th pick / 1993"
"11","RG","Ian Beckles",31,"8",16,"2 fumbles recovered","Tampa Bay Buccaneers / 5th / 114th pick / 1990"
"12","RT","Richard Cooper",34,"8",15,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Greg Jefferson",27,"3",14,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 3rd / 72nd pick / 1995"
"15","LDT","Hollis Thomas",24,"2",12,"5.0 sacks, 0 interceptions, 1 fumble recovered",""
"16","RDT","Bill Johnson",30,"6",13,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 65th pick / 1992"
"17","RDE","Hugh Douglas",27,"3",13,"12.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 16th pick / 1995"
"18","LLB","James Darling",24,"1",8,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 2nd / 57th pick / 1997"
"19","MLB","James Willis",26,"5",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 5th / 119th pick / 1993"
"20","RLB","William Thomas",30,"7",16,"2.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 4th / 104th pick / 1991"
"21","LCB","Troy Vincent",27,"6",13,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Miami Dolphins / 1st / 7th pick / 1992"
"22","RCB","Bobby Taylor",25,"3",10,"","Philadelphia Eagles / 2nd / 50th pick / 1995"
"23","SS","Mike Zordich",35,"11",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","San Diego Chargers / 9th / 235th pick / 1986"
"24","FS","Brian Dawkins",25,"2",14,"1.0 sacks, 2 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 61st pick / 1996"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Boniol",27,"4",0,"14 of 21 field goals & 15 of 17 extra points",""
"27","P","Tom Hutton",26,"3",0,"104 punts for a 41.7 average, 0 blocked",""
"28","PR","Allen Rossum",23,"Rook",2,"22 punt returns for a 8.5 average and 0 td","Philadelphia Eagles / 3rd / 85th pick / 1998"
"29","KR","Allen Rossum",23,"Rook",2,"44 kick returns for a 24.5 average and 0 td","Philadelphia Eagles / 3rd / 85th pick / 1998"
