"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Rick Mirer",33,"10",8,"116 for 221, 1,267 yards, 3 td, 5 int, & 20 rushes for 83 yards and 1 td","Seattle Seahawks / 1st / 2nd pick / 1993"
"3","RB","Charlie Garner",31,"9",9,"120 rushes for 553 yards, 3 td, & 48 catches for 386 yards and 1 td","Philadelphia Eagles / 2nd / 42nd pick / 1994"
"4","WR","Tim Brown",37,"15",15,"52 catches for 567 yards, 2 td","Los Angeles Raiders / 1st / 6th pick / 1988"
"5","WR","Jerry Rice",41,"18",15,"63 catches for 869 yards, 2 td","San Francisco 49ers / 1st / 16th pick / 1985"
"6","TE","Doug Jolley",24,"1",9,"31 catches for 250 yards, 1 td","Oakland Raiders / 2nd / 55th pick / 2002"
"7","LT","Barry Sims",29,"4",16,"",""
"8","LG","Frank Middleton",29,"6",8,"","Tampa Bay Buccaneers / 3rd / 63rd pick / 1997"
"9","C","Barret Robbins",30,"8",9,"1 fumble recovered","Oakland Raiders / 2nd / 49th pick / 1995"
"10","RG","Mo Collins",27,"5",10,"","Oakland Raiders / 1st / 23rd pick / 1998"
"11","RT","Lincoln Kennedy",32,"10",10,"1 fumble recovered","Atlanta Falcons / 1st / 9th pick / 1993"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Tyler Brayton",24,"Rook",16,"","Oakland Raiders / 1st / 32nd pick / 2003"
"14","DT","Roderick Coleman",27,"4",12,"","Oakland Raiders / 5th / 153rd pick / 1999"
"15","MLB","Napoleon Harris",24,"1",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 23rd pick / 2002"
"16","LB","Eric Barton",26,"4",16,"","Oakland Raiders / 5th / 146th pick / 1999"
"17","CB","Phillip Buchanon",23,"1",10,"0.0 sacks, 6 interceptions, 2 fumbles recovered","Oakland Raiders / 1st / 17th pick / 2002"
"18","CB","Charles Woodson",27,"5",15,"1.0 sacks, 3 interceptions, 1 fumble recovered","Oakland Raiders / 1st / 4th pick / 1998"
"19","SS","Derrick Gibson",24,"2",14,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 28th pick / 2001"
"20","FS","Rod Woodson",38,"16",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Pittsburgh Steelers / 1st / 10th pick / 1987"
