"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Peyton Manning*",34,"12",16,"450 for 679, 4,700 yards, 33 td, 17 int, & 18 rushes for 18 yards and 0 td","Indianapolis Colts / 1st / 1st pick / 1998"
"3","RB","Donald Brown",23,"1",8,"129 rushes for 497 yards, 2 td, & 20 catches for 205 yards and 0 td","Indianapolis Colts / 1st / 27th pick / 2009"
"4","WR","Pierre Garcon",24,"2",14,"67 catches for 784 yards, 6 td, & 2 rushes for 6 yards and 0 td","Indianapolis Colts / 6th / 205th pick / 2008"
"5","WR","Reggie Wayne*+",32,"9",16,"111 catches for 1,355 yards, 6 td","Indianapolis Colts / 1st / 30th pick / 2001"
"6","LT","Charlie Johnson",26,"4",15,"","Indianapolis Colts / 6th / 199th pick / 2006"
"7","LG","Kyle DeVan",25,"1",12,"",""
"8","C","Jeff Saturday*",35,"11",16,"1 fumble recovered",""
"9","RG","Mike Pollak",25,"2",13,"","Indianapolis Colts / 2nd / 59th pick / 2008"
"10","RT","Ryan Diem",31,"9",16,"","Indianapolis Colts / 4th / 118th pick / 2001"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Dwight Freeney*",30,"8",16,"","Indianapolis Colts / 1st / 11th pick / 2002"
"13","DE","Robert Mathis*",29,"7",16,"","Indianapolis Colts / 5th / 138th pick / 2003"
"14","LDT","Fili Moala",25,"1",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Indianapolis Colts / 2nd / 56th pick / 2009"
"15","RDT","Daniel Muir",27,"3",14,"",""
"16","MLB","Gary Brackett",30,"7",12,"0.5 sacks, 0 interceptions, 0 fumbles recovered",""
"17","LB","Kavell Conner",23,"Rook",9,"","Indianapolis Colts / 7th / 240th pick / 2010"
"18","LCB","Kelvin Hayden",27,"5",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Indianapolis Colts / 2nd / 60th pick / 2005"
"19","RCB","Jerraud Powers",23,"1",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Indianapolis Colts / 3rd / 92nd pick / 2009"
"20","SS","Aaron Francisco",27,"5",12,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"21","FS","Antoine Bethea",26,"4",16,"0.5 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 6th / 207th pick / 2006"
