"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jay Cutler*",25,"2",16,"384 for 616, 4,526 yards, 25 td, 18 int, & 57 rushes for 200 yards and 2 td","Denver Broncos / 1st / 11th pick / 2006"
"3","WR","Brandon Marshall*",24,"2",15,"104 catches for 1,265 yards, 6 td, & 2 rushes for -4 yards and 0 td","Denver Broncos / 4th / 119th pick / 2006"
"4","WR","Eddie Royal",22,"Rook",15,"91 catches for 980 yards, 5 td, & 11 rushes for 109 yards and 0 td","Denver Broncos / 2nd / 42nd pick / 2008"
"5","TE","Daniel Graham",30,"6",16,"32 catches for 389 yards, 4 td","New England Patriots / 1st / 21st pick / 2002"
"6","LT","Ryan Clady",22,"Rook",16,"","Denver Broncos / 1st / 12th pick / 2008"
"7","LG","Ben Hamilton",31,"6",16,"","Denver Broncos / 4th / 113th pick / 2001"
"8","C","Casey Wiegmann*",35,"11",16,"",""
"9","RG","Chris Kuper",26,"2",16,"1 fumble recovered","Denver Broncos / 5th / 161st pick / 2006"
"10","RT","Ryan Harris",23,"1",16,"","Denver Broncos / 3rd / 70th pick / 2007"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Elvis Dumervil",24,"2",15,"","Denver Broncos / 4th / 126th pick / 2006"
"13","DE","Ebenezer Ekuban",32,"9",10,"","Dallas Cowboys / 1st / 20th pick / 1999"
"14","LDT","Dewayne Robertson",27,"5",15,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 4th pick / 2003"
"15","RDT","Marcus Thomas",23,"1",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Denver Broncos / 4th / 121st pick / 2007"
"16","MLB","Nate Webster",31,"8",13,"2.0 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 3rd / 90th pick / 2000"
"17","LB","D.J. Williams",26,"4",11,"","Denver Broncos / 1st / 17th pick / 2004"
"18","LB","Jamie Winborn",29,"7",11,"","San Francisco 49ers / 2nd / 47th pick / 2001"
"19","LCB","Champ Bailey",30,"9",9,"1.0 sacks, 1 interception, 0 fumbles recovered","Washington Redskins / 1st / 7th pick / 1999"
"20","RCB","Dre' Bly",31,"9",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","St. Louis Rams / 2nd / 41st pick / 1999"
"21","SS","Marquand Manuel",29,"6",14,"","Cincinnati Bengals / 6th / 181st pick / 2002"
