"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Chandler",31,"8",12,"184 for 320, 2,099 yards, 16 td, 11 int, & 28 rushes for 113 yards and 0 td","Indianapolis Colts / 3rd / 76th pick / 1988"
"3","RB","Eddie George",23,"Rook",16,"335 rushes for 1,368 yards, 8 td, & 23 catches for 182 yards and 0 td","Houston Oilers / 1st / 14th pick / 1996"
"4","WR","Willie Davis",29,"5",14,"39 catches for 464 yards, 6 td, & 1 rush for 15 yards and 0 td",""
"5","WR","Chris Sanders",24,"1",15,"48 catches for 882 yards, 4 td","Houston Oilers / 3rd / 67th pick / 1995"
"6","TE","Roderick Lewis",25,"2",7,"7 catches for 50 yards, 0 td","Houston Oilers / 5th / 157th pick / 1994"
"7","TE","Frank Wycheck",25,"3",16,"53 catches for 511 yards, 6 td, & 2 rushes for 3 yards and 0 td","Washington Redskins / 6th / 160th pick / 1993"
"8","LT","Brad Hopkins",26,"3",16,"1 fumble recovered","Houston Oilers / 1st / 13th pick / 1993"
"9","LG","Bruce Matthews*",35,"13",16,"","Houston Oilers / 1st / 9th pick / 1983"
"10","C","Mark Stepnoski*",29,"7",16,"","Dallas Cowboys / 3rd / 57th pick / 1989"
"11","RG","Kevin Donnalley",28,"5",16,"","Houston Oilers / 3rd / 79th pick / 1991"
"12","RT","Irv Eatman",35,"10",16,"1 fumble recovered","Kansas City Chiefs / 8th / 204th pick / 1983"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Anthony Cook",24,"1",11,"7.5 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 2nd / 35th pick / 1995"
"15","LDT","Gary Walker",23,"1",16,"5.5 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 5th / 159th pick / 1995"
"16","RDT","Henry Ford",25,"2",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 1st / 26th pick / 1994"
"17","RDE","Robert Young",27,"5",13,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 5th / 116th pick / 1991"
"18","LLB","Joe Bowden",26,"4",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 5th / 133rd pick / 1992"
"19","MLB","Barron Wortham",27,"2",14,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Houston Oilers / 6th / 194th pick / 1994"
"20","RLB","Micheal Barrow",26,"3",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 2nd / 47th pick / 1993"
"21","LCB","Cris Dishman",31,"8",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Houston Oilers / 5th / 125th pick / 1988"
"22","RCB","Darryll Lewis",28,"5",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Houston Oilers / 2nd / 38th pick / 1991"
"23","SS","Blaine Bishop*",26,"3",15,"0.0 sacks, 1 interception, 0 fumbles recovered","Houston Oilers / 8th / 214th pick / 1993"
"24","FS","Marcus Robertson",27,"5",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Houston Oilers / 4th / 102nd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Al Del Greco",34,"12",0,"32 of 38 field goals & 35 of 35 extra points",""
"27","P","Reggie Roby",35,"13",0,"67 punts for a 44.4 average, 1 blocked","Miami Dolphins / 6th / 167th pick / 1983"
"28","PR","Mel Gray",35,"10",0,"22 punt returns for a 9.3 average and 0 td","New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
"29","KR","Mel Gray",35,"10",0,"50 kick returns for a 24.5 average and 0 td","New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
