"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Aaron Brooks",28,"4",16,"309 for 542, 3,810 yards, 21 td, 16 int, & 58 rushes for 173 yards and 4 td","Green Bay Packers / 4th / 131st pick / 1999"
"3","RB","Deuce McAllister",26,"3",14,"269 rushes for 1,074 yards, 9 td, & 34 catches for 228 yards and 0 td","New Orleans Saints / 1st / 23rd pick / 2001"
"4","WR","Joe Horn*",32,"8",16,"94 catches for 1,399 yards, 11 td","Kansas City Chiefs / 5th / 135th pick / 1996"
"5","WR","Donte' Stallworth",24,"2",10,"58 catches for 767 yards, 5 td, & 6 rushes for 37 yards and 0 td","New Orleans Saints / 1st / 13th pick / 2002"
"6","TE","Ernie Conwell",32,"8",11,"10 catches for 102 yards, 1 td","St. Louis Rams / 2nd / 59th pick / 1996"
"7","TE","Boo Williams",25,"3",7,"33 catches for 362 yards, 2 td",""
"8","LT","Wayne Gandy",33,"10",16,"","Los Angeles Rams / 1st / 15th pick / 1994"
"9","LG","Kendyl Jacox",29,"6",13,"",""
"10","C","LeCharles Bentley",25,"2",16,"","New Orleans Saints / 2nd / 44th pick / 2002"
"11","RG","Montrae Holland",24,"1",13,"","New Orleans Saints / 4th / 102nd pick / 2003"
"12","RT","Victor Riley",30,"6",15,"1 fumble recovered","Kansas City Chiefs / 1st / 27th pick / 1998"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Charles Grant",26,"2",16,"","New Orleans Saints / 1st / 25th pick / 2002"
"15","DE","Darren Howard",28,"4",12,"","New Orleans Saints / 2nd / 33rd pick / 2000"
"16","DT","Howard Green",25,"2",12,"","Houston Texans / 6th / 190th pick / 2002"
"17","DT","Brian Young",27,"4",15,"","St. Louis Rams / 5th / 139th pick / 2000"
"18","MLB","Orlando Ruff",28,"5",8,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"19","MLB","Courtney Watson",24,"Rook",8,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 60th pick / 2004"
"20","LB","James Allen",25,"2",10,"","New Orleans Saints / 3rd / 82nd pick / 2002"
"21","LB","Derrick Rodgers",33,"7",8,"","Miami Dolphins / 3rd / 92nd pick / 1997"
"22","LCB","Mike McKenzie",28,"5",10,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Green Bay Packers / 3rd / 87th pick / 1999"
"23","RCB","Fakhir Brown",27,"5",10,"0.0 sacks, 2 interceptions, 3 fumbles recovered",""
"24","SS","Jay Bellamy",32,"10",16,"0.0 sacks, 0 interceptions, 3 fumbles recovered",""
"25","FS","Tebucky Jones",30,"6",16,"0.0 sacks, 1 interception, 1 fumble recovered","New England Patriots / 1st / 22nd pick / 1998"
