"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","RB","Bishop Sankey",22,"Rook",9,"152 rushes for 569 yards, 2 td, & 18 catches for 133 yards and 0 td","Tennessee Titans / 2nd / 54th pick / 2014"
"3","WR","Justin Hunter",23,"1",8,"28 catches for 498 yards, 3 td","Tennessee Titans / 2nd / 34th pick / 2013"
"4","WR","Nate Washington",31,"9",11,"40 catches for 647 yards, 2 td",""
"5","WR","Kendall Wright",25,"2",11,"57 catches for 715 yards, 6 td, & 4 rushes for 54 yards and 0 td","Tennessee Titans / 1st / 20th pick / 2012"
"6","TE","Delanie Walker",30,"8",14,"63 catches for 890 yards, 4 td","San Francisco 49ers / 6th / 175th pick / 2006"
"7","LG","Andy Levitre",28,"5",16,"1 fumble recovered","Buffalo Bills / 2nd / 51st pick / 2009"
"8","C","Brian Schwenke",23,"1",11,"","Tennessee Titans / 4th / 107th pick / 2013"
"9","RG","Chance Warmack",23,"1",16,"","Tennessee Titans / 1st / 10th pick / 2013"
"10","RT","Michael Oher",28,"5",11,"","Baltimore Ravens / 1st / 23rd pick / 2009"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Ropati Pitoitua",29,"5",11,"",""
"13","DT","Jurrell Casey",25,"3",16,"","Tennessee Titans / 3rd / 77th pick / 2011"
"14","NT","Sammie Lee Hill",28,"5",15,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 4th / 115th pick / 2009"
"15","LB","Derrick Morgan",25,"4",16,"","Tennessee Titans / 1st / 16th pick / 2010"
"16","LB","Avery Williamson",22,"Rook",12,"","Tennessee Titans / 5th / 151st pick / 2014"
"17","LB","Kamerion Wimbley",31,"8",12,"","Cleveland Browns / 1st / 13th pick / 2006"
"18","LB","Wesley Woodyard",28,"6",16,"",""
"19","CB","Jason McCourty",27,"5",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Tennessee Titans / 6th / 203rd pick / 2009"
"20","CB","Blidi Wreh-Wilson",25,"1",11,"0.0 sacks, 1 interception, 0 fumbles recovered","Tennessee Titans / 3rd / 70th pick / 2013"
"21","SS","George Wilson",33,"9",10,"1.0 sacks, 1 interception, 0 fumbles recovered",""
"22","FS","Michael Griffin",29,"7",16,"3.0 sacks, 2 interceptions, 0 fumbles recovered","Tennessee Titans / 1st / 19th pick / 2007"
