"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Hasselbeck",35,"11",14,"266 for 444, 3,001 yards, 12 td, 17 int, & 23 rushes for 60 yards and 3 td","Green Bay Packers / 6th / 187th pick / 1998"
"3","RB","Marshawn Lynch",24,"3",11,"165 rushes for 573 yards, 6 td, & 21 catches for 138 yards and 0 td","Buffalo Bills / 1st / 12th pick / 2007"
"4","WR","Deon Butler",24,"1",8,"36 catches for 385 yards, 4 td, & 2 rushes for 6 yards and 0 td","Seattle Seahawks / 3rd / 91st pick / 2009"
"5","WR","Mike Williams",26,"5",13,"65 catches for 751 yards, 2 td, & 1 rush for 0 yards and 0 td","Detroit Lions / 1st / 10th pick / 2005"
"6","TE","Chris Baker",31,"8",13,"9 catches for 116 yards, 1 td","New York Jets / 3rd / 88th pick / 2002"
"7","TE","John Carlson",26,"2",13,"31 catches for 318 yards, 1 td","Seattle Seahawks / 2nd / 38th pick / 2008"
"8","LT","Russell Okung",23,"Rook",10,"","Seattle Seahawks / 1st / 6th pick / 2010"
"9","C","Chris Spencer",28,"5",16,"","Seattle Seahawks / 1st / 26th pick / 2005"
"10","RG","Stacy Andrews",29,"6",12,"1 fumble recovered","Cincinnati Bengals / 4th / 123rd pick / 2004"
"11","RT","Sean Locklear",29,"6",15,"","Seattle Seahawks / 3rd / 84th pick / 2004"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Kentwan Balmer",24,"2",11,"","San Francisco 49ers / 1st / 29th pick / 2008"
"14","DE","Chris Clemons",29,"6",16,"",""
"15","LDT","Brandon Mebane",25,"3",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 3rd / 85th pick / 2007"
"16","RDT","Colin Cole",30,"6",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","MLB","Lofa Tatupu",28,"5",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 2nd / 45th pick / 2005"
"18","LB","Aaron Curry",24,"1",16,"","Seattle Seahawks / 1st / 4th pick / 2009"
"19","LB","David Hawthorne",25,"2",16,"",""
"20","LCB","Marcus Trufant",30,"7",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Seattle Seahawks / 1st / 11th pick / 2003"
"21","RCB","Kelly Jennings",28,"4",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 1st / 31st pick / 2006"
"22","SS","Lawyer Milloy",37,"14",16,"4.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 36th pick / 1996"
"23","FS","Earl Thomas",21,"Rook",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 14th pick / 2010"
