"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Tom Brady",39,"16",10,"249 for 372, 3,064 yards, 22 td, 2 int, & 27 rushes for 58 yards and 0 td","New England Patriots / 6th / 199th pick / 2000"
"3","WR","Julian Edelman",30,"7",12,"85 catches for 866 yards, 2 td, & 11 rushes for 51 yards and 0 td","New England Patriots / 7th / 232nd pick / 2009"
"4","WR","Chris Hogan",28,"5",12,"33 catches for 631 yards, 4 td, & 3 rushes for 9 yards and 0 td",""
"5","TE","Martellus Bennett",29,"8",10,"50 catches for 649 yards, 5 td, & 2 rushes for 10 yards and 0 td","Dallas Cowboys / 2nd / 61st pick / 2008"
"6","OL","Marcus Cannon",28,"5",13,"","New England Patriots / 5th / 138th pick / 2011"
"7","OL","Shaq Mason",23,"1",13,"","New England Patriots / 4th / 131st pick / 2015"
"8","T","Nate Solder",28,"5",13,"","New England Patriots / 1st / 17th pick / 2011"
"9","G","Joe Thuney",24,"Rook",14,"","New England Patriots / 3rd / 78th pick / 2016"
"10","C","David Andrews",24,"1",14,"",""
"11","","Defensive Starters",NA,"",NA,"",""
"12","DL","Alan Branch",32,"9",13,"","Arizona Cardinals / 2nd / 33rd pick / 2007"
"13","DL","Malcom Brown",22,"1",13,"","New England Patriots / 1st / 32nd pick / 2015"
"14","LB","Dont'a Hightower",26,"4",12,"","New England Patriots / 1st / 25th pick / 2012"
"15","CB","Malcolm Butler",26,"2",14,"1.0 sacks, 2 interceptions, 1 fumble recovered",""
"16","CB","Logan Ryan",25,"3",12,"1.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 3rd / 83rd pick / 2013"
"17","S","Patrick Chung",29,"7",14,"1.0 sacks, 1 interception, 1 fumble recovered","New England Patriots / 2nd / 34th pick / 2009"
"18","DB","Devin McCourty",29,"6",14,"","New England Patriots / 1st / 27th pick / 2010"
