"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Jeff Garcia",33,4,13,"225 for 392, 2,704 yards, 18 td, 13 int, & 56 rushes for 319 yards and 7 td",""
"3","RB","Garrison Hearst",32,10,12,"178 rushes for 768 yards, 3 td, & 25 catches for 211 yards and 1 td","Phoenix Cardinals / 1st / 3rd pick / 1993"
"4","FB","Fred Beasley*",29,5,11,"17 rushes for 24 yards, 0 td, & 19 catches for 184 yards and 1 td","San Francisco 49ers / 6th / 180th pick / 1998"
"5","WR","Terrell Owens*",30,7,15,"80 catches for 1,102 yards, 9 td, & 3 rushes for -2 yards and 0 td","San Francisco 49ers / 3rd / 89th pick / 1996"
"6","WR","Tai Streets",26,4,16,"47 catches for 595 yards, 7 td","San Francisco 49ers / 6th / 171st pick / 1999"
"7","TE","Jed Weaver",27,4,15,"35 catches for 437 yards, 1 td","Philadelphia Eagles / 7th / 208th pick / 1999"
"8","LT","Derrick Deese",33,9,11,"",""
"9","LG","Eric Heitmann",23,1,8,"","San Francisco 49ers / 7th / 239th pick / 2002"
"10","C","Jeremy Newberry",27,4,16,"","San Francisco 49ers / 2nd / 58th pick / 1998"
"11","RG","Ron Stone",32,9,13,"","Dallas Cowboys / 4th / 96th pick / 1993"
"12","RT","Scott Gragg",31,8,14,"2 fumbles recovered","New York Giants / 2nd / 54th pick / 1995"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Andre Carter",24,2,15,"","San Francisco 49ers / 1st / 7th pick / 2001"
"15","DE","John Engelberger",27,3,16,"","San Francisco 49ers / 2nd / 35th pick / 2000"
"16","LDT","Travis Kirschke",29,6,15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RDT","Bryant Young",31,9,16,"3.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 7th pick / 1994"
"18","LOLB","Julian Peterson*+",25,3,16,"7.0 sacks, 2 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 16th pick / 2000"
"19","LILB","Derek Smith",28,6,16,"3.5 sacks, 0 interceptions, 1 fumble recovered","Washington Redskins / 3rd / 80th pick / 1997"
"20","RILB","Jeff Ulbrich",26,3,15,"2.5 sacks, 1 interception, 1 fumble recovered","San Francisco 49ers / 3rd / 86th pick / 2000"
"21","LCB","Ahmed Plummer",27,3,15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 24th pick / 2000"
"22","SS","Tony Parrish",28,5,16,"0.5 sacks, 9 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 35th pick / 1998"
"23","FS","Zack Bronson",29,6,12,"0.0 sacks, 1 interception, 0 fumbles recovered",""
