"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Malone",27,"5",8,"117 for 233, 1,428 yards, 13 td, 7 int, & 15 rushes for 80 yards and 1 td","Pittsburgh Steelers / 1st / 28th pick / 1980"
"3","RB","Walter Abercrombie",26,"3",16,"227 rushes for 851 yards, 7 td, & 24 catches for 209 yards and 2 td","Pittsburgh Steelers / 1st / 12th pick / 1982"
"4","FB","Frank Pollard",28,"5",16,"233 rushes for 991 yards, 3 td, & 24 catches for 250 yards and 0 td","Pittsburgh Steelers / 11th / 305th pick / 1980"
"5","WR","Louis Lipps*",23,"1",16,"59 catches for 1,134 yards, 12 td, & 2 rushes for 16 yards and 1 td","Pittsburgh Steelers / 1st / 23rd pick / 1984"
"6","WR","John Stallworth",33,"11",16,"75 catches for 937 yards, 5 td","Pittsburgh Steelers / 4th / 82nd pick / 1974"
"7","TE","Bennie Cunningham",31,"9",11,"6 catches for 61 yards, 0 td","Pittsburgh Steelers / 1st / 28th pick / 1976"
"8","LT","Ray Pinney",31,"9",11,"","Pittsburgh Steelers / 2nd / 37th pick / 1976"
"9","LG","Craig Wolfley",27,"5",13,"1 fumble recovered","Pittsburgh Steelers / 5th / 138th pick / 1980"
"10","C","Mike Webster*",33,"11",16,"1 fumble recovered","Pittsburgh Steelers / 5th / 125th pick / 1974"
"11","RG","Terry Long",26,"1",14,"","Pittsburgh Steelers / 4th / 111th pick / 1984"
"12","RT","Tunch Ilkin",28,"5",16,"1 fumble recovered","Pittsburgh Steelers / 6th / 165th pick / 1980"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Keith Willis",26,"3",16,"5.5 sacks, 0 interceptions, 0 fumbles recovered",""
"15","NT","Gary Dunn",32,"9",7,"2.5 sacks, 0 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 6th / 159th pick / 1976"
"16","RDE","Keith Gary",26,"2",7,"3.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 1st / 17th pick / 1981"
"17","LOLB","Mike Merriweather*",25,"3",16,"4.0 sacks, 2 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 3rd / 70th pick / 1982"
"18","LILB","David Little",26,"4",16,"1.0 sacks, 2 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 7th / 183rd pick / 1981"
"19","RILB","Robin Cole",30,"8",16,"3.0 sacks, 1 interception, 3 fumbles recovered","Pittsburgh Steelers / 1st / 21st pick / 1977"
"20","ROLB","Bryan Hinkle",26,"3",14,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 6th / 156th pick / 1981"
"21","LCB","Dwayne Woodruff",28,"6",10,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 6th / 161st pick / 1979"
"22","RCB","Harvey Clayton",24,"2",14,"",""
"23","SS","Donnie Shell",33,"11",16,"0.0 sacks, 4 interceptions, 2 fumbles recovered",""
"24","FS","Eric Williams",25,"2",14,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 6th / 164th pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Gary Anderson*",26,"3",0,"33 of 42 field goals & 40 of 40 extra points","Buffalo Bills / 7th / 171st pick / 1982"
"27","P","Harry Newsome",22,"Rook",0,"78 punts for a 39.6 average, 1 blocked","Pittsburgh Steelers / 8th / 214th pick / 1985"
"28","PR","Louis Lipps*",23,"1",16,"36 punt returns for a 12.1 average and 2 td","Pittsburgh Steelers / 1st / 23rd pick / 1984"
"29","KR","Todd Spencer",23,"1",0,"27 kick returns for a 22.9 average and 0 td",""
