"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Miller*",26,"4",14,"220 for 413, 3,103 yards, 26 td, 18 int, & 32 rushes for 229 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1987"
"3","RB","Erric Pegram",22,"Rook",7,"101 rushes for 349 yards, 1 td, & 1 catch for -1 yards and 0 td","Atlanta Falcons / 6th / 145th pick / 1991"
"4","WR","Michael Haynes",26,"3",16,"50 catches for 1,122 yards, 11 td","Atlanta Falcons / 7th / 166th pick / 1988"
"5","WR","Mike Pritchard",22,"Rook",11,"50 catches for 624 yards, 2 td","Atlanta Falcons / 1st / 13th pick / 1991"
"6","WR","Andre Rison*",24,"2",15,"81 catches for 976 yards, 12 td, & 1 rush for -9 yards and 0 td","Indianapolis Colts / 1st / 22nd pick / 1989"
"7","WR","George Thomas",27,"2",6,"28 catches for 365 yards, 2 td","Atlanta Falcons / 6th / 138th pick / 1988"
"8","LT","Mike Kenn+",35,"13",15,"","Atlanta Falcons / 1st / 13th pick / 1978"
"9","LG","Houston Hoover",26,"3",16,"1 fumble recovered","Atlanta Falcons / 6th / 140th pick / 1988"
"10","C","Jamie Dukes",27,"5",16,"1 fumble recovered",""
"11","RG","Bill Fralic",29,"6",12,"","Atlanta Falcons / 1st / 2nd pick / 1985"
"12","RT","Chris Hinton*",30,"8",16,"","Denver Broncos / 1st / 4th pick / 1983"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Rick Bryan",29,"7",12,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 1st / 9th pick / 1984"
"15","NT","Moe Gardner",23,"Rook",13,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 4th / 87th pick / 1991"
"16","RDE","Tim Green",28,"5",16,"5.0 sacks, 0 interceptions, 3 fumbles recovered","Atlanta Falcons / 1st / 17th pick / 1986"
"17","LOLB","Robert Lyles",30,"7",14,"0.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 5th / 114th pick / 1984"
"18","LILB","John Rade",31,"8",10,"","Atlanta Falcons / 8th / 215th pick / 1983"
"19","RILB","Jessie Tuggle",26,"4",16,"1.0 sacks, 1 interception, 2 fumbles recovered",""
"20","ROLB","Darion Conner",24,"1",14,"3.5 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 2nd / 27th pick / 1990"
"21","LCB","Tim McKyer",28,"5",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","San Francisco 49ers / 3rd / 64th pick / 1986"
"22","RCB","Deion Sanders*",24,"2",15,"1.0 sacks, 6 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 5th pick / 1989"
"23","SS","Brian Jordan",24,"2",15,"4.0 sacks, 2 interceptions, 1 fumble recovered","Buffalo Bills / 7th / 173rd pick / 1989"
"24","FS","Scott Case",29,"7",16,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Atlanta Falcons / 2nd / 32nd pick / 1984"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Norm Johnson",31,"9",0,"19 of 23 field goals & 38 of 39 extra points",""
"27","P","Scott Fulhage",30,"4",0,"81 punts for a 42.8 average, 0 blocked",""
"28","PR","Deion Sanders*",24,"2",15,"21 punt returns for a 8.1 average and 0 td","Atlanta Falcons / 1st / 5th pick / 1989"
"29","KR","Deion Sanders*",24,"2",15,"26 kick returns for a 22.2 average and 1 td","Atlanta Falcons / 1st / 5th pick / 1989"
