"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Hasselbeck",36,"12",16,"319 for 518, 3,571 yards, 18 td, 14 int, & 20 rushes for 52 yards and 0 td","Green Bay Packers / 6th / 187th pick / 1998"
"3","RB","Chris Johnson",26,"3",16,"262 rushes for 1,047 yards, 4 td, & 57 catches for 418 yards and 0 td","Tennessee Titans / 1st / 24th pick / 2008"
"4","WR","Nate Washington",28,"6",15,"74 catches for 1,023 yards, 7 td, & 2 rushes for 5 yards and 1 td",""
"5","WR","Damian Williams",23,"1",13,"45 catches for 592 yards, 5 td","Tennessee Titans / 3rd / 77th pick / 2010"
"6","TE","Craig Stevens",27,"3",11,"9 catches for 166 yards, 1 td","Tennessee Titans / 3rd / 85th pick / 2008"
"7","LT","Michael Roos",29,"6",16,"","Tennessee Titans / 2nd / 41st pick / 2005"
"8","LG","Leroy Harris",27,"4",16,"","Tennessee Titans / 4th / 115th pick / 2007"
"9","C","Eugene Amano",29,"7",16,"","Tennessee Titans / 7th / 239th pick / 2004"
"10","RG","Jake Scott",30,"7",16,"2 fumbles recovered","Indianapolis Colts / 5th / 141st pick / 2004"
"11","RT","David Stewart",29,"5",15,"","Tennessee Titans / 4th / 113th pick / 2005"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Dave Ball",30,"7",8,"","San Diego Chargers / 5th / 133rd pick / 2004"
"14","DE","Jason Jones",25,"3",13,"","Tennessee Titans / 2nd / 54th pick / 2008"
"15","DE","Derrick Morgan",22,"1",10,"","Tennessee Titans / 1st / 16th pick / 2010"
"16","DT","Jurrell Casey",22,"Rook",15,"","Tennessee Titans / 3rd / 77th pick / 2011"
"17","MLB","Barrett Ruud",28,"6",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 2nd / 36th pick / 2005"
"18","LB","Akeem Ayers",22,"Rook",16,"","Tennessee Titans / 2nd / 39th pick / 2011"
"19","LB","Will Witherspoon",31,"9",14,"","Carolina Panthers / 3rd / 73rd pick / 2002"
"20","CB","Cortland Finnegan",27,"5",16,"1.0 sacks, 1 interception, 1 fumble recovered","Tennessee Titans / 7th / 215th pick / 2006"
"21","CB","Jason McCourty",24,"2",15,"1.0 sacks, 2 interceptions, 1 fumble recovered","Tennessee Titans / 6th / 203rd pick / 2009"
"22","SS","Jordan Babineaux",29,"7",14,"0.0 sacks, 1 interception, 1 fumble recovered",""
"23","FS","Michael Griffin",26,"4",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Tennessee Titans / 1st / 19th pick / 2007"
