"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Drew Brees*",35,13,16,"456 for 659, 4,952 yards, 33 td, 17 int, & 27 rushes for 68 yards and 1 td","San Diego Chargers / 2nd / 32nd pick / 2001"
"3","RB","Mark Ingram*",25,3,9,"226 rushes for 964 yards, 9 td, & 29 catches for 145 yards and 0 td","New Orleans Saints / 1st / 28th pick / 2011"
"4","WR","Marques Colston",31,8,13,"59 catches for 902 yards, 5 td","New Orleans Saints / 7th / 252nd pick / 2006"
"5","TE","Jimmy Graham*",28,4,13,"85 catches for 889 yards, 10 td","New Orleans Saints / 3rd / 95th pick / 2010"
"6","TE","Ben Watson",34,10,8,"20 catches for 136 yards, 2 td","New England Patriots / 1st / 32nd pick / 2004"
"7","LT","Terron Armstead",23,1,14,"","New Orleans Saints / 3rd / 75th pick / 2013"
"8","LG","Ben Grubbs",30,7,16,"","Baltimore Ravens / 1st / 29th pick / 2007"
"9","C","Jonathan Goodwin",36,12,14,"","New York Jets / 5th / 154th pick / 2002"
"10","RG","Jahri Evans*",31,8,16,"1 fumble recovered","New Orleans Saints / 4th / 108th pick / 2006"
"11","RT","Zach Strief",31,8,16,"1 fumble recovered","New Orleans Saints / 7th / 210th pick / 2006"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Akiem Hicks",25,2,14,"","New Orleans Saints / 3rd / 89th pick / 2012"
"14","DE","Cameron Jordan",25,3,16,"","New Orleans Saints / 1st / 24th pick / 2011"
"15","NT","Brodrick Bunkley",31,8,11,"","Philadelphia Eagles / 1st / 14th pick / 2006"
"16","LB","Junior Galette",26,4,13,"",""
"17","LB","Parys Haralson",30,8,12,"","San Francisco 49ers / 5th / 140th pick / 2006"
"18","LB","David Hawthorne",29,6,12,"",""
"19","LB","Curtis Lofton",28,6,16,"","Atlanta Falcons / 2nd / 37th pick / 2008"
"20","LCB","Keenan Lewis",28,5,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 3rd / 96th pick / 2009"
"21","SS","Kenny Vaccaro",23,1,14,"1.0 sacks, 2 interceptions, 0 fumbles recovered","New Orleans Saints / 1st / 15th pick / 2013"
