"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Tom Brady*",38,"15",16,"402 for 624, 4,770 yards, 36 td, 7 int, & 34 rushes for 53 yards and 3 td","New England Patriots / 6th / 199th pick / 2000"
"3","WR","Julian Edelman",29,"6",9,"61 catches for 692 yards, 7 td, & 3 rushes for 23 yards and 0 td","New England Patriots / 7th / 232nd pick / 2009"
"4","WR","Keshawn Martin",25,"3",8,"24 catches for 269 yards, 2 td, & 1 rush for 6 yards and 0 td","Houston Texans / 4th / 121st pick / 2012"
"5","TE","Rob Gronkowski*+",26,"5",15,"72 catches for 1,176 yards, 11 td","New England Patriots / 2nd / 42nd pick / 2010"
"6","LT","Sebastian Vollmer",31,"6",13,"","New England Patriots / 2nd / 58th pick / 2009"
"7","LG","Shaq Mason",22,"Rook",10,"","New England Patriots / 4th / 131st pick / 2015"
"8","C","David Andrews",23,"Rook",11,"",""
"9","RG","Tre' Jackson",23,"Rook",9,"","New England Patriots / 4th / 111th pick / 2015"
"10","","Defensive Starters",NA,"",NA,"",""
"11","DE","Chandler Jones*",25,"3",15,"","New England Patriots / 1st / 21st pick / 2012"
"12","DE","Rob Ninkovich",31,"9",16,"","New Orleans Saints / 5th / 135th pick / 2006"
"13","DT","Alan Branch",31,"8",15,"","Arizona Cardinals / 2nd / 33rd pick / 2007"
"14","DT","Malcom Brown",21,"Rook",12,"","New England Patriots / 1st / 32nd pick / 2015"
"15","LB","Jamie Collins*",26,"2",12,"","New England Patriots / 2nd / 52nd pick / 2013"
"16","LB","Dont'a Hightower",25,"3",12,"","New England Patriots / 1st / 25th pick / 2012"
"17","LB","Jerod Mayo",29,"7",8,"","New England Patriots / 1st / 10th pick / 2008"
"18","LCB","Malcolm Butler*",25,"1",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"19","RCB","Logan Ryan",24,"2",14,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 3rd / 83rd pick / 2013"
"20","S","Patrick Chung",28,"6",14,"","New England Patriots / 2nd / 34th pick / 2009"
"21","S","Devin McCourty",28,"5",14,"1.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 1st / 27th pick / 2010"
