"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","RB","Kevin Smith",22,"Rook",12,"238 rushes for 976 yards, 8 td, & 39 catches for 286 yards and 0 td","Detroit Lions / 3rd / 64th pick / 2008"
"3","FB","Moran Norris",30,"7",8,"1 rush for 1 yards, 0 td, & 4 catches for 16 yards and 0 td","New Orleans Saints / 4th / 115th pick / 2001"
"4","WR","Calvin Johnson",23,"1",16,"78 catches for 1,331 yards, 12 td, & 3 rushes for -1 yards and 0 td","Detroit Lions / 1st / 2nd pick / 2007"
"5","LT","Jeff Backus",31,"7",16,"1 fumble recovered","Detroit Lions / 1st / 18th pick / 2001"
"6","LG","Edwin Mulitalo",34,"9",11,"","Baltimore Ravens / 4th / 129th pick / 1999"
"7","C","Dominic Raiola",30,"7",12,"1 fumble recovered","Detroit Lions / 2nd / 50th pick / 2001"
"8","RG","Stephen Peterman",26,"3",14,"","Dallas Cowboys / 3rd / 83rd pick / 2004"
"9","RT","Gosder Cherilus",24,"Rook",13,"2 fumbles recovered","Detroit Lions / 1st / 17th pick / 2008"
"10","","Defensive Starters",NA,"",NA,"",""
"11","DE","Jared DeVries",32,"9",10,"","Detroit Lions / 3rd / 70th pick / 1999"
"12","DE","Dewayne White",29,"5",11,"","Tampa Bay Buccaneers / 2nd / 64th pick / 2003"
"13","DT","Cory Redding",28,"5",13,"","Detroit Lions / 3rd / 66th pick / 2003"
"14","NT","Chartric Darby",33,"7",15,"1.5 sacks, 0 interceptions, 1 fumble recovered",""
"15","MLB","Paris Lenon",31,"6",16,"1.5 sacks, 0 interceptions, 2 fumbles recovered",""
"16","LB","Ryan Nece",29,"6",10,"",""
"17","LB","Ernie Sims",24,"2",16,"","Detroit Lions / 1st / 9th pick / 2006"
"18","LCB","Brian Kelly",32,"10",10,"","Tampa Bay Buccaneers / 2nd / 45th pick / 1998"
"19","RCB","Leigh Bodden",27,"5",15,"0.0 sacks, 1 interception, 2 fumbles recovered",""
"20","SS","Daniel Bullocks",25,"2",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 2nd / 40th pick / 2006"
"21","FS","Kalvin Pearson",30,"6",10,"1.0 sacks, 0 interceptions, 2 fumbles recovered",""
