"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Carson Palmer",28,"3",16,"373 for 575, 4,131 yards, 26 td, 20 int, & 24 rushes for 10 yards and 0 td","Cincinnati Bengals / 1st / 1st pick / 2003"
"3","RB","Rudi Johnson",28,"6",9,"170 rushes for 497 yards, 3 td, & 13 catches for 110 yards and 1 td","Cincinnati Bengals / 4th / 100th pick / 2001"
"4","FB","Jeremi Johnson",27,"4",9,"7 rushes for 25 yards, 0 td, & 6 catches for 32 yards and 1 td","Cincinnati Bengals / 4th / 118th pick / 2003"
"5","WR","T.J. Houshmandzadeh*",30,"6",15,"112 catches for 1,143 yards, 12 td, & 5 rushes for 14 yards and 0 td","Cincinnati Bengals / 7th / 204th pick / 2001"
"6","WR","Chad Johnson*",29,"6",16,"93 catches for 1,440 yards, 8 td, & 6 rushes for 47 yards and 0 td","Cincinnati Bengals / 2nd / 36th pick / 2001"
"7","TE","Reggie Kelly",30,"8",15,"20 catches for 211 yards, 0 td","Atlanta Falcons / 2nd / 42nd pick / 1999"
"8","T","Stacy Andrews",26,"3",14,"","Cincinnati Bengals / 4th / 123rd pick / 2004"
"9","T","Levi Jones",28,"5",13,"","Cincinnati Bengals / 1st / 10th pick / 2002"
"10","LG","Andrew Whitworth",26,"1",16,"1 fumble recovered","Cincinnati Bengals / 2nd / 55th pick / 2006"
"11","C","Eric Ghiaciuc",26,"2",12,"","Cincinnati Bengals / 4th / 119th pick / 2005"
"12","RG","Bobbie Williams",31,"6",16,"2 fumbles recovered","Philadelphia Eagles / 2nd / 61st pick / 2000"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Robert Geathers",24,"3",16,"","Cincinnati Bengals / 4th / 117th pick / 2004"
"15","DE","Justin Smith",28,"6",16,"","Cincinnati Bengals / 1st / 4th pick / 2001"
"16","LDT","Domata Peko",23,"1",16,"1.5 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 4th / 123rd pick / 2006"
"17","RDT","John Thornton",31,"8",14,"1.0 sacks, 0 interceptions, 1 fumble recovered","Tennessee Titans / 2nd / 52nd pick / 1999"
"18","MLB","Landon Johnson",26,"3",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Cincinnati Bengals / 3rd / 96th pick / 2004"
"19","LB","Landon Johnson",26,"3",16,"","Cincinnati Bengals / 3rd / 96th pick / 2004"
"20","LB","Dhani Jones",29,"6",9,"","New York Giants / 6th / 177th pick / 2000"
"21","LCB","Deltha O'Neal",30,"7",8,"0.0 sacks, 1 interception, 1 fumble recovered","Denver Broncos / 1st / 15th pick / 2000"
"22","RCB","Leon Hall",23,"Rook",10,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 18th pick / 2007"
"23","RCB","Johnathan Joseph",23,"1",14,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 24th pick / 2006"
"24","SS","Dexter Jackson",30,"8",14,"0.5 sacks, 2 interceptions, 2 fumbles recovered","Tampa Bay Buccaneers / 4th / 113th pick / 1999"
"25","FS","Madieu Williams",26,"3",13,"2.0 sacks, 2 interceptions, 1 fumble recovered","Cincinnati Bengals / 2nd / 56th pick / 2004"
