"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Rick Mirer",24,"1",13,"195 for 381, 2,151 yards, 11 td, 7 int, & 34 rushes for 153 yards and 0 td","Seattle Seahawks / 1st / 2nd pick / 1993"
"3","RB","Chris Warren*",26,"4",15,"333 rushes for 1,545 yards, 9 td, & 41 catches for 323 yards and 2 td","Seattle Seahawks / 4th / 89th pick / 1990"
"4","FB","Tracy Johnson",28,"5",10,"12 rushes for 44 yards, 2 td, & 10 catches for 91 yards and 0 td","Houston Oilers / 10th / 271st pick / 1989"
"5","WR","Brian Blades",29,"6",16,"81 catches for 1,086 yards, 4 td, & 2 rushes for 32 yards and 0 td","Seattle Seahawks / 2nd / 49th pick / 1988"
"6","WR","Kelvin Martin",29,"7",15,"56 catches for 681 yards, 1 td","Dallas Cowboys / 4th / 95th pick / 1987"
"7","TE","Paul Green",28,"5",11,"30 catches for 208 yards, 1 td","Denver Broncos / 8th / 208th pick / 1989"
"8","LT","Ray Roberts",25,"2",14,"","Seattle Seahawks / 1st / 10th pick / 1992"
"9","LG","Jeff Blackshear",25,"1",16,"","Seattle Seahawks / 8th / 197th pick / 1993"
"10","C","Ray Donaldson",36,"14",16,"","Baltimore Colts / 2nd / 32nd pick / 1980"
"11","RG","Kevin Mawae",23,"Rook",11,"1 fumble recovered","Seattle Seahawks / 2nd / 36th pick / 1994"
"12","RT","Howard Ballard",31,"6",16,"","Buffalo Bills / 11th / 283rd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Antonio Edwards",24,"1",14,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 8th / 204th pick / 1993"
"15","LDT","Joe Nash",34,"12",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",""
"16","RDT","Cortez Kennedy*+",26,"4",16,"4.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 1st / 3rd pick / 1990"
"17","RDE","Brent Williams",30,"8",9,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 7th / 192nd pick / 1986"
"18","LLB","Terry Wooden",27,"4",15,"1.5 sacks, 3 interceptions, 2 fumbles recovered","Seattle Seahawks / 2nd / 29th pick / 1990"
"19","MLB","Rod Stephens",28,"5",16,"2.5 sacks, 0 interceptions, 2 fumbles recovered",""
"20","RLB","Rufus Porter",29,"6",15,"1.5 sacks, 1 interception, 0 fumbles recovered",""
"21","LCB","Carlton Gray",23,"1",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 30th pick / 1993"
"22","RCB","Orlando Watters",23,"Rook",8,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"23","SS","Robert Blackmon",27,"4",15,"0.0 sacks, 1 interception, 3 fumbles recovered","Seattle Seahawks / 2nd / 34th pick / 1990"
"24","FS","Eugene Robinson",31,"9",14,"1.0 sacks, 3 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Kasay",25,"3",0,"20 of 24 field goals & 25 of 26 extra points","Seattle Seahawks / 4th / 98th pick / 1991"
"27","P","Rick Tuten*",29,"5",0,"91 punts for a 42.9 average, 0 blocked",""
"28","PR","Kelvin Martin",29,"7",15,"33 punt returns for a 8.5 average and 0 td","Dallas Cowboys / 4th / 95th pick / 1987"
"29","KR","Michael Bates",25,"1",0,"26 kick returns for a 19.5 average and 0 td","Seattle Seahawks / 6th / 150th pick / 1992"
