"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","RB","Alfred Morris*",26,"2",16,"265 rushes for 1,074 yards, 8 td, & 17 catches for 155 yards and 0 td","Washington Redskins / 6th / 173rd pick / 2012"
"3","FB","Darrel Young",27,"4",10,"9 rushes for 22 yards, 3 td, & 11 catches for 81 yards and 2 td",""
"4","WR","Pierre Garcon",28,"6",14,"68 catches for 752 yards, 3 td","Indianapolis Colts / 6th / 205th pick / 2008"
"5","WR","DeSean Jackson",28,"6",13,"56 catches for 1,169 yards, 6 td, & 4 rushes for 7 yards and 0 td","Philadelphia Eagles / 2nd / 49th pick / 2008"
"6","TE","Logan Paulsen",27,"4",12,"13 catches for 78 yards, 1 td",""
"7","LT","Trent Williams*",26,"4",15,"","Washington Redskins / 1st / 4th pick / 2010"
"8","LG","Shawn Lauvao",27,"4",15,"","Cleveland Browns / 3rd / 92nd pick / 2010"
"9","C","Kory Lichtensteiger",29,"6",16,"2 fumbles recovered","Denver Broncos / 4th / 108th pick / 2008"
"10","RG","Chris Chester",31,"8",16,"1 fumble recovered","Baltimore Ravens / 2nd / 56th pick / 2006"
"11","RT","Tom Compton",25,"2",9,"","Washington Redskins / 6th / 193rd pick / 2012"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Jason Hatcher",32,"8",13,"","Dallas Cowboys / 3rd / 92nd pick / 2006"
"14","DE","Jarvis Jenkins",26,"3",14,"","Washington Redskins / 2nd / 41st pick / 2011"
"15","NT","Chris Baker",27,"5",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"16","LOLB","Ryan Kerrigan",26,"3",16,"13.5 sacks, 0 interceptions, 1 fumble recovered","Washington Redskins / 1st / 16th pick / 2011"
"17","MLB","Keenan Robinson",25,"2",13,"1.5 sacks, 1 interception, 1 fumble recovered","Washington Redskins / 4th / 119th pick / 2012"
"18","ROLB","Trent Murphy",24,"Rook",8,"2.5 sacks, 0 interceptions, 1 fumble recovered","Washington Redskins / 2nd / 47th pick / 2014"
"19","LB","Perry Riley",26,"4",14,"","Washington Redskins / 4th / 103rd pick / 2010"
"20","LCB","Bashaud Breeland",22,"Rook",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Washington Redskins / 4th / 102nd pick / 2014"
"21","RCB","David Amerson",23,"1",15,"","Washington Redskins / 2nd / 51st pick / 2013"
"22","SS","Brandon Meriweather",30,"7",10,"3.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 1st / 24th pick / 2007"
"23","FS","Ryan Clark",35,"12",15,"0.5 sacks, 1 interception, 2 fumbles recovered",""
