"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ryan Fitzpatrick",31,"8",9,"217 for 350, 2,454 yards, 14 td, 12 int, & 43 rushes for 225 yards and 3 td","St. Louis Rams / 7th / 250th pick / 2005"
"3","RB","Chris Johnson",28,"5",16,"279 rushes for 1,077 yards, 6 td, & 42 catches for 345 yards and 4 td","Tennessee Titans / 1st / 24th pick / 2008"
"4","WR","Nate Washington",30,"8",15,"58 catches for 919 yards, 3 td",""
"5","WR","Kendall Wright",24,"1",12,"94 catches for 1,079 yards, 2 td","Tennessee Titans / 1st / 20th pick / 2012"
"6","TE","Craig Stevens",29,"5",14,"2 catches for 5 yards, 0 td","Tennessee Titans / 3rd / 85th pick / 2008"
"7","TE","Delanie Walker",29,"7",11,"60 catches for 571 yards, 6 td","San Francisco 49ers / 6th / 175th pick / 2006"
"8","LT","Michael Roos",31,"8",16,"1 fumble recovered","Tennessee Titans / 2nd / 41st pick / 2005"
"9","LG","Andy Levitre",27,"4",16,"","Buffalo Bills / 2nd / 51st pick / 2009"
"10","C","Brian Schwenke",22,"Rook",9,"1 fumble recovered","Tennessee Titans / 4th / 107th pick / 2013"
"11","RG","Chance Warmack",22,"Rook",16,"1 fumble recovered","Tennessee Titans / 1st / 10th pick / 2013"
"12","RT","David Stewart",31,"7",12,"","Tennessee Titans / 4th / 113th pick / 2005"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Derrick Morgan",24,"3",14,"","Tennessee Titans / 1st / 16th pick / 2010"
"15","DE","Ropati Pitoitua",28,"4",13,"",""
"16","DT","Jurrell Casey",24,"2",14,"","Tennessee Titans / 3rd / 77th pick / 2011"
"17","DT","Sammie Lee Hill",27,"4",10,"","Detroit Lions / 4th / 115th pick / 2009"
"18","MLB","Moise Fokou",28,"4",12,"1.0 sacks, 0 interceptions, 1 fumble recovered","Philadelphia Eagles / 7th / 230th pick / 2009"
"19","LB","Akeem Ayers",24,"2",14,"","Tennessee Titans / 2nd / 39th pick / 2011"
"20","LB","Zach Brown",24,"1",13,"","Tennessee Titans / 2nd / 52nd pick / 2012"
"21","CB","Jason McCourty",26,"4",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Tennessee Titans / 6th / 203rd pick / 2009"
"22","CB","Alterraun Verner*",25,"3",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered","Tennessee Titans / 4th / 104th pick / 2010"
"23","SS","Bernard Pollard",29,"7",16,"0.5 sacks, 3 interceptions, 0 fumbles recovered","Kansas City Chiefs / 2nd / 54th pick / 2006"
"24","FS","Michael Griffin",28,"6",14,"0.0 sacks, 1 interception, 1 fumble recovered","Tennessee Titans / 1st / 19th pick / 2007"
