"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim McMahon",23,"Rook",7,"120 for 210, 1,501 yards, 9 td, 7 int, & 24 rushes for 105 yards and 1 td","Chicago Bears / 1st / 5th pick / 1982"
"3","RB","Walter Payton",28,"7",9,"148 rushes for 596 yards, 1 td, & 32 catches for 311 yards and 0 td","Chicago Bears / 1st / 4th pick / 1975"
"4","FB","Matt Suhey",24,"2",8,"70 rushes for 206 yards, 3 td, & 36 catches for 333 yards and 0 td","Chicago Bears / 2nd / 46th pick / 1980"
"5","WR","Brian Baschnagel",28,"6",9,"12 catches for 194 yards, 2 td","Chicago Bears / 3rd / 66th pick / 1976"
"6","WR","Ken Margerum",24,"1",9,"14 catches for 207 yards, 3 td","Chicago Bears / 3rd / 67th pick / 1981"
"7","TE","Emery Moorehead",28,"5",9,"30 catches for 363 yards, 5 td, & 2 rushes for 3 yards and 0 td","New York Giants / 6th / 153rd pick / 1977"
"8","LT","Phil McKinnely",28,"6",8,"","Atlanta Falcons / 9th / 246th pick / 1976"
"9","LG","Noah Jackson",31,"7",9,"","Baltimore Colts / 7th / 161st pick / 1974"
"10","C","Dan Neal",33,"9",9,"","Baltimore Colts / 11th / 270th pick / 1973"
"11","RG","Jeff Williams",27,"5",5,"","Los Angeles Rams / 5th / 134th pick / 1977"
"12","RT","Keith Van Horne",25,"1",9,"1 fumble recovered","Chicago Bears / 1st / 11th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Hartenstine",29,"7",9,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 31st pick / 1975"
"15","LDT","Jim Osborne",33,"10",9,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 7th / 182nd pick / 1972"
"16","RDT","Dan Hampton*",25,"3",9,"9.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 4th pick / 1979"
"17","RDE","Al Harris",26,"3",7,"3.5 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 9th pick / 1979"
"18","LLB","Otis Wilson",25,"2",9,"2.5 sacks, 2 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 19th pick / 1980"
"19","MLB","Mike Singletary",24,"1",9,"1.0 sacks, 0 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 38th pick / 1981"
"20","RLB","Gary Campbell",30,"5",9,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 10th / 291st pick / 1976"
"21","LCB","Terry Schmidt",30,"8",9,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New Orleans Saints / 5th / 121st pick / 1974"
"22","RCB","Leslie Frazier",23,"1",6,"1.0 sacks, 2 interceptions, 1 fumble recovered",""
"23","SS","Gary Fencik",28,"6",9,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Miami Dolphins / 10th / 281st pick / 1976"
"24","FS","Len Walterscheid",28,"5",8,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Roveto",24,"1",0,"4 of 13 field goals & 10 of 10 extra points",""
"27","P","Bob Parsons",32,"10",0,"58 punts for a 41.3 average, 0 blocked","Chicago Bears / 5th / 117th pick / 1972"
"28","PR","Dennis Gentry",23,"Rook",0,"17 punt returns for a 5.2 average and 0 td","Chicago Bears / 4th / 89th pick / 1982"
"29","KR","Rickey Watts",25,"3",0,"14 kick returns for a 23.6 average and 0 td","Chicago Bears / 2nd / 39th pick / 1979"
