"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chuck Long",24,"1",12,"232 for 416, 2,598 yards, 11 td, 20 int, & 22 rushes for 64 yards and 0 td","Detroit Lions / 1st / 12th pick / 1986"
"3","RB","Garry James",24,"1",7,"82 rushes for 270 yards, 4 td, & 16 catches for 215 yards and 0 td","Detroit Lions / 2nd / 29th pick / 1986"
"4","FB","James Jones",26,"4",11,"96 rushes for 342 yards, 0 td, & 34 catches for 262 yards and 0 td","Detroit Lions / 1st / 13th pick / 1983"
"5","WR","Jeff Chadwick",27,"4",8,"30 catches for 416 yards, 0 td, & 1 rush for -6 yards and 0 td",""
"6","WR","Pete Mandley",26,"3",12,"58 catches for 720 yards, 7 td, & 1 rush for 3 yards and 0 td","Detroit Lions / 2nd / 47th pick / 1984"
"7","TE","Rob Rubick",27,"5",8,"13 catches for 147 yards, 1 td","Detroit Lions / 12th / 326th pick / 1982"
"8","LT","Lomas Brown",24,"2",11,"","Detroit Lions / 1st / 6th pick / 1985"
"9","LG","Scott Barrows",24,"1",10,"1 fumble recovered",""
"10","C","Steve Mott",26,"4",11,"","Detroit Lions / 5th / 121st pick / 1983"
"11","RG","Kevin Glover",24,"2",9,"","Detroit Lions / 2nd / 34th pick / 1985"
"12","RT","Harvey Salem",26,"4",11,"","Houston Oilers / 2nd / 30th pick / 1983"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Eric Williams",25,"3",11,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 3rd / 62nd pick / 1984"
"15","NT","Jerry Ball",23,"Rook",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 3rd / 63rd pick / 1987"
"16","RDE","Keith Ferguson",28,"6",9,"6.0 sacks, 0 interceptions, 1 fumble recovered","San Diego Chargers / 5th / 131st pick / 1981"
"17","LOLB","Jimmy Williams",27,"5",12,"4.0 sacks, 2 interceptions, 2 fumbles recovered","Detroit Lions / 1st / 15th pick / 1982"
"18","LILB","Shelton Robinson",27,"5",12,"0.0 sacks, 0 interceptions, 2 fumbles recovered",""
"19","RILB","Dennis Gibson",23,"Rook",12,"1.0 sacks, 1 interception, 0 fumbles recovered","Detroit Lions / 8th / 203rd pick / 1987"
"20","ROLB","Mike Cofer",27,"4",11,"8.5 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 3rd / 67th pick / 1983"
"21","LCB","Duane Galloway",26,"2",7,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"22","RCB","Bruce McNorton",28,"5",12,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Detroit Lions / 4th / 96th pick / 1982"
"23","SS","James Griffin",26,"4",12,"1.0 sacks, 6 interceptions, 0 fumbles recovered","Cincinnati Bengals / 7th / 193rd pick / 1983"
"24","FS","Raphel Cherry",26,"2",10,"0.0 sacks, 1 interception, 0 fumbles recovered","Washington Redskins / 5th / 122nd pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Eddie Murray",31,"7",0,"20 of 32 field goals & 21 of 21 extra points","Detroit Lions / 7th / 166th pick / 1980"
"27","P","Jim Arnold*+",26,"4",0,"46 punts for a 43.6 average, 0 blocked","Kansas City Chiefs / 5th / 119th pick / 1983"
"28","PR","Pete Mandley",26,"3",12,"23 punt returns for a 10.9 average and 0 td","Detroit Lions / 2nd / 47th pick / 1984"
"29","KR","Gary Lee",22,"Rook",3,"32 kick returns for a 22.5 average and 0 td","Detroit Lions / 12th / 315th pick / 1987"
