"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brett Favre*+",27,"5",16,"325 for 543, 3,899 yards, 39 td, 13 int, & 49 rushes for 136 yards and 2 td","Atlanta Falcons / 2nd / 33rd pick / 1991"
"3","RB","Edgar Bennett",27,"4",15,"222 rushes for 899 yards, 2 td, & 31 catches for 176 yards and 1 td","Green Bay Packers / 4th / 103rd pick / 1992"
"4","FB","William Henderson",25,"1",11,"39 rushes for 130 yards, 0 td, & 27 catches for 203 yards and 1 td","Green Bay Packers / 3rd / 66th pick / 1995"
"5","WR","Robert Brooks",26,"4",7,"23 catches for 344 yards, 4 td, & 4 rushes for 2 yards and 0 td","Green Bay Packers / 3rd / 62nd pick / 1992"
"6","WR","Antonio Freeman",24,"1",12,"56 catches for 933 yards, 9 td","Green Bay Packers / 3rd / 90th pick / 1995"
"7","TE","Mark Chmura",27,"3",13,"28 catches for 370 yards, 0 td","Green Bay Packers / 6th / 157th pick / 1992"
"8","LT","John Michels",23,"Rook",9,"","Green Bay Packers / 1st / 27th pick / 1996"
"9","LG","Aaron Taylor",24,"1",16,"1 fumble recovered","Green Bay Packers / 1st / 16th pick / 1994"
"10","C","Frank Winters*",32,"9",16,"1 fumble recovered","Cleveland Browns / 10th / 276th pick / 1987"
"11","RG","Adam Timmerman",25,"1",16,"","Green Bay Packers / 7th / 230th pick / 1995"
"12","RT","Earl Dotson",26,"3",15,"1 fumble recovered","Green Bay Packers / 3rd / 81st pick / 1993"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Reggie White*",35,"11",16,"8.5 sacks, 1 interception, 3 fumbles recovered","Philadelphia Eagles / 1st / 4th pick / 1984 Supp"
"15","LDT","Gilbert Brown",25,"3",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 3rd / 79th pick / 1993"
"16","RDT","Santana Dotson",27,"4",15,"5.5 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 5th / 132nd pick / 1992"
"17","RDE","Sean Jones",34,"12",15,"5.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Raiders / 2nd / 51st pick / 1984"
"18","LLB","Wayne Simmons",27,"3",16,"2.5 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 1st / 15th pick / 1993"
"19","MLB","George Koonce",28,"4",16,"0.0 sacks, 3 interceptions, 1 fumble recovered",""
"20","RLB","Brian Williams",24,"1",16,"0.5 sacks, 0 interceptions, 3 fumbles recovered","Green Bay Packers / 3rd / 73rd pick / 1995"
"21","LCB","Craig Newsome",25,"1",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Green Bay Packers / 1st / 32nd pick / 1995"
"22","RCB","Doug Evans",26,"3",16,"3.0 sacks, 5 interceptions, 1 fumble recovered","Green Bay Packers / 6th / 141st pick / 1993"
"23","SS","LeRoy Butler*+",28,"6",16,"6.5 sacks, 5 interceptions, 2 fumbles recovered","Green Bay Packers / 2nd / 48th pick / 1990"
"24","FS","Eugene Robinson",33,"11",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Jacke",30,"7",0,"21 of 27 field goals & 51 of 53 extra points","Green Bay Packers / 6th / 142nd pick / 1989"
"27","P","Craig Hentrich",25,"2",0,"68 punts for a 42.4 average, 0 blocked","New York Jets / 8th / 200th pick / 1993"
"28","PR","Desmond Howard",26,"4",0,"58 punt returns for a 15.1 average and 3 td","Washington Redskins / 1st / 4th pick / 1992"
"29","KR","Desmond Howard",26,"4",0,"22 kick returns for a 20.9 average and 0 td","Washington Redskins / 1st / 4th pick / 1992"
