"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brian Sipe",34,"9",14,"291 for 496, 3,566 yards, 26 td, 23 int, & 26 rushes for 56 yards and 0 td","Cleveland Browns / 13th / 330th pick / 1972"
"3","RB","Mike Pruitt",29,"7",14,"293 rushes for 1,184 yards, 10 td, & 30 catches for 157 yards and 2 td","Cleveland Browns / 1st / 7th pick / 1976"
"4","WR","Bobby Jones",28,"5",11,"36 catches for 507 yards, 4 td, & 1 rush for 19 yards and 0 td",""
"5","WR","Dave Logan",29,"7",12,"37 catches for 627 yards, 2 td","Cleveland Browns / 3rd / 65th pick / 1976"
"6","TE","Harry Holt",26,"Rook",11,"29 catches for 420 yards, 3 td, & 3 rushes for 8 yards and 0 td",""
"7","TE","Ozzie Newsome",27,"5",16,"89 catches for 970 yards, 6 td","Cleveland Browns / 1st / 23rd pick / 1978"
"8","LT","Doug Dieken",34,"12",16,"","Cleveland Browns / 6th / 142nd pick / 1971"
"9","LG","Robert Jackson",30,"8",16,"",""
"10","C","Mike Baab",24,"1",15,"","Cleveland Browns / 5th / 115th pick / 1982"
"11","RG","Joe DeLamielleure",32,"10",16,"","Buffalo Bills / 1st / 26th pick / 1973"
"12","RT","Cody Risien",26,"4",16,"","Cleveland Browns / 7th / 183rd pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Reggie Camp",22,"Rook",16,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 68th pick / 1983"
"15","NT","Bob Golic",26,"4",16,"3.5 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 2nd / 52nd pick / 1979"
"16","RDE","Keith Baldwin",23,"1",9,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 2nd / 31st pick / 1982"
"17","LOLB","Chip Banks*+",24,"1",16,"4.0 sacks, 3 interceptions, 1 fumble recovered","Cleveland Browns / 1st / 3rd pick / 1982"
"18","LILB","Scott Nicolas",23,"1",8,"","Cleveland Browns / 12th / 310th pick / 1982"
"19","RILB","Tom Cousineau",26,"1",16,"4.0 sacks, 4 interceptions, 2 fumbles recovered","Buffalo Bills / 1st / 1st pick / 1979"
"20","ROLB","Clay Matthews",27,"5",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 12th pick / 1978"
"21","LCB","Larry Braziel",29,"4",7,"","Baltimore Colts / 5th / 115th pick / 1979"
"22","RCB","Hanford Dixon",25,"2",15,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 22nd pick / 1981"
"23","SS","Clinton Burrell",27,"4",11,"0.0 sacks, 2 interceptions, 1 fumble recovered","Cleveland Browns / 6th / 151st pick / 1979"
"24","FS","Mike Whitwell",25,"1",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Cleveland Browns / 6th / 162nd pick / 1982"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Bahr",27,"4",0,"21 of 24 field goals & 38 of 40 extra points","Pittsburgh Steelers / 6th / 165th pick / 1979"
"27","P","Jeff Gossett",26,"2",0,"70 punts for a 40.8 average, 0 blocked",""
"28","PR","Dino Hall",28,"4",0,"39 punt returns for a 7.3 average and 0 td",""
"29","KR","Dwight Walker",24,"1",0,"29 kick returns for a 21.6 average and 0 td","Cleveland Browns / 4th / 87th pick / 1982"
