"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kent Graham",31,"7",9,"160 for 271, 1,697 yards, 9 td, 9 int, & 35 rushes for 132 yards and 1 td","New York Giants / 8th / 211th pick / 1992"
"3","WR","Ike Hilliard",23,"2",16,"72 catches for 996 yards, 3 td, & 3 rushes for 16 yards and 0 td","New York Giants / 1st / 7th pick / 1997"
"4","WR","Amani Toomer",25,"3",16,"79 catches for 1,183 yards, 6 td, & 1 rush for 4 yards and 0 td","New York Giants / 2nd / 34th pick / 1996"
"5","TE","Howard Cross",32,"10",15,"9 catches for 55 yards, 0 td","New York Giants / 6th / 158th pick / 1989"
"6","LT","Roman Oben",27,"3",16,"2 fumbles recovered","New York Giants / 3rd / 66th pick / 1996"
"7","LG","Luke Petitgout",23,"Rook",8,"","New York Giants / 1st / 19th pick / 1999"
"8","C","Brian Williams",33,"10",12,"","New York Giants / 1st / 18th pick / 1989"
"9","RG","Ron Stone",28,"5",16,"","Dallas Cowboys / 4th / 96th pick / 1993"
"10","RT","Scott Gragg",27,"4",16,"1 fumble recovered","New York Giants / 2nd / 54th pick / 1995"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Cedric Jones",25,"3",16,"","New York Giants / 1st / 5th pick / 1996"
"13","DE","Michael Strahan*",28,"6",16,"","New York Giants / 2nd / 40th pick / 1993"
"14","RDT","Keith Hamilton",28,"7",16,"4.0 sacks, 0 interceptions, 2 fumbles recovered","New York Giants / 4th / 99th pick / 1992"
"15","MLB","Corey Widmer",31,"7",13,"3.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 7th / 180th pick / 1992"
"16","LB","Jessie Armstead*",29,"6",16,"","New York Giants / 8th / 207th pick / 1993"
"17","LB","Ryan Phillips",25,"2",16,"","New York Giants / 3rd / 68th pick / 1997"
"18","RCB","Phillippi Sparks",30,"7",11,"0.0 sacks, 1 interception, 1 fumble recovered","New York Giants / 2nd / 41st pick / 1992"
"19","SS","Sam Garnes",25,"2",16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","New York Giants / 5th / 136th pick / 1997"
"20","FS","Percy Ellsworth",25,"3",14,"0.0 sacks, 6 interceptions, 1 fumble recovered",""
