"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Mark Sanchez",24,1,16,"278 for 507, 3,291 yards, 17 td, 13 int, & 30 rushes for 105 yards and 3 td","New York Jets / 1st / 5th pick / 2009"
"3","RB","LaDainian Tomlinson",31,9,13,"219 rushes for 914 yards, 6 td, & 52 catches for 368 yards and 0 td","San Diego Chargers / 1st / 5th pick / 2001"
"4","FB","Tony Richardson",39,15,10,"5 rushes for 13 yards, 0 td, & 5 catches for 31 yards and 0 td",""
"5","WR","Braylon Edwards",27,5,15,"53 catches for 904 yards, 7 td, & 1 rush for 4 yards and 0 td","Cleveland Browns / 1st / 3rd pick / 2005"
"6","WR","Santonio Holmes",26,4,10,"52 catches for 746 yards, 6 td, & 2 rushes for 17 yards and 0 td","Pittsburgh Steelers / 1st / 25th pick / 2006"
"7","TE","Dustin Keller",26,2,13,"55 catches for 687 yards, 5 td","New York Jets / 1st / 30th pick / 2008"
"8","LT","D'Brickashaw Ferguson*",27,4,16,"1 fumble recovered","New York Jets / 1st / 4th pick / 2006"
"9","T","Mike DeVito",26,3,11,"",""
"10","LG","Matt Slauson",24,1,16,"","New York Jets / 6th / 193rd pick / 2009"
"11","C","Nick Mangold*+",26,4,16,"","New York Jets / 1st / 29th pick / 2006"
"12","RG","Brandon Moore",30,7,16,"2 fumbles recovered",""
"13","RT","Damien Woody",33,11,13,"1 fumble recovered","New England Patriots / 1st / 17th pick / 1999"
"14","","Defensive Starters",NA,NA,NA,"",""
"15","DE","Shaun Ellis",33,10,15,"","New York Jets / 1st / 12th pick / 2000"
"16","NT","Sione Pouha",31,5,15,"2.0 sacks, 0 interceptions, 3 fumbles recovered","New York Jets / 3rd / 88th pick / 2005"
"17","MLB","David Harris",26,3,16,"3.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 2nd / 47th pick / 2007"
"18","LB","Calvin Pace",30,7,11,"","Arizona Cardinals / 1st / 18th pick / 2003"
"19","LB","Bart Scott",30,8,16,"",""
"20","LB","Bryan Thomas",31,8,12,"","New York Jets / 1st / 22nd pick / 2002"
"21","CB","Antonio Cromartie",26,4,15,"0.0 sacks, 3 interceptions, 1 fumble recovered","San Diego Chargers / 1st / 19th pick / 2006"
"22","CB","Darrelle Revis*+",25,3,13,"0.0 sacks, 0 interceptions, 2 fumbles recovered","New York Jets / 1st / 14th pick / 2007"
"23","S","Jim Leonhard",28,5,11,"0.0 sacks, 1 interception, 1 fumble recovered",""
"24","S","Brodney Pool",26,5,12,"1.0 sacks, 1 interception, 1 fumble recovered","Cleveland Browns / 2nd / 34th pick / 2005"
