"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","JaMarcus Russell",24,"2",9,"120 for 246, 1,287 yards, 3 td, 11 int, & 18 rushes for 44 yards and 0 td","Oakland Raiders / 1st / 1st pick / 2007"
"3","WR","Darrius Heyward-Bey",22,"Rook",11,"9 catches for 124 yards, 1 td, & 2 rushes for 19 yards and 0 td","Oakland Raiders / 1st / 7th pick / 2009"
"4","WR","Louis Murphy",22,"Rook",9,"34 catches for 521 yards, 4 td, & 6 rushes for 31 yards and 0 td","Oakland Raiders / 4th / 124th pick / 2009"
"5","WR","Chaz Schilens",24,"1",8,"29 catches for 365 yards, 2 td","Oakland Raiders / 7th / 226th pick / 2008"
"6","TE","Zach Miller",24,"2",15,"66 catches for 805 yards, 3 td","Oakland Raiders / 2nd / 38th pick / 2007"
"7","LT","Mario Henderson",25,"2",16,"1 fumble recovered","Oakland Raiders / 3rd / 91st pick / 2007"
"8","C","Samson Satele",25,"2",12,"","Miami Dolphins / 2nd / 60th pick / 2007"
"9","RG","Cooper Carlisle",32,"9",16,"2 fumbles recovered","Denver Broncos / 4th / 112th pick / 2000"
"10","RT","Cornell Green",33,"7",12,"",""
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Greg Ellis",34,"11",14,"","Dallas Cowboys / 1st / 8th pick / 1998"
"13","DE","Richard Seymour",30,"8",16,"","New England Patriots / 1st / 6th pick / 2001"
"14","DT","Tommy Kelly",29,"5",16,"",""
"15","DT","Gerard Warren",31,"8",16,"","Cleveland Browns / 1st / 3rd pick / 2001"
"16","MLB","Kirk Morrison",27,"4",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Oakland Raiders / 3rd / 78th pick / 2005"
"17","LB","Thomas Howard",26,"3",15,"","Oakland Raiders / 2nd / 38th pick / 2006"
"18","CB","Nnamdi Asomugha*",28,"6",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Oakland Raiders / 1st / 31st pick / 2003"
"19","CB","Chris Johnson",30,"4",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Green Bay Packers / 7th / 245th pick / 2003"
"20","SS","Tyvon Branch",23,"1",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 4th / 100th pick / 2008"
"21","FS","Michael Huff",26,"3",12,"0.5 sacks, 3 interceptions, 1 fumble recovered","Oakland Raiders / 1st / 7th pick / 2006"
