"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Miller",31,"7",8,"180 for 314, 1,944 yards, 13 td, 9 int, & 13 rushes for 11 yards and 0 td","Pittsburgh Steelers / 6th / 178th pick / 1994"
"3","RB","Anthony Thomas",25,"1",12,"214 rushes for 721 yards, 6 td, & 24 catches for 163 yards and 0 td","Chicago Bears / 2nd / 38th pick / 2001"
"4","FB","Daimon Shelton",30,"5",8,"0 rushes for 0 yards, 0 td, & 7 catches for 34 yards and 0 td","Jacksonville Jaguars / 6th / 184th pick / 1997"
"5","WR","Marty Booker*",26,"3",16,"97 catches for 1,189 yards, 6 td","Chicago Bears / 3rd / 78th pick / 1999"
"6","WR","Dez White",23,"2",14,"51 catches for 656 yards, 4 td, & 3 rushes for 11 yards and 0 td","Chicago Bears / 3rd / 69th pick / 2000"
"7","TE","John Davis",29,"5",8,"20 catches for 193 yards, 3 td","Dallas Cowboys / 5th / 2nd pick / 1994 Supp"
"8","C","Olin Kreutz*",25,"4",15,"","Chicago Bears / 3rd / 64th pick / 1998"
"9","RG","Chris Villarrial",29,"6",15,"","Chicago Bears / 5th / 152nd pick / 1996"
"10","RT","James Williams",34,"11",16,"",""
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Alex Brown",23,"Rook",9,"","Chicago Bears / 4th / 104th pick / 2002"
"13","DE","Phillip Daniels",29,"6",13,"","Seattle Seahawks / 4th / 99th pick / 1996"
"14","RDT","Keith Traylor",33,"11",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Denver Broncos / 3rd / 61st pick / 1991"
"15","MLB","Brian Urlacher*+",24,"2",16,"4.5 sacks, 1 interception, 2 fumbles recovered","Chicago Bears / 1st / 9th pick / 2000"
"16","LB","Rosevelt Colvin",25,"3",15,"","Chicago Bears / 4th / 111th pick / 1999"
"17","LB","Bobbie Howard",25,"1",9,"",""
"18","LCB","R.W. McQuarters",26,"4",9,"0.0 sacks, 1 interception, 1 fumble recovered","San Francisco 49ers / 1st / 28th pick / 1998"
"19","RCB","Jerry Azumah",25,"3",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 5th / 147th pick / 1999"
"20","SS","Michael Green",26,"2",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Chicago Bears / 7th / 254th pick / 2000"
"21","FS","Mike Brown",24,"2",15,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Chicago Bears / 2nd / 39th pick / 2000"
