"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Cassel*",28,"5",15,"262 for 450, 3,116 yards, 27 td, 7 int, & 33 rushes for 125 yards and 0 td","New England Patriots / 7th / 230th pick / 2005"
"3","RB","Thomas Jones",32,"10",10,"245 rushes for 896 yards, 6 td, & 14 catches for 122 yards and 0 td","Arizona Cardinals / 1st / 7th pick / 2000"
"4","WR","Dwayne Bowe*",26,"3",16,"72 catches for 1,162 yards, 15 td, & 1 rush for 4 yards and 0 td","Kansas City Chiefs / 1st / 23rd pick / 2007"
"5","TE","Tony Moeaki",23,"Rook",15,"47 catches for 556 yards, 3 td","Kansas City Chiefs / 3rd / 93rd pick / 2010"
"6","LT","Branden Albert",26,"2",15,"1 fumble recovered","Kansas City Chiefs / 1st / 15th pick / 2008"
"7","LG","Brian Waters*",33,"10",16,"",""
"8","C","Casey Wiegmann",37,"13",16,"2 fumbles recovered",""
"9","RG","Ryan Lilja",29,"6",15,"",""
"10","RT","Barry Richardson",24,"2",16,"","Kansas City Chiefs / 6th / 170th pick / 2008"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Glenn Dorsey",25,"2",16,"","Kansas City Chiefs / 1st / 5th pick / 2008"
"13","DE","Shaun Smith",29,"6",10,"",""
"14","NT","Ron Edwards",31,"9",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 3rd / 76th pick / 2001"
"15","LOLB","Mike Vrabel",35,"13",16,"","Pittsburgh Steelers / 3rd / 91st pick / 1997"
"16","LILB","Jovan Belcher",23,"1",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RILB","Derrick Johnson",28,"5",16,"1.0 sacks, 1 interception, 1 fumble recovered","Kansas City Chiefs / 1st / 15th pick / 2005"
"18","ROLB","Tamba Hali",27,"4",16,"14.5 sacks, 0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 1st / 20th pick / 2006"
"19","LCB","Brandon Flowers",24,"2",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Kansas City Chiefs / 2nd / 35th pick / 2008"
"20","RCB","Brandon Carr",24,"2",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Kansas City Chiefs / 5th / 140th pick / 2008"
"21","SS","Eric Berry*",22,"Rook",16,"2.0 sacks, 4 interceptions, 0 fumbles recovered","Kansas City Chiefs / 1st / 5th pick / 2010"
"22","FS","Kendrick Lewis",22,"Rook",10,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Kansas City Chiefs / 5th / 136th pick / 2010"
