"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jack Trudeau",27,"3",12,"190 for 362, 2,317 yards, 15 td, 13 int, & 35 rushes for 91 yards and 2 td","Indianapolis Colts / 2nd / 47th pick / 1986"
"3","RB","Eric Dickerson*",29,"6",14,"314 rushes for 1,311 yards, 7 td, & 30 catches for 211 yards and 1 td","Los Angeles Rams / 1st / 2nd pick / 1983"
"4","FB","Albert Bentley",29,"4",8,"75 rushes for 299 yards, 1 td, & 52 catches for 525 yards and 3 td","Indianapolis Colts / 2nd / 35th pick / 1984 Supp"
"5","WR","Bill Brooks",25,"3",16,"63 catches for 919 yards, 4 td, & 2 rushes for -3 yards and 0 td","Indianapolis Colts / 4th / 86th pick / 1986"
"6","WR","Andre Rison",22,"Rook",13,"52 catches for 820 yards, 4 td, & 3 rushes for 18 yards and 0 td","Indianapolis Colts / 1st / 22nd pick / 1989"
"7","TE","Pat Beach",30,"7",13,"14 catches for 87 yards, 2 td","Baltimore Colts / 6th / 140th pick / 1982"
"8","LT","Chris Hinton*",28,"6",14,"2 fumbles recovered","Denver Broncos / 1st / 4th pick / 1983"
"9","LG","Randy Dixon",24,"2",16,"1 fumble recovered","Indianapolis Colts / 4th / 85th pick / 1987"
"10","C","Ray Donaldson*",31,"9",16,"1 fumble recovered","Baltimore Colts / 2nd / 32nd pick / 1980"
"11","RG","Ben Utt",30,"7",16,"",""
"12","RT","Kevin Call",28,"5",15,"1 fumble recovered","Indianapolis Colts / 5th / 130th pick / 1984"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Donnell Thompson",31,"8",16,"7.0 sacks, 0 interceptions, 2 fumbles recovered","Baltimore Colts / 1st / 18th pick / 1981"
"15","NT","Harvey Armstrong",30,"7",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 7th / 190th pick / 1982"
"16","RDE","Jon Hand",26,"3",15,"10.0 sacks, 0 interceptions, 2 fumbles recovered","Indianapolis Colts / 1st / 4th pick / 1986"
"17","LOLB","Chip Banks",30,"7",10,"1.0 sacks, 2 interceptions, 1 fumble recovered","Cleveland Browns / 1st / 3rd pick / 1982"
"18","LILB","Jeff Herrod",23,"1",14,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Indianapolis Colts / 9th / 243rd pick / 1988"
"19","RILB","Fredd Young",28,"5",15,"2.0 sacks, 2 interceptions, 0 fumbles recovered","Seattle Seahawks / 3rd / 76th pick / 1984"
"20","ROLB","Duane Bickett",27,"4",16,"8.0 sacks, 1 interception, 3 fumbles recovered","Indianapolis Colts / 1st / 5th pick / 1985"
"21","LCB","Chris Goode",26,"2",8,"","Indianapolis Colts / 10th / 253rd pick / 1987"
"22","RCB","Eugene Daniel",28,"5",14,"0.0 sacks, 1 interception, 1 fumble recovered","Indianapolis Colts / 8th / 205th pick / 1984"
"23","SS","Michael Ball",25,"1",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 4th / 104th pick / 1988"
"24","FS","Mike Prior",26,"4",16,"0.0 sacks, 6 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 7th / 176th pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Dean Biasucci",27,"5",0,"21 of 27 field goals & 31 of 32 extra points",""
"27","P","Rohn Stark",30,"7",0,"79 punts for a 42.9 average, 1 blocked","Baltimore Colts / 2nd / 34th pick / 1982"
"28","PR","Clarence Verdin",26,"3",7,"23 punt returns for a 12.9 average and 1 td","Washington Redskins / 3rd / 83rd pick / 1984 Supp"
"29","KR","Clarence Verdin",26,"3",7,"19 kick returns for a 19.5 average and 0 td","Washington Redskins / 3rd / 83rd pick / 1984 Supp"
