"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dak Prescott",23,"Rook",14,"292 for 431, 3,418 yards, 20 td, 4 int, & 52 rushes for 238 yards and 6 td","Dallas Cowboys / 4th / 135th pick / 2016"
"3","RB","Ezekiel Elliott",21,"Rook",14,"310 rushes for 1,551 yards, 13 td, & 31 catches for 351 yards and 1 td","Dallas Cowboys / 1st / 4th pick / 2016"
"4","WR","Dez Bryant",28,"6",11,"46 catches for 726 yards, 6 td","Dallas Cowboys / 1st / 24th pick / 2010"
"5","WR","Terrance Williams",27,"3",13,"37 catches for 500 yards, 3 td","Dallas Cowboys / 3rd / 74th pick / 2013"
"6","TE","Jason Witten",34,"13",14,"66 catches for 630 yards, 2 td","Dallas Cowboys / 3rd / 69th pick / 2003"
"7","T","Doug Free",32,"9",14,"","Dallas Cowboys / 4th / 122nd pick / 2007"
"8","T","Tyron Smith",26,"5",12,"","Dallas Cowboys / 1st / 9th pick / 2011"
"9","G","Ronald Leary",27,"4",11,"",""
"10","G","Zack Martin",26,"2",14,"","Dallas Cowboys / 1st / 16th pick / 2014"
"11","C","Travis Frederick",25,"3",14,"","Dallas Cowboys / 1st / 31st pick / 2013"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Jack Crawford",28,"4",10,"","Oakland Raiders / 5th / 158th pick / 2012"
"14","DT","Maliek Collins",21,"Rook",12,"","Dallas Cowboys / 3rd / 67th pick / 2016"
"15","DT","Tyrone Crawford",27,"4",13,"","Dallas Cowboys / 3rd / 81st pick / 2012"
"16","DT","Terrell McClain",28,"5",14,"","Carolina Panthers / 3rd / 65th pick / 2011"
"17","LB","Anthony Hitchens",24,"2",14,"","Dallas Cowboys / 4th / 119th pick / 2014"
"18","LB","Sean Lee",30,"6",14,"","Dallas Cowboys / 2nd / 55th pick / 2010"
"19","CB","Brandon Carr",30,"8",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Kansas City Chiefs / 5th / 140th pick / 2008"
"20","S","Barry Church",28,"6",10,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"21","S","Byron Jones",24,"1",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 1st / 27th pick / 2015"
