"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Vinny Testaverde",32,"8",12,"241 for 392, 2,883 yards, 17 td, 10 int, & 18 rushes for 62 yards and 2 td","Tampa Bay Buccaneers / 1st / 1st pick / 1987"
"3","RB","Leroy Hoard",27,"5",12,"136 rushes for 547 yards, 0 td, & 13 catches for 103 yards and 0 td","Cleveland Browns / 2nd / 45th pick / 1990"
"4","WR","Michael Jackson",26,"4",10,"44 catches for 714 yards, 9 td","Cleveland Browns / 6th / 141st pick / 1991"
"5","WR","Andre Rison",28,"6",14,"47 catches for 701 yards, 3 td, & 2 rushes for 0 yards and 0 td","Indianapolis Colts / 1st / 22nd pick / 1989"
"6","TE","Frank Hartley",28,"1",13,"11 catches for 137 yards, 1 td",""
"7","TE","Brian Kinchen",30,"7",12,"20 catches for 216 yards, 0 td","Miami Dolphins / 12th / 320th pick / 1988"
"8","LT","Tony Jones",29,"7",16,"1 fumble recovered",""
"9","LG","Wally Williams",24,"2",16,"",""
"10","C","Steve Everitt",25,"2",14,"1 fumble recovered","Cleveland Browns / 1st / 14th pick / 1993"
"11","RG","Bob Dahl",27,"3",16,"","Cincinnati Bengals / 3rd / 72nd pick / 1991"
"12","RT","Orlando Brown",25,"1",16,"1 fumble recovered",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Rob Burnett",28,"5",16,"7.5 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 5th / 129th pick / 1990"
"15","LDT","Tim Goad",29,"7",13,"0.0 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 4th / 87th pick / 1988"
"16","RDT","Dan Footman",26,"2",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 2nd / 42nd pick / 1993"
"17","RDE","Anthony Pleasant",27,"5",16,"8.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 73rd pick / 1990"
"18","LLB","Carl Banks",33,"11",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 1st / 3rd pick / 1984"
"19","MLB","Pepper Johnson",31,"9",16,"2.0 sacks, 2 interceptions, 0 fumbles recovered","New York Giants / 2nd / 51st pick / 1986"
"20","RLB","Gerald Dixon",26,"2",9,"0.0 sacks, 2 interceptions, 1 fumble recovered","Cleveland Browns / 3rd / 78th pick / 1992"
"21","LCB","Antonio Langham",23,"1",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 9th pick / 1994"
"22","RCB","Don Griffin",31,"9",16,"0.0 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 6th / 162nd pick / 1986"
"23","SS","Stevon Moore",28,"5",16,"1.0 sacks, 5 interceptions, 0 fumbles recovered","New York Jets / 7th / 181st pick / 1989"
"24","FS","Eric Turner",27,"4",8,"","Cleveland Browns / 1st / 2nd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Stover",27,"4",0,"29 of 33 field goals & 26 of 26 extra points","New York Giants / 12th / 329th pick / 1990"
"27","P","Tom Tupa",29,"7",0,"65 punts for a 43.6 average, 0 blocked","Phoenix Cardinals / 3rd / 68th pick / 1988"
"28","PR","Keenan McCardell",25,"3",5,"13 punt returns for a 7.2 average and 0 td","Washington Redskins / 12th / 326th pick / 1991"
"29","KR","Earnest Hunter",25,"Rook",0,"23 kick returns for a 22.1 average and 0 td",""
