"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ken Stabler",38,"13",14,"176 for 311, 1,988 yards, 9 td, 18 int, & 9 rushes for -14 yards and 0 td","Oakland Raiders / 2nd / 52nd pick / 1968"
"3","RB","George Rogers",25,"2",12,"256 rushes for 1,144 yards, 5 td, & 12 catches for 69 yards and 0 td","New Orleans Saints / 1st / 1st pick / 1981"
"4","FB","Hokie Gajan",24,"1",12,"81 rushes for 415 yards, 4 td, & 17 catches for 130 yards and 0 td","New Orleans Saints / 10th / 249th pick / 1981"
"5","WR","Eugene Goodlow",25,"Rook",7,"41 catches for 487 yards, 2 td, & 1 rush for 3 yards and 0 td","New Orleans Saints / 3rd / 66th pick / 1982"
"6","WR","Jeff Groth",26,"4",14,"49 catches for 585 yards, 1 td, & 1 rush for 15 yards and 0 td","Miami Dolphins / 8th / 206th pick / 1979"
"7","TE","Hoby Brenner",24,"2",16,"41 catches for 574 yards, 3 td","New Orleans Saints / 3rd / 71st pick / 1981"
"8","LT","Dave Lafary",28,"6",16,"1 fumble recovered","New Orleans Saints / 5th / 118th pick / 1977"
"9","LG","Brad Edelman",23,"1",16,"","New Orleans Saints / 2nd / 30th pick / 1982"
"10","C","John Hill",33,"11",16,"","New York Giants / 6th / 132nd pick / 1972"
"11","RG","Louis Oubre",25,"1",16,"","New Orleans Saints / 5th / 112th pick / 1981"
"12","RT","Stan Brock",25,"3",16,"1 fumble recovered","New Orleans Saints / 1st / 12th pick / 1980"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Bruce Clark",25,"1",15,"4.5 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 1st / 4th pick / 1980"
"15","NT","Derland Moore",32,"10",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 29th pick / 1973"
"16","RDE","Jim Wilks",25,"2",16,"8.0 sacks, 0 interceptions, 1 fumble recovered","New Orleans Saints / 12th / 305th pick / 1981"
"17","LOLB","Rickey Jackson*",25,"2",16,"12.0 sacks, 1 interception, 2 fumbles recovered","New Orleans Saints / 2nd / 51st pick / 1981"
"18","LILB","Jim Kovach",27,"4",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 4th / 93rd pick / 1979"
"19","RILB","Dirt Winston",28,"6",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 5th / 132nd pick / 1977"
"20","ROLB","Whitney Paul",30,"7",15,"5.5 sacks, 2 interceptions, 0 fumbles recovered","Kansas City Chiefs / 10th / 277th pick / 1976"
"21","LCB","Dave Waymer",25,"3",16,"0.0 sacks, 0 interceptions, 3 fumbles recovered","New Orleans Saints / 2nd / 41st pick / 1980"
"22","RCB","Johnnie Poe",24,"2",16,"0.0 sacks, 7 interceptions, 2 fumbles recovered","New Orleans Saints / 6th / 144th pick / 1981"
"23","SS","Russell Gary",24,"2",14,"0.0 sacks, 3 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 29th pick / 1981"
"24","FS","Frank Wattelet",25,"2",16,"0.0 sacks, 2 interceptions, 3 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Morten Andersen",23,"1",0,"18 of 24 field goals & 37 of 38 extra points","New Orleans Saints / 4th / 86th pick / 1982"
"27","P","Russell Erxleben",26,"4",0,"74 punts for a 41.0 average, 0 blocked","New Orleans Saints / 1st / 11th pick / 1979"
"28","PR","Jeff Groth",26,"4",14,"39 punt returns for a 7.1 average and 0 td","Miami Dolphins / 8th / 206th pick / 1979"
"29","KR","Kenny Duckett",24,"1",1,"33 kick returns for a 21.8 average and 0 td","New Orleans Saints / 3rd / 68th pick / 1982"
