"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Miller",30,"6",13,"228 for 395, 2,299 yards, 13 td, 10 int, & 29 rushes for -19 yards and 0 td","Pittsburgh Steelers / 6th / 178th pick / 1994"
"3","RB","Anthony Thomas",24,"Rook",10,"278 rushes for 1,183 yards, 7 td, & 22 catches for 178 yards and 0 td","Chicago Bears / 2nd / 38th pick / 2001"
"4","FB","Daimon Shelton",29,"4",9,"0 rushes for 0 yards, 0 td, & 12 catches for 76 yards and 1 td","Jacksonville Jaguars / 6th / 184th pick / 1997"
"5","WR","Marty Booker",25,"2",16,"100 catches for 1,071 yards, 8 td, & 4 rushes for 8 yards and 0 td","Chicago Bears / 3rd / 78th pick / 1999"
"6","TE","Fred Baxter",30,"8",14,"22 catches for 148 yards, 2 td","New York Jets / 5th / 115th pick / 1993"
"7","LT","Blake Brockermeyer",28,"6",16,"2 fumbles recovered","Carolina Panthers / 1st / 29th pick / 1995"
"8","LG","Rex Tucker",25,"2",16,"","Chicago Bears / 3rd / 66th pick / 1999"
"9","C","Olin Kreutz*",24,"3",16,"","Chicago Bears / 3rd / 64th pick / 1998"
"10","RG","Chris Villarrial",28,"5",16,"","Chicago Bears / 5th / 152nd pick / 1996"
"11","RT","James Williams*",33,"10",16,"",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Phillip Daniels",28,"5",16,"","Seattle Seahawks / 4th / 99th pick / 1996"
"14","DE","Bryan Robinson",27,"4",16,"",""
"15","LDT","Ted Washington*+",33,"10",15,"1.5 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 25th pick / 1991"
"16","RDT","Keith Traylor",32,"10",15,"2.0 sacks, 1 interception, 0 fumbles recovered","Denver Broncos / 3rd / 61st pick / 1991"
"17","MLB","Brian Urlacher*+",23,"1",16,"6.0 sacks, 3 interceptions, 2 fumbles recovered","Chicago Bears / 1st / 9th pick / 2000"
"18","LB","Rosevelt Colvin",24,"2",13,"","Chicago Bears / 4th / 111th pick / 1999"
"19","LB","Warrick Holdman",26,"2",15,"","Chicago Bears / 4th / 106th pick / 1999"
"20","LCB","Walt Harris",27,"5",14,"0.0 sacks, 1 interception, 2 fumbles recovered","Chicago Bears / 1st / 13th pick / 1996"
"21","RCB","R.W. McQuarters",25,"3",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 28th pick / 1998"
"22","SS","Tony Parrish",26,"3",16,"1.0 sacks, 3 interceptions, 2 fumbles recovered","Chicago Bears / 2nd / 35th pick / 1998"
"23","FS","Mike Brown+",23,"1",16,"3.0 sacks, 5 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 39th pick / 2000"
