"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ryan Tannehill",28,"4",13,"261 for 389, 2,995 yards, 19 td, 12 int, & 39 rushes for 164 yards and 1 td","Miami Dolphins / 1st / 8th pick / 2012"
"3","RB","Jay Ajayi",23,"1",10,"213 rushes for 1,007 yards, 7 td, & 23 catches for 128 yards and 0 td","Miami Dolphins / 5th / 149th pick / 2015"
"4","WR","Jarvis Landry",24,"2",14,"82 catches for 1,031 yards, 3 td, & 4 rushes for 17 yards and 0 td","Miami Dolphins / 2nd / 63rd pick / 2014"
"5","WR","Kenny Stills",24,"3",14,"35 catches for 650 yards, 7 td","New Orleans Saints / 5th / 144th pick / 2013"
"6","OL","Jermon Bushrod",32,"9",14,"","New Orleans Saints / 4th / 125th pick / 2007"
"7","T","Branden Albert",32,"8",10,"","Kansas City Chiefs / 1st / 15th pick / 2008"
"8","T","Ja'Wuan James",24,"2",14,"","Miami Dolphins / 1st / 19th pick / 2014"
"9","G","Laremy Tunsil",22,"Rook",12,"","Miami Dolphins / 1st / 13th pick / 2016"
"10","","Defensive Starters",NA,"",NA,"",""
"11","DT","Jordan Phillips",24,"1",11,"","Miami Dolphins / 2nd / 52nd pick / 2015"
"12","DT","Ndamukong Suh",29,"6",14,"","Detroit Lions / 1st / 2nd pick / 2010"
"13","LB","Kiko Alonso",26,"3",13,"","Buffalo Bills / 2nd / 46th pick / 2013"
"14","CB","Tony Lippett",24,"1",11,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Miami Dolphins / 5th / 156th pick / 2015"
"15","CB","Byron Maxwell",28,"5",13,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Seattle Seahawks / 6th / 173rd pick / 2011"
"16","S","Isa Abdul-Quddus",27,"5",14,"1.0 sacks, 2 interceptions, 0 fumbles recovered",""
