"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Schaub",29,"6",16,"365 for 574, 4,370 yards, 24 td, 12 int, & 22 rushes for 28 yards and 0 td","Atlanta Falcons / 3rd / 90th pick / 2004"
"3","RB","Arian Foster*+",24,"1",13,"327 rushes for 1,616 yards, 16 td, & 66 catches for 604 yards and 2 td",""
"4","WR","Andre Johnson*",29,"7",13,"86 catches for 1,216 yards, 8 td, & 2 rushes for 10 yards and 0 td","Houston Texans / 1st / 3rd pick / 2003"
"5","WR","Kevin Walter",29,"7",16,"51 catches for 621 yards, 5 td","New York Giants / 7th / 255th pick / 2003"
"6","TE","Owen Daniels",28,"4",10,"38 catches for 471 yards, 2 td","Houston Texans / 4th / 98th pick / 2006"
"7","TE","Joel Dreessen",28,"5",10,"36 catches for 518 yards, 4 td","New York Jets / 6th / 198th pick / 2005"
"8","LT","Duane Brown",25,"2",12,"","Houston Texans / 1st / 26th pick / 2008"
"9","LG","Wade Smith",29,"7",16,"1 fumble recovered","Miami Dolphins / 3rd / 78th pick / 2003"
"10","C","Chris Myers",29,"5",16,"","Denver Broncos / 6th / 200th pick / 2005"
"11","RG","Mike Brisiel",27,"3",9,"",""
"12","RT","Eric Winston",27,"4",16,"2 fumbles recovered","Houston Texans / 3rd / 66th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Antonio Smith",29,"6",16,"","Arizona Cardinals / 5th / 135th pick / 2004"
"15","DE","Mario Williams",25,"4",13,"","Houston Texans / 1st / 1st pick / 2006"
"16","DT","Amobi Okoye",23,"3",16,"","Houston Texans / 1st / 10th pick / 2007"
"17","NT","Shaun Cody",27,"5",16,"","Detroit Lions / 2nd / 37th pick / 2005"
"18","LB","Brian Cushing",23,"1",12,"","Houston Texans / 1st / 15th pick / 2009"
"19","LB","Zach Diles",25,"3",10,"","Houston Texans / 7th / 218th pick / 2007"
"20","LCB","Glover Quin",24,"1",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Houston Texans / 4th / 112th pick / 2009"
"21","RCB","Kareem Jackson",22,"Rook",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Houston Texans / 1st / 20th pick / 2010"
"22","SS","Bernard Pollard",26,"4",15,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Kansas City Chiefs / 2nd / 54th pick / 2006"
"23","FS","Eugene Wilson",30,"7",13,"","New England Patriots / 2nd / 36th pick / 2003"
