"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kyle Boller",22,"Rook",9,"116 for 224, 1,260 yards, 7 td, 9 int, & 30 rushes for 62 yards and 0 td","Baltimore Ravens / 1st / 19th pick / 2003"
"3","RB","Jamal Lewis*+",24,"3",16,"387 rushes for 2,066 yards, 14 td, & 26 catches for 205 yards and 0 td","Baltimore Ravens / 1st / 5th pick / 2000"
"4","FB","Alan Ricard",26,"2",13,"19 rushes for 79 yards, 0 td, & 9 catches for 62 yards and 0 td",""
"5","WR","Travis Taylor",24,"3",16,"39 catches for 632 yards, 3 td, & 11 rushes for 62 yards and 0 td","Baltimore Ravens / 1st / 10th pick / 2000"
"6","TE","Todd Heap*",23,"2",16,"57 catches for 693 yards, 3 td, & 3 rushes for 21 yards and 0 td","Baltimore Ravens / 1st / 31st pick / 2001"
"7","TE","Terry Jones",24,"1",13,"19 catches for 159 yards, 3 td","Baltimore Ravens / 5th / 155th pick / 2002"
"8","LT","Jonathan Ogden*+",29,"7",16,"1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1996"
"9","LG","Edwin Mulitalo",29,"4",15,"1 fumble recovered","Baltimore Ravens / 4th / 129th pick / 1999"
"10","C","Mike Flynn",29,"5",16,"",""
"11","RG","Bennie Anderson",26,"2",15,"",""
"12","RT","Orlando Brown",33,"9",13,"1 fumble recovered",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Marques Douglas",26,"3",16,"",""
"15","DE","Anthony Weaver",23,"1",15,"","Baltimore Ravens / 2nd / 52nd pick / 2002"
"16","NT","Kelly Gregg",27,"4",15,"3.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 6th / 173rd pick / 1999"
"17","LOLB","Adalius Thomas*",26,"3",11,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 6th / 186th pick / 2000"
"18","LILB","Ed Hartwell",25,"2",15,"3.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 4th / 126th pick / 2001"
"19","RILB","Ray Lewis*+",28,"7",16,"1.5 sacks, 6 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996"
"20","ROLB","Peter Boulware*",29,"6",14,"8.5 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1997"
"21","LCB","Chris McAlister*+",26,"4",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999"
"22","RCB","Corey Fuller",32,"8",10,"","Minnesota Vikings / 2nd / 55th pick / 1995"
"23","SS","Ed Reed*",25,"1",15,"1.0 sacks, 7 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 24th pick / 2002"
"24","FS","Gary Baxter",25,"2",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 2nd / 62nd pick / 2001"
