"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jay Cutler",24,"1",16,"297 for 467, 3,497 yards, 20 td, 14 int, & 44 rushes for 205 yards and 1 td","Denver Broncos / 1st / 11th pick / 2006"
"3","RB","Selvin Young",24,"Rook",8,"140 rushes for 729 yards, 1 td, & 35 catches for 231 yards and 0 td",""
"4","FB","Cecil Sapp",29,"4",8,"18 rushes for 59 yards, 2 td, & 14 catches for 51 yards and 1 td",""
"5","WR","Brandon Marshall",23,"1",16,"102 catches for 1,325 yards, 7 td, & 5 rushes for 57 yards and 0 td","Denver Broncos / 4th / 119th pick / 2006"
"6","WR","Brandon Stokley",31,"8",9,"40 catches for 635 yards, 5 td, & 1 rush for -6 yards and 0 td","Baltimore Ravens / 4th / 105th pick / 1999"
"7","TE","Daniel Graham",29,"5",15,"24 catches for 246 yards, 2 td","New England Patriots / 1st / 21st pick / 2002"
"8","LT","Matt Lepsis",33,"9",16,"2 fumbles recovered",""
"9","LG","Chris Kuper",25,"1",11,"","Denver Broncos / 5th / 161st pick / 2006"
"10","C","Chris Myers",26,"2",16,"","Denver Broncos / 6th / 200th pick / 2005"
"11","RG","Montrae Holland",27,"4",16,"","New Orleans Saints / 4th / 102nd pick / 2003"
"12","RT","Erik Pears",25,"1",16,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Elvis Dumervil",23,"1",16,"","Denver Broncos / 4th / 126th pick / 2006"
"15","DE","John Engelberger",31,"7",15,"","San Francisco 49ers / 2nd / 35th pick / 2000"
"16","LDT","Sam Adams",34,"13",11,"","Seattle Seahawks / 1st / 8th pick / 1994"
"17","RDT","Alvin McKinley",29,"7",10,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Carolina Panthers / 4th / 120th pick / 2000"
"18","MLB","D.J. Williams",25,"3",16,"1.0 sacks, 1 interception, 2 fumbles recovered","Denver Broncos / 1st / 17th pick / 2004"
"19","LB","Ian Gold",29,"7",14,"","Denver Broncos / 2nd / 40th pick / 2000"
"20","LB","Nate Webster",30,"7",13,"","Tampa Bay Buccaneers / 3rd / 90th pick / 2000"
"21","LCB","Champ Bailey*",29,"8",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 7th pick / 1999"
"22","RCB","Dre' Bly",30,"8",16,"1.0 sacks, 5 interceptions, 0 fumbles recovered","St. Louis Rams / 2nd / 41st pick / 1999"
"23","FS","John Lynch*",36,"14",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 3rd / 82nd pick / 1993"
