"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Brian Griese",26,3,15,"275 for 451, 2,827 yards, 23 td, 19 int, & 50 rushes for 173 yards and 1 td","Denver Broncos / 3rd / 91st pick / 1998"
"3","WR","Rod Smith*",31,6,14,"113 catches for 1,343 yards, 11 td, & 3 rushes for 27 yards and 0 td",""
"4","TE","Dwayne Carswell*",29,7,16,"34 catches for 299 yards, 4 td",""
"5","LT","Trey Teague",27,2,16,"1 fumble recovered","Denver Broncos / 7th / 200th pick / 1998"
"6","LG","Lennie Friedman",25,1,14,"","Denver Broncos / 2nd / 61st pick / 1999"
"7","C","Tom Nalen",30,7,16,"","Denver Broncos / 7th / 218th pick / 1994"
"8","RG","Dan Neil",28,4,15,"1 fumble recovered","Denver Broncos / 3rd / 67th pick / 1997"
"9","RT","Matt Lepsis",27,3,16,"",""
"10","","Defensive Starters",NA,NA,NA,"",""
"11","DE","Kavika Pittman",27,5,14,"","Dallas Cowboys / 2nd / 37th pick / 1996"
"12","DE","Keith Washington",29,5,16,"",""
"13","LDT","Chester McGlockton",32,9,16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Los Angeles Raiders / 1st / 16th pick / 1992"
"14","RDT","Trevor Pryce*",26,4,16,"7.0 sacks, 0 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 28th pick / 1997"
"15","MLB","Al Wilson*",24,2,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 31st pick / 1999"
"16","LB","John Mobley",28,5,16,"","Denver Broncos / 1st / 15th pick / 1996"
"17","LB","Bill Romanowski",35,13,16,"","San Francisco 49ers / 3rd / 80th pick / 1988"
"18","LCB","Deltha O'Neal*",24,1,16,"0.0 sacks, 9 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 15th pick / 2000"
"19","RCB","Denard Walker",28,4,15,"0.0 sacks, 3 interceptions, 1 fumble recovered","Tennessee Oilers / 3rd / 75th pick / 1997"
"20","SS","Kenoy Kennedy",24,1,16,"2.0 sacks, 1 interception, 0 fumbles recovered","Denver Broncos / 2nd / 45th pick / 2000"
"21","FS","Eric Brown",26,3,16,"3.0 sacks, 2 interceptions, 1 fumble recovered","Denver Broncos / 2nd / 61st pick / 1998"
