"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Terry Bradshaw",32,"10",15,"218 for 424, 3,339 yards, 24 td, 22 int, & 36 rushes for 111 yards and 2 td","Pittsburgh Steelers / 1st / 1st pick / 1970"
"3","RB","Rocky Bleier",34,"12",6,"78 rushes for 340 yards, 1 td, & 21 catches for 174 yards and 1 td","Pittsburgh Steelers / 16th / 417th pick / 1968"
"4","FB","Franco Harris*",30,"8",13,"208 rushes for 789 yards, 4 td, & 30 catches for 196 yards and 2 td","Pittsburgh Steelers / 1st / 13th pick / 1972"
"5","WR","Jim Smith",25,"3",10,"37 catches for 711 yards, 9 td, & 1 rush for -1 yards and 0 td","Pittsburgh Steelers / 3rd / 75th pick / 1977"
"6","WR","Lynn Swann",28,"6",11,"44 catches for 710 yards, 7 td, & 1 rush for -4 yards and 0 td","Pittsburgh Steelers / 1st / 21st pick / 1974"
"7","TE","Randy Grossman",28,"6",15,"23 catches for 293 yards, 0 td",""
"8","LT","Ted Petersen",25,"3",9,"1 fumble recovered","Pittsburgh Steelers / 4th / 93rd pick / 1977"
"9","LG","Ray Pinney",26,"4",16,"","Pittsburgh Steelers / 2nd / 37th pick / 1976"
"10","C","Mike Webster*+",28,"6",16,"","Pittsburgh Steelers / 5th / 125th pick / 1974"
"11","RG","Tyrone McGriff",22,"Rook",10,"","Pittsburgh Steelers / 12th / 333rd pick / 1980"
"12","RT","Larry Brown",31,"9",16,"1 fumble recovered","Pittsburgh Steelers / 5th / 106th pick / 1971"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","L.C. Greenwood",34,"11",15,"0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 10th / 238th pick / 1969"
"15","LDT","Joe Greene",34,"11",15,"","Pittsburgh Steelers / 1st / 4th pick / 1969"
"16","RDT","Steve Furness",30,"8",16,"0 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 5th / 113th pick / 1972"
"17","RDE","John Banaszak",30,"5",11,"",""
"18","LLB","Jack Ham*",32,"9",16,"2 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 2nd / 34th pick / 1971"
"19","MLB","Jack Lambert*+",28,"6",13,"2 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 2nd / 46th pick / 1974"
"20","RLB","Robin Cole",25,"3",12,"1 interception, 1 fumble recovered","Pittsburgh Steelers / 1st / 21st pick / 1977"
"21","LCB","Ron Johnson",24,"2",16,"1 interception, 0 fumbles recovered","Pittsburgh Steelers / 1st / 22nd pick / 1978"
"22","RCB","Mel Blount",32,"10",16,"4 interceptions, 1 fumble recovered","Pittsburgh Steelers / 3rd / 53rd pick / 1970"
"23","SS","Donnie Shell*+",28,"6",16,"7 interceptions, 1 fumble recovered",""
"24","FS","Mike Wagner",31,"9",13,"6 interceptions, 1 fumble recovered","Pittsburgh Steelers / 11th / 268th pick / 1971"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Bahr",24,"1",0,"19 of 28 field goals & 39 of 42 extra points","Pittsburgh Steelers / 6th / 165th pick / 1979"
"27","P","Craig Colquitt",26,"2",0,"61 punts for a 40.7 average, 0 blocked","Pittsburgh Steelers / 3rd / 76th pick / 1978"
"28","PR","Theo Bell",27,"4",9,"34 punt returns for a 10.0 average and 0 td","Pittsburgh Steelers / 4th / 120th pick / 1976"
"29","KR","Frank Pollard",23,"Rook",0,"22 kick returns for a 22.5 average and 0 td","Pittsburgh Steelers / 11th / 305th pick / 1980"
